Back to Contents,Data 1: Residential Propane Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPLLPA_PRS_NUS_DPG,W_EPLLPA_PRS_R10_DPG,W_EPLLPA_PRS_R1X_DPG,W_EPLLPA_PRS_SCT_DPG,W_EPLLPA_PRS_SME_DPG,W_EPLLPA_PRS_SMA_DPG,W_EPLLPA_PRS_SNH_DPG,W_EPLLPA_PRS_SRI_DPG,W_EPLLPA_PRS_SVT_DPG,W_EPLLPA_PRS_R1Y_DPG,W_EPLLPA_PRS_SDE_DPG,W_EPLLPA_PRS_SMD_DPG,W_EPLLPA_PRS_SNJ_DPG,W_EPLLPA_PRS_SNY_DPG,W_EPLLPA_PRS_SPA_DPG,W_EPLLPA_PRS_R1Z_DPG,W_EPLLPA_PRS_SFL_DPG,W_EPLLPA_PRS_SGA_DPG,W_EPLLPA_PRS_SNC_DPG,W_EPLLPA_PRS_SVA_DPG,W_EPLLPA_PRS_R20_DPG,W_EPLLPA_PRS_SIL_DPG,W_EPLLPA_PRS_SIN_DPG,W_EPLLPA_PRS_SIA_DPG,W_EPLLPA_PRS_SKS_DPG,W_EPLLPA_PRS_SKY_DPG,W_EPLLPA_PRS_SMI_DPG,W_EPLLPA_PRS_SMN_DPG,W_EPLLPA_PRS_SMO_DPG,W_EPLLPA_PRS_SNE_DPG,W_EPLLPA_PRS_SND_DPG,W_EPLLPA_PRS_SOH_DPG,W_EPLLPA_PRS_SOK_DPG,W_EPLLPA_PRS_SSD_DPG,W_EPLLPA_PRS_STN_DPG,W_EPLLPA_PRS_SWI_DPG,W_EPLLPA_PRS_R30_DPG,W_EPLLPA_PRS_SAL_DPG,W_EPLLPA_PRS_SAR_DPG,W_EPLLPA_PRS_SMS_DPG,W_EPLLPA_PRS_STX_DPG,W_EPLLPA_PRS_R40_DPG,W_EPLLPA_PRS_SCO_DPG,W_EPLLPA_PRS_SID_DPG,W_EPLLPA_PRS_SMT_DPG,W_EPLLPA_PRS_SUT_DPG
"Jan 08, 2018",2.55,3.318,3.288,3.026,2.874,3.197,3.478,3.857,3.795,3.35,3.115,3.251,3.797,3.466,3.199,3.301,4.822,2.463,2.964,3.157,1.978,1.811,2.312,1.497,1.68,2.32,2.172,1.79,1.9,1.503,1.602,2.762,2.05,1.615,3.136,1.822,2.486,2.651,2.326,2.484,2.456,2.269,2.269,2.539,2.041,2.43
"Jan 15, 2018",2.584,3.348,3.336,3.073,2.917,3.203,3.591,3.872,3.817,3.381,3.151,3.329,3.831,3.512,3.198,3.318,4.753,2.516,3.01,3.177,2.015,1.845,2.452,1.506,1.691,2.429,2.192,1.825,1.915,1.51,1.618,2.829,2.071,1.634,3.122,1.861,2.529,2.727,2.388,2.551,2.458,2.287,2.277,2.55,2.067,2.471
"Jan 22, 2018",2.607,3.363,3.319,3.113,2.914,3.211,3.52,3.896,3.787,3.41,3.164,3.392,3.841,3.546,3.219,3.336,4.751,2.538,3.038,3.193,2.05,1.929,2.627,1.513,1.693,2.481,2.212,1.825,1.962,1.51,1.629,2.853,2.079,1.635,3.126,1.877,2.536,2.723,2.408,2.575,2.455,2.295,2.286,2.549,2.064,2.505
"Jan 29, 2018",2.598,3.357,3.315,3.12,2.926,3.215,3.491,3.901,3.777,3.405,3.184,3.379,3.841,3.534,3.218,3.329,4.749,2.538,3.003,3.227,2.034,1.916,2.579,1.498,1.687,2.443,2.213,1.805,1.933,1.491,1.614,2.854,2.077,1.632,3.119,1.862,2.542,2.734,2.408,2.583,2.458,2.293,2.271,2.547,2.073,2.521
"Feb 05, 2018",2.587,3.334,3.328,3.102,2.956,3.221,3.527,3.901,3.76,3.349,3.188,3.384,3.835,3.53,3.071,3.321,4.728,2.538,3.002,3.209,2.032,1.894,2.559,1.499,1.684,2.464,2.213,1.83,1.933,1.487,1.605,2.86,2.089,1.63,3.104,1.85,2.525,2.698,2.38,2.58,2.449,2.291,2.275,2.527,2.062,2.529
"Feb 12, 2018",2.576,3.334,3.336,3.12,2.958,3.22,3.545,3.92,3.769,3.343,3.17,3.389,3.841,3.521,3.064,3.323,4.708,2.54,3.024,3.198,2.015,1.854,2.507,1.475,1.692,2.458,2.248,1.814,1.928,1.456,1.59,2.88,2.091,1.615,3.097,1.786,2.509,2.665,2.351,2.569,2.444,2.269,2.271,2.505,2.013,2.504
"Feb 19, 2018",2.568,3.331,3.325,3.078,2.932,3.217,3.546,3.916,3.768,3.338,3.159,3.368,3.815,3.525,3.06,3.326,4.719,2.55,3.028,3.18,2,1.842,2.452,1.467,1.661,2.426,2.245,1.815,1.912,1.437,1.576,2.869,2.091,1.597,3.101,1.754,2.509,2.669,2.336,2.573,2.446,2.27,2.276,2.511,2.007,2.502
"Feb 26, 2018",2.557,3.325,3.318,3.057,2.954,3.213,3.522,3.915,3.751,3.333,3.152,3.359,3.821,3.521,3.053,3.32,4.717,2.555,3.018,3.168,1.985,1.814,2.403,1.468,1.655,2.409,2.238,1.808,1.895,1.417,1.558,2.849,2.082,1.592,3.094,1.74,2.505,2.667,2.318,2.572,2.445,2.262,2.262,2.508,2.007,2.492
"Mar 05, 2018",2.531,3.308,3.299,3.032,2.933,3.211,3.526,3.912,3.678,3.317,3.143,3.328,3.8,3.51,3.036,3.305,4.732,2.519,2.995,3.157,1.949,1.773,2.323,1.451,1.628,2.356,2.229,1.759,1.838,1.395,1.536,2.821,2.038,1.579,3.14,1.68,2.497,2.678,2.263,2.572,2.441,2.237,2.215,2.511,2.007,2.462
"Mar 12, 2018",2.499,3.281,3.28,2.998,2.9,3.179,3.52,3.901,3.681,3.295,3.133,3.32,3.776,3.488,3.008,3.266,4.676,2.492,2.955,3.127,1.911,1.713,2.287,1.42,1.595,2.288,2.219,1.712,1.81,1.391,1.512,2.754,2.021,1.544,3.095,1.644,2.489,2.658,2.236,2.571,2.442,2.19,2.156,2.48,1.968,2.423
"Mar 19, 2018",2.487,3.273,3.266,2.973,2.894,3.177,3.49,3.9,3.669,3.295,3.124,3.335,3.775,3.488,3.006,3.253,4.703,2.446,2.94,3.11,1.893,1.702,2.262,1.399,1.597,2.301,2.209,1.682,1.803,1.349,1.486,2.739,1.983,1.531,3.087,1.617,2.484,2.638,2.236,2.567,2.443,2.182,2.151,2.469,1.96,2.409
"Mar 26, 2018",2.48,3.273,3.266,2.963,2.894,3.177,3.488,3.881,3.682,3.293,3.116,3.328,3.773,3.49,3.003,3.253,4.706,2.44,2.935,3.123,1.882,1.685,2.261,1.377,1.597,2.281,2.201,1.665,1.792,1.346,1.481,2.742,1.97,1.524,3.098,1.597,2.472,2.628,2.226,2.547,2.436,2.178,2.146,2.469,1.956,2.405
"Oct 01, 2018",2.37,3.179,3.16,3.004,2.892,3.161,3.221,3.454,3.524,3.187,3.126,3.242,3.847,3.183,3.051,3.182,4.708,2.278,2.768,3.105,1.745,1.6,1.924,1.322,1.517,2.098,2.002,1.537,1.709,1.348,1.257,2.64,1.795,1.396,2.917,1.513,2.431,2.574,2.075,2.466,2.466,2.041,2.024,2.295,1.716,2.443
"Oct 08, 2018",2.389,3.204,3.192,3.025,2.932,3.167,3.286,3.479,3.536,3.223,3.125,3.257,3.846,3.235,3.091,3.192,4.723,2.27,2.784,3.116,1.759,1.606,1.939,1.332,1.524,2.113,2.016,1.557,1.69,1.354,1.353,2.639,1.801,1.436,2.928,1.53,2.441,2.577,2.094,2.501,2.464,2.064,2.042,2.322,1.736,2.479
"Oct 15, 2018",2.402,3.21,3.201,3.042,2.937,3.186,3.277,3.508,3.557,3.23,3.153,3.268,3.854,3.248,3.088,3.192,4.711,2.271,2.788,3.122,1.779,1.61,1.959,1.35,1.542,2.162,2.018,1.587,1.726,1.367,1.385,2.646,1.824,1.455,2.954,1.558,2.435,2.555,2.109,2.507,2.452,2.086,2.069,2.352,1.75,2.496
"Oct 22, 2018",2.419,3.222,3.211,3.021,2.968,3.183,3.288,3.503,3.574,3.232,3.181,3.281,3.851,3.242,3.091,3.218,4.721,2.276,2.834,3.15,1.8,1.627,1.985,1.357,1.573,2.169,2.012,1.635,1.777,1.394,1.437,2.644,1.857,1.491,2.993,1.567,2.443,2.547,2.142,2.527,2.452,2.115,2.086,2.39,1.808,2.499
"Oct 29, 2018",2.418,3.219,3.21,3.005,2.988,3.175,3.286,3.508,3.56,3.232,3.175,3.281,3.85,3.245,3.089,3.211,4.729,2.276,2.819,3.136,1.8,1.621,1.983,1.36,1.575,2.167,2.002,1.628,1.786,1.393,1.45,2.651,1.905,1.495,3.002,1.555,2.441,2.539,2.16,2.526,2.445,2.116,2.081,2.386,1.818,2.503
"Nov 05, 2018",2.419,3.217,3.203,3.01,3.005,3.177,3.28,3.491,3.497,3.216,3.162,3.27,3.853,3.205,3.092,3.228,4.762,2.301,2.83,3.135,1.804,1.624,1.994,1.345,1.571,2.188,2.002,1.629,1.791,1.384,1.447,2.655,1.914,1.498,3.016,1.575,2.445,2.545,2.175,2.526,2.447,2.126,2.08,2.402,1.841,2.513
"Nov 12, 2018",2.422,3.223,3.206,3.009,3.001,3.192,3.269,3.458,3.526,3.222,3.167,3.276,3.88,3.211,3.093,3.235,4.792,2.312,2.825,3.132,1.803,1.616,1.997,1.343,1.565,2.225,2.003,1.626,1.789,1.37,1.433,2.668,1.915,1.492,3.034,1.567,2.457,2.597,2.185,2.516,2.449,2.132,2.072,2.428,1.86,2.518
"Nov 19, 2018",2.425,3.23,3.207,2.985,3.011,3.216,3.265,3.551,3.492,3.24,3.163,3.291,3.877,3.264,3.086,3.233,4.793,2.328,2.819,3.116,1.805,1.618,2.008,1.339,1.561,2.234,2.008,1.622,1.79,1.353,1.435,2.66,1.924,1.498,3.031,1.577,2.452,2.579,2.186,2.515,2.448,2.135,2.07,2.433,1.868,2.522
"Nov 26, 2018",2.423,3.224,3.187,2.974,3.012,3.146,3.265,3.543,3.466,3.242,3.173,3.276,3.876,3.274,3.085,3.229,4.786,2.33,2.814,3.113,1.803,1.633,2.011,1.347,1.563,2.215,2.006,1.623,1.783,1.352,1.431,2.637,1.932,1.494,3.023,1.573,2.452,2.572,2.198,2.514,2.446,2.136,2.071,2.437,1.869,2.519
"Dec 03, 2018",2.431,3.232,3.205,2.98,3.011,3.146,3.298,3.572,3.521,3.238,3.186,3.277,3.883,3.272,3.072,3.244,4.806,2.335,2.836,3.117,1.81,1.635,2.028,1.337,1.559,2.24,2.013,1.632,1.785,1.346,1.436,2.653,1.936,1.495,3.054,1.586,2.46,2.577,2.204,2.534,2.45,2.168,2.108,2.474,1.894,2.548
"Dec 10, 2018",2.441,3.241,3.208,2.984,3.015,3.142,3.303,3.559,3.532,3.242,3.19,3.277,3.892,3.276,3.078,3.263,4.837,2.343,2.855,3.133,1.819,1.65,2.058,1.338,1.55,2.242,2.019,1.636,1.787,1.348,1.444,2.671,1.941,1.501,3.083,1.591,2.466,2.591,2.214,2.537,2.453,2.189,2.126,2.507,1.92,2.559
"Dec 17, 2018",2.439,3.236,3.206,2.975,3.015,3.128,3.315,3.572,3.522,3.235,3.17,3.277,3.873,3.275,3.067,3.257,4.833,2.341,2.849,3.121,1.821,1.654,2.069,1.336,1.545,2.267,2.011,1.636,1.788,1.346,1.445,2.666,1.945,1.499,3.053,1.609,2.46,2.577,2.214,2.534,2.446,2.197,2.131,2.507,1.924,2.588
"Dec 24, 2018",2.437,3.232,3.198,2.971,3.013,3.123,3.321,3.574,3.478,3.23,3.17,3.262,3.868,3.278,3.057,3.256,4.827,2.341,2.849,3.124,1.819,1.653,2.071,1.332,1.543,2.272,2.008,1.633,1.784,1.342,1.449,2.671,1.943,1.497,3.05,1.603,2.456,2.566,2.216,2.534,2.442,2.2,2.141,2.502,1.925,2.584
"Dec 31, 2018",2.433,3.224,3.194,2.965,3.019,3.112,3.317,3.572,3.47,3.22,3.152,3.265,3.845,3.265,3.048,3.248,4.817,2.338,2.845,3.107,1.818,1.65,2.08,1.324,1.539,2.26,2.008,1.636,1.79,1.335,1.45,2.665,1.942,1.494,3.046,1.602,2.455,2.573,2.214,2.533,2.436,2.202,2.146,2.504,1.921,2.587
"Jan 07, 2019",2.432,3.212,3.172,2.974,3.001,3.096,3.286,3.559,3.429,3.195,3.131,3.265,3.824,3.244,3.012,3.26,4.856,2.346,2.864,3.075,1.823,1.643,2.091,1.319,1.539,2.241,2.033,1.641,1.8,1.32,1.442,2.705,1.946,1.493,3.083,1.599,2.458,2.582,2.225,2.533,2.435,2.225,2.17,2.527,1.945,2.605
"Jan 14, 2019",2.428,3.206,3.171,2.957,3.004,3.097,3.308,3.556,3.394,3.181,3.132,3.272,3.819,3.248,2.972,3.257,4.862,2.343,2.859,3.067,1.819,1.641,2.096,1.311,1.537,2.248,2.033,1.64,1.803,1.32,1.428,2.701,1.944,1.492,3.049,1.582,2.462,2.597,2.216,2.535,2.439,2.223,2.172,2.506,1.948,2.601
"Jan 21, 2019",2.427,3.207,3.164,2.966,2.999,3.096,3.277,3.564,3.399,3.192,3.125,3.281,3.818,3.282,2.967,3.253,4.858,2.343,2.854,3.06,1.817,1.64,2.105,1.312,1.539,2.257,2.035,1.633,1.784,1.315,1.423,2.712,1.938,1.49,3.031,1.578,2.46,2.595,2.22,2.539,2.431,2.224,2.173,2.517,1.945,2.598
"Jan 28, 2019",2.428,3.205,3.166,2.97,3,3.097,3.281,3.564,3.402,3.191,3.121,3.281,3.818,3.284,2.961,3.247,4.846,2.342,2.849,3.056,1.821,1.645,2.123,1.312,1.541,2.28,2.029,1.634,1.786,1.313,1.428,2.717,1.936,1.488,3.032,1.586,2.461,2.59,2.22,2.549,2.432,2.225,2.175,2.524,1.943,2.598
"Feb 04, 2019",2.435,3.22,3.178,2.982,3.001,3.109,3.297,3.567,3.424,3.221,3.132,3.282,3.833,3.3,3.02,3.246,4.832,2.345,2.835,3.091,1.821,1.648,2.129,1.311,1.537,2.277,2.033,1.629,1.784,1.314,1.424,2.715,1.937,1.486,3.059,1.587,2.466,2.592,2.23,2.557,2.435,2.22,2.179,2.521,1.928,2.584
"Feb 11, 2019",2.431,3.215,3.171,2.973,3.005,3.099,3.292,3.567,3.403,3.219,3.135,3.274,3.838,3.305,3.011,3.241,4.81,2.355,2.831,3.086,1.819,1.647,2.127,1.312,1.527,2.252,2.035,1.632,1.775,1.309,1.422,2.716,1.94,1.488,3.059,1.578,2.463,2.59,2.221,2.553,2.433,2.211,2.161,2.514,1.928,2.581
"Feb 18, 2019",2.429,3.213,3.166,2.946,3.016,3.099,3.283,3.565,3.386,3.221,3.13,3.283,3.835,3.312,3.008,3.236,4.806,2.347,2.833,3.068,1.818,1.649,2.125,1.313,1.526,2.263,2.034,1.627,1.772,1.314,1.419,2.715,1.932,1.486,3.062,1.578,2.457,2.589,2.221,2.555,2.419,2.206,2.154,2.505,1.935,2.567
"Feb 25, 2019",2.43,3.21,3.165,2.955,3.01,3.1,3.276,3.56,3.391,3.209,3.13,3.282,3.836,3.312,2.977,3.242,4.816,2.347,2.838,3.081,1.822,1.65,2.125,1.319,1.532,2.263,2.041,1.636,1.771,1.327,1.431,2.718,1.935,1.486,3.06,1.576,2.459,2.593,2.221,2.554,2.421,2.213,2.159,2.504,1.95,2.569
"Mar 04, 2019",2.419,3.204,3.173,2.95,3.027,3.118,3.272,3.564,3.399,3.217,3.134,3.285,3.837,3.325,2.983,3.211,4.753,2.332,2.806,3.072,1.808,1.643,2.094,1.326,1.532,2.25,2.026,1.631,1.751,1.326,1.436,2.681,1.927,1.488,2.953,1.565,2.445,2.566,2.197,2.543,2.417,2.194,2.126,2.481,1.953,2.553
"Mar 11, 2019",2.414,3.199,3.177,2.946,3.031,3.119,3.276,3.569,3.413,3.216,3.137,3.282,3.837,3.323,2.984,3.192,4.704,2.323,2.792,3.071,1.803,1.647,2.08,1.325,1.53,2.232,2.013,1.624,1.748,1.339,1.443,2.659,1.927,1.489,2.957,1.563,2.434,2.556,2.165,2.536,2.412,2.188,2.114,2.486,1.958,2.533
"Mar 18, 2019",2.41,3.198,3.173,2.945,3.029,3.114,3.268,3.568,3.409,3.221,3.143,3.285,3.831,3.331,2.987,3.189,4.697,2.317,2.789,3.075,1.797,1.641,2.038,1.323,1.527,2.23,2.013,1.61,1.744,1.345,1.439,2.647,1.919,1.482,2.964,1.561,2.423,2.518,2.154,2.533,2.411,2.191,2.108,2.482,1.98,2.534
"Mar 25, 2019",2.397,3.19,3.159,2.943,3.016,3.114,3.262,3.568,3.353,3.214,3.139,3.285,3.819,3.329,2.976,3.182,4.693,2.306,2.779,3.074,1.782,1.626,1.998,1.316,1.525,2.217,2.001,1.597,1.734,1.34,1.431,2.616,1.918,1.477,2.973,1.539,2.39,2.451,2.136,2.502,2.391,2.188,2.101,2.48,1.986,2.525
"Oct 07, 2019",1.84,2.548,2.704,2.611,2.555,2.872,2.793,3.073,2.614,2.42,2.677,2.609,2.843,2.437,2.16,2.546,3.931,2.081,2.567,2.544,1.394,1.278,1.443,1.153,1.226,2.215,1.565,1.275,1.393,1.068,1.365,2.007,1.5,1.245,2.343,1.191,2.059,2.326,1.535,2.2,2.133,1.503,1.488,1.615,1.42,1.606
"Oct 14, 2019",1.847,2.54,2.701,2.593,2.544,2.876,2.766,3.078,2.647,2.395,2.561,2.543,2.837,2.437,2.148,2.569,3.879,2.126,2.556,2.561,1.406,1.286,1.466,1.157,1.241,2.239,1.565,1.264,1.386,1.086,1.38,1.843,1.517,1.264,2.36,1.22,2.072,2.285,1.549,2.221,2.135,1.516,1.504,1.662,1.412,1.597
"Oct 21, 2019",1.839,2.54,2.689,2.589,2.534,2.866,2.746,3.04,2.641,2.4,2.57,2.474,2.905,2.446,2.148,2.576,3.89,2.076,2.572,2.576,1.401,1.29,1.477,1.178,1.222,2.236,1.566,1.285,1.398,1.07,1.131,1.852,1.525,1.261,2.383,1.24,2.059,2.223,1.548,2.221,2.135,1.524,1.51,1.679,1.432,1.592
"Oct 28, 2019",1.845,2.504,2.626,2.583,2.402,2.729,2.733,2.921,2.615,2.373,2.537,2.47,2.842,2.427,2.097,2.557,3.876,2.094,2.574,2.532,1.425,1.345,1.505,1.191,1.232,2.255,1.579,1.323,1.396,1.107,1.161,1.889,1.572,1.282,2.361,1.254,2.074,2.295,1.561,2.239,2.13,1.536,1.52,1.683,1.444,1.61
"Nov 04, 2019",1.895,2.529,2.655,2.596,2.386,2.775,2.758,2.957,2.7,2.391,2.595,2.549,2.85,2.432,2.113,2.584,3.932,2.104,2.609,2.551,1.487,1.43,1.561,1.269,1.236,2.31,1.592,1.44,1.473,1.116,1.283,1.921,1.6,1.338,2.386,1.317,2.094,2.285,1.591,2.24,2.167,1.559,1.534,1.696,1.494,1.626
"Nov 11, 2019",1.942,2.528,2.67,2.61,2.404,2.777,2.773,2.982,2.715,2.392,2.578,2.517,2.861,2.435,2.12,2.568,3.991,2.105,2.565,2.557,1.574,1.605,1.753,1.367,1.266,2.319,1.613,1.589,1.483,1.21,1.411,1.943,1.635,1.435,2.44,1.409,2.115,2.249,1.708,2.237,2.174,1.639,1.633,1.746,1.562,1.675
"Nov 18, 2019",1.97,2.547,2.674,2.65,2.404,2.786,2.793,2.984,2.67,2.415,2.604,2.554,2.806,2.461,2.158,2.589,3.952,2.138,2.565,2.58,1.624,1.722,1.908,1.412,1.3,2.064,1.654,1.612,1.515,1.199,1.525,1.976,1.669,1.465,2.402,1.456,2.133,2.285,1.752,2.24,2.183,1.665,1.651,1.774,1.594,1.718
"Nov 25, 2019",1.999,2.57,2.7,2.658,2.45,2.789,2.83,3,2.697,2.445,2.604,2.6,2.876,2.488,2.181,2.601,3.956,2.149,2.566,2.602,1.668,1.817,1.937,1.459,1.333,2.065,1.696,1.636,1.563,1.226,1.689,2.026,1.682,1.48,2.416,1.498,2.142,2.299,1.772,2.241,2.191,1.672,1.66,1.777,1.6,1.726
"Dec 02, 2019",2.029,2.596,2.742,2.664,2.46,2.795,2.854,3.046,2.85,2.463,2.612,2.569,2.9,2.524,2.205,2.622,3.992,2.168,2.573,2.638,1.696,1.806,1.992,1.459,1.335,2.068,1.764,1.668,1.59,1.23,1.683,2.048,1.702,1.491,2.434,1.548,2.153,2.311,1.79,2.259,2.194,1.709,1.695,1.801,1.649,1.767
"Dec 09, 2019",2.023,2.6,2.74,2.668,2.453,2.806,2.84,3.018,2.867,2.471,2.621,2.561,2.882,2.531,2.232,2.629,4.027,2.176,2.597,2.645,1.682,1.771,1.987,1.389,1.329,2.083,1.739,1.674,1.546,1.221,1.686,2.025,1.704,1.474,2.471,1.565,2.162,2.291,1.81,2.278,2.203,1.726,1.711,1.819,1.668,1.779
"Dec 16, 2019",2.021,2.607,2.736,2.669,2.453,2.773,2.874,3.042,2.825,2.481,2.616,2.586,2.903,2.539,2.224,2.641,3.993,2.195,2.602,2.654,1.675,1.722,1.967,1.376,1.325,2.081,1.757,1.642,1.573,1.225,1.575,2.023,1.713,1.477,2.465,1.565,2.164,2.306,1.817,2.281,2.199,1.737,1.731,1.817,1.672,1.78
"Dec 23, 2019",2.023,2.621,2.752,2.68,2.481,2.786,2.889,3.008,2.854,2.493,2.615,2.636,2.908,2.555,2.23,2.657,4.013,2.21,2.609,2.659,1.667,1.701,1.961,1.355,1.329,2.105,1.761,1.589,1.569,1.231,1.575,2.054,1.713,1.452,2.483,1.553,2.166,2.308,1.805,2.283,2.206,1.74,1.732,1.825,1.675,1.785
"Dec 30, 2019",2.011,2.616,2.739,2.666,2.475,2.784,2.872,3.072,2.803,2.497,2.619,2.649,2.907,2.555,2.232,2.646,4.001,2.202,2.605,2.65,1.653,1.686,1.944,1.327,1.341,2.113,1.741,1.581,1.559,1.222,1.565,2.028,1.713,1.452,2.496,1.548,2.161,2.312,1.805,2.282,2.196,1.742,1.737,1.83,1.678,1.774
"Jan 06, 2020",2.005,2.611,2.741,2.662,2.48,2.759,2.883,3.086,2.817,2.49,2.637,2.628,2.89,2.557,2.206,2.637,4.003,2.195,2.587,2.654,1.644,1.667,1.935,1.319,1.341,2.103,1.725,1.571,1.574,1.229,1.518,2.052,1.716,1.451,2.519,1.535,2.16,2.315,1.78,2.28,2.208,1.738,1.722,1.842,1.683,1.772
"Jan 13, 2020",2.01,2.619,2.756,2.692,2.487,2.767,2.881,3.126,2.852,2.498,2.646,2.622,2.898,2.574,2.205,2.64,3.979,2.193,2.607,2.66,1.64,1.648,1.912,1.306,1.337,2.106,1.724,1.575,1.581,1.227,1.49,2.045,1.711,1.452,2.538,1.54,2.181,2.374,1.798,2.294,2.215,1.735,1.713,1.854,1.681,1.766
"Jan 20, 2020",2.004,2.618,2.751,2.66,2.474,2.789,2.889,3.136,2.835,2.494,2.644,2.593,2.897,2.569,2.217,2.649,4.002,2.211,2.598,2.661,1.633,1.599,1.908,1.279,1.354,2.104,1.735,1.578,1.563,1.214,1.476,2.045,1.714,1.452,2.539,1.544,2.183,2.363,1.805,2.316,2.21,1.734,1.713,1.852,1.679,1.769
"Jan 27, 2020",1.994,2.607,2.744,2.675,2.468,2.778,2.891,3.098,2.807,2.473,2.643,2.624,2.901,2.523,2.209,2.649,4.006,2.225,2.593,2.667,1.621,1.557,1.891,1.272,1.354,2.109,1.735,1.554,1.567,1.202,1.46,2.042,1.714,1.439,2.544,1.533,2.184,2.368,1.805,2.321,2.207,1.733,1.711,1.85,1.683,1.766
"Feb 03, 2020",1.988,2.603,2.735,2.619,2.478,2.78,2.875,3.123,2.792,2.464,2.638,2.652,2.9,2.522,2.181,2.655,3.914,2.309,2.572,2.671,1.614,1.539,1.89,1.26,1.354,2.109,1.725,1.54,1.567,1.195,1.432,2.045,1.708,1.439,2.538,1.524,2.194,2.373,1.805,2.309,2.228,1.729,1.708,1.849,1.679,1.757
"Feb 10, 2020",1.986,2.603,2.731,2.629,2.469,2.766,2.863,3.103,2.811,2.469,2.639,2.681,2.884,2.534,2.177,2.652,3.968,2.307,2.576,2.663,1.611,1.533,1.892,1.251,1.358,2.108,1.724,1.53,1.568,1.194,1.424,2.043,1.71,1.443,2.53,1.522,2.178,2.378,1.803,2.311,2.19,1.724,1.705,1.849,1.67,1.753
"Feb 17, 2020",1.981,2.602,2.726,2.591,2.484,2.748,2.845,3.118,2.848,2.463,2.637,2.696,2.877,2.533,2.16,2.663,3.942,2.307,2.572,2.704,1.606,1.521,1.868,1.235,1.352,2.095,1.722,1.522,1.566,1.194,1.417,2.05,1.691,1.441,2.51,1.524,2.171,2.372,1.786,2.31,2.184,1.716,1.694,1.842,1.665,1.744
"Feb 24, 2020",1.977,2.596,2.717,2.597,2.487,2.753,2.845,3.129,2.789,2.465,2.639,2.662,2.882,2.533,2.172,2.652,3.938,2.219,2.573,2.711,1.601,1.511,1.86,1.25,1.352,2.095,1.721,1.521,1.566,1.199,1.393,2.031,1.692,1.431,2.516,1.514,2.171,2.372,1.782,2.31,2.185,1.715,1.692,1.836,1.667,1.745
"Mar 02, 2020",1.968,2.596,2.722,2.614,2.476,2.772,2.826,3.108,2.818,2.456,2.635,2.676,2.877,2.52,2.171,2.657,3.905,2.306,2.554,2.702,1.585,1.5,1.81,1.233,1.351,2.09,1.711,1.503,1.56,1.201,1.368,2.023,1.693,1.391,2.488,1.497,2.172,2.369,1.783,2.309,2.178,1.718,1.707,1.832,1.658,1.743
"Mar 09, 2020",1.962,2.593,2.713,2.58,2.474,2.772,2.825,3.065,2.814,2.454,2.632,2.648,2.871,2.52,2.16,2.656,3.914,2.291,2.562,2.701,1.568,1.474,1.774,1.229,1.337,2.09,1.688,1.471,1.555,1.148,1.33,2.039,1.683,1.367,2.479,1.477,2.164,2.353,1.746,2.31,2.179,1.709,1.698,1.825,1.643,1.742
"Mar 16, 2020",1.929,2.572,2.675,2.557,2.458,2.739,2.821,3.052,2.691,2.449,2.606,2.726,2.86,2.491,2.146,2.621,3.894,2.195,2.549,2.671,1.539,1.467,1.678,1.198,1.322,2.096,1.684,1.438,1.524,1.13,1.297,1.991,1.662,1.325,2.494,1.452,2.144,2.331,1.695,2.307,2.162,1.692,1.662,1.818,1.642,1.739
"Mar 23, 2020",1.902,2.561,2.672,2.539,2.447,2.718,2.844,3.052,2.685,2.451,2.602,2.644,2.837,2.47,2.188,2.591,3.88,2.169,2.506,2.649,1.504,1.431,1.629,1.151,1.322,2.081,1.655,1.411,1.459,1.114,1.278,1.988,1.632,1.326,2.438,1.383,2.133,2.305,1.657,2.349,2.141,1.663,1.611,1.813,1.64,1.714
"Mar 30, 2020",1.869,2.544,2.651,2.456,2.435,2.683,2.798,3.007,2.749,2.436,2.599,2.62,2.832,2.447,2.177,2.58,3.889,2.164,2.473,2.632,1.46,1.387,1.537,1.133,1.28,2.078,1.664,1.362,1.41,1.054,1.179,1.957,1.608,1.265,2.41,1.353,2.119,2.318,1.629,2.344,2.123,1.616,1.581,1.699,1.612,1.645
"Oct 05, 2020",1.772,2.518,2.66,2.779,2.539,2.706,2.645,2.853,2.631,2.369,2.536,2.505,2.927,2.373,2.17,2.557,3.837,2.273,2.456,2.548,1.368,1.319,1.553,1.087,1.187,1.702,1.589,1.223,1.336,1.085,1.155,1.764,1.512,1.232,2.235,1.258,1.966,2.046,1.596,2.15,2.059,1.536,1.614,1.64,1.392,1.574
"Oct 12, 2020",1.777,2.515,2.652,2.741,2.477,2.715,2.654,2.851,2.661,2.373,2.512,2.532,2.831,2.378,2.185,2.553,3.723,2.272,2.456,2.563,1.384,1.332,1.601,1.103,1.215,1.666,1.577,1.25,1.346,1.078,1.174,1.776,1.516,1.241,2.241,1.264,1.998,2.132,1.591,2.222,2.077,1.531,1.616,1.615,1.391,1.564
