Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	sampling_probability
7B	400%+	Mobile Home	Owner	2000-09	0.117793	0.0145586	0.299197	0.0924487	0.448796	0	0	0	0	0.0272064	0	16	0	2.45124e-06
7B	400%+	Mobile Home	Renter	2000-09	0.256244	0.0316706	0.208785	0.0645121	0.313177	0	0	0	0	0.125612	0	19	0	4.47341e-07
7B	Not Available	Mobile Home	Not Available	2000-09	0.122346	0.0151214	0.30009	0.0927243	0.450134	0	0	0	0	0.019584	0	35	0	2.57765e-06
7B	Not Available	Mobile Home	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	28	0	0
7B	Not Available	Mobile Home	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	19	0	0
7B	0-100%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	19	0	0
7B	0-100%	Mobile Home	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	11	0	1.76505e-07
7B	0-100%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	14	0	1.47857e-07
7B	100-150%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	19	0	0
7B	100-150%	Mobile Home	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	11	0	1.92976e-07
7B	100-150%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	14	0	1.38312e-07
7B	150-200%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	19	0	0
7B	150-200%	Mobile Home	Owner	2010s	0	0	0	0	0.973823	0	0	0	0	0.026177	0	11	0	1.92477e-07
7B	150-200%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	14	0	1.11438e-07
7B	200-300%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	200-300%	Mobile Home	Owner	2010s	0	0	0	0	0.942392	0	0	0	0	0.0576076	0	15	0	3.63322e-07
7B	200-300%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	12	0	1.91097e-07
7B	300-400%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	300-400%	Mobile Home	Owner	2010s	0	0	0	0	0.942392	0	0	0	0	0.0576076	0	15	0	3.60373e-07
7B	300-400%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	12	0	1.0463e-07
7B	400%+	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	21	0	0
7B	400%+	Mobile Home	Owner	2010s	0	0	0	0	0.81434	0	0	0	0	0.18566	0	21	0	7.55069e-07
7B	400%+	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	14	0	1.18319e-07
7B	Not Available	Mobile Home	Not Available	2010s	0	0	0	0	0.915077	0	0	0	0	0.0849231	0	30	0	6.94135e-07
7B	Not Available	Mobile Home	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	26	0	0
7B	Not Available	Mobile Home	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	14	0	0
7B	0-100%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	0-100%	Mobile Home	Owner	<1940	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	16	0	1.33083e-07
7B	0-100%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	79	0	1.64695e-07
7B	100-150%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	100-150%	Mobile Home	Owner	<1940	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	16	0	1.39809e-07
7B	100-150%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	79	0	3.37813e-08
7B	150-200%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	150-200%	Mobile Home	Owner	<1940	0.237041	0.0292973	0.18774	0.0464077	0.18774	0	0	0.277478	0.034295	0	0	16	0	1.02227e-07
7B	150-200%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	79	0	1.97268e-08
7B	200-300%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	34	0	0
7B	200-300%	Mobile Home	Owner	<1940	0.16314	0.0201634	0.187631	0.0463807	0.187631	0.175057	0.0216363	0.17654	0.0218196	0	0	32	0	1.51219e-07
7B	200-300%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	79	0	4.10167e-08
7B	300-400%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	34	0	0
7B	300-400%	Mobile Home	Owner	<1940	0.16314	0.0201634	0.187631	0.0463807	0.187631	0.175057	0.0216363	0.17654	0.0218196	0	0	32	0	1.2499e-07
7B	300-400%	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	79	0	2.23702e-08
7B	400%+	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	32	0	0
7B	400%+	Mobile Home	Owner	<1940	0.204345	0.0252562	0.28232	0.069787	0.28232	0.0379358	0.00468869	0.0830782	0.0102681	0	0	30	0	1.49048e-07
7B	400%+	Mobile Home	Renter	<1940	0.189523	0.0234241	0.22889	0.0565795	0.22889	0.0662007	0.00818211	0.176497	0.0218142	0	0	79	0	3.72245e-08
7B	Not Available	Mobile Home	Not Available	<1940	0.190344	0.0235257	0.224873	0.0555867	0.224873	0.0643655	0.00795528	0.185543	0.0229323	0	0	62	0	3.0437e-07
7B	Not Available	Mobile Home	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	57	0	0
7B	Not Available	Mobile Home	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	79	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	2.90637e-08
7B	0-100%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0447801	0.00553462	0.167883	0.0414991	0.167883	0.136532	0.0168747	0.372922	0.0460915	0	0	11	0	6.33373e-07
7B	100-150%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	100-150%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	2.13347e-08
7B	100-150%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0447801	0.00553462	0.167883	0.0414991	0.167883	0.136532	0.0168747	0.372922	0.0460915	0	0	11	0	3.50003e-07
7B	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	150-200%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	2.57384e-08
7B	150-200%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0447801	0.00553462	0.167883	0.0414991	0.167883	0.136532	0.0168747	0.372922	0.0460915	0	0	11	0	2.04881e-07
7B	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	200-300%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	5.72876e-08
7B	200-300%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0594898	0.00735267	0.167197	0.0413295	0.167197	0.156121	0.0192958	0.339996	0.042022	0	0	16	0	2.66234e-07
7B	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	300-400%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	4.30467e-08
7B	300-400%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0594898	0.00735267	0.167197	0.0413295	0.167197	0.156121	0.0192958	0.339996	0.042022	0	0	16	0	1.40946e-07
7B	400%+	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	400%+	Multi-Family with 2 - 4 Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	1.44179e-07
7B	400%+	Multi-Family with 2 - 4 Units	Renter	1940-59	0.0594898	0.00735267	0.167197	0.0413295	0.167197	0.156121	0.0192958	0.339996	0.042022	0	0	16	0	2.03698e-07
7B	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940-59	0.0401732	0.00496522	0.181063	0.0447572	0.181063	0.153038	0.0189148	0.334663	0.0413628	0	0	11	0	8.62224e-07
7B	Not Available	Multi-Family with 2 - 4 Units	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	Not Available	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	10	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	37	0	6.15716e-07
7B	0-100%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.112959	0.0139612	0.233396	0.0576934	0.233396	0.123073	0.0152112	0.187176	0.0231341	0	0	16	0	9.82927e-07
7B	100-150%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	100-150%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	37	0	2.6307e-07
7B	100-150%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.112959	0.0139612	0.233396	0.0576934	0.233396	0.123073	0.0152112	0.187176	0.0231341	0	0	16	0	5.21555e-07
7B	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	150-200%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	37	0	1.58995e-07
7B	150-200%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.112959	0.0139612	0.233396	0.0576934	0.233396	0.123073	0.0152112	0.187176	0.0231341	0	0	16	0	6.31774e-07
7B	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	200-300%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	37	0	2.74947e-07
7B	200-300%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	0.139228	0.0344159	0.139228	0.0735015	0.00908445	0.538043	0.0664996	0	0	15	0	1.32543e-06
7B	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	300-400%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	37	0	2.57814e-07
7B	300-400%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	0.139228	0.0344159	0.139228	0.0735015	0.00908445	0.538043	0.0664996	0	0	15	0	9.84247e-07
7B	400%+	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	37	9139.16	0
7B	400%+	Multi-Family with 2 - 4 Units	Owner	1960-79	0.0559438	0.0069144	0.237755	0.0587709	0.237755	0.0839029	0.01037	0.274643	0.0339447	0	0	37	0	1.36392e-06
7B	400%+	Multi-Family with 2 - 4 Units	Renter	1960-79	0.0589178	0.00728198	0.236392	0.0584339	0.236392	0.0883632	0.0109213	0.269935	0.0333628	0	0	34	9139.16	2.64383e-06
7B	Not Available	Multi-Family with 2 - 4 Units	Not Available	1960-79	0.0592484	0.00732284	0.219747	0.0543194	0.219747	0.0936165	0.0115706	0.297642	0.0367872	0	0	18	9139.16	5.83428e-06
7B	Not Available	Multi-Family with 2 - 4 Units	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	37	0	0
7B	Not Available	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	17	9139.16	0
7B	0-100%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	19	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.0422525	0.00522222	0.339171	0.0777285	0.289723	0.0241055	0.00297934	0.194748	0.0240699	0	0	36	0	2.4906e-07
7B	0-100%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0.255166	0.0607198	0.236113	0.0330471	0.00408448	0.365675	0.0451957	0	0	18	0	2.48614e-06
7B	100-150%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	19	0	0
7B	100-150%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.0422525	0.00522222	0.339171	0.0777285	0.289723	0.0241055	0.00297934	0.194748	0.0240699	0	0	36	0	3.60203e-07
7B	100-150%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0.255166	0.0607198	0.236113	0.0330471	0.00408448	0.365675	0.0451957	0	0	18	0	1.66417e-06
7B	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	19	0	0
7B	150-200%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.0422525	0.00522222	0.339171	0.0777285	0.289723	0.0241055	0.00297934	0.194748	0.0240699	0	0	36	0	4.81926e-07
7B	150-200%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0.255166	0.0607198	0.236113	0.0330471	0.00408448	0.365675	0.0451957	0	0	18	0	1.21179e-06
7B	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	21	0	0
7B	200-300%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.0422525	0.00522222	0.339171	0.0777285	0.289723	0.0241055	0.00297934	0.194748	0.0240699	0	0	36	0	1.1481e-06
7B	200-300%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.180856	0.022353	0.374873	0.0807314	0.278317	0	0	0.0559535	0.0069156	0	0	17	0	1.94823e-06
7B	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	21	0	0
7B	300-400%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.0422525	0.00522222	0.339171	0.0777285	0.289723	0.0241055	0.00297934	0.194748	0.0240699	0	0	36	0	6.2053e-07
7B	300-400%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.180856	0.022353	0.374873	0.0807314	0.278317	0	0	0.0559535	0.0069156	0	0	17	0	1.58595e-06
7B	400%+	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	10	0	0
7B	400%+	Multi-Family with 2 - 4 Units	Owner	1980-99	0.0422525	0.00522222	0.339171	0.0777285	0.289723	0.0241055	0.00297934	0.194748	0.0240699	0	0	36	0	2.42484e-06
7B	400%+	Multi-Family with 2 - 4 Units	Renter	1980-99	0.0451784	0.00558385	0.328159	0.0754938	0.282655	0.0257748	0.00318565	0.208234	0.0257367	0	0	31	0	3.41302e-06
7B	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980-99	0.0278623	0.00344366	0.35315	0.0799907	0.294048	0.0178148	0.00220183	0.197125	0.0243638	0	0	18	0	1.09492e-05
7B	Not Available	Multi-Family with 2 - 4 Units	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	36	0	0
7B	Not Available	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	11	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.256047	0.0316463	0.225156	0.0695706	0.337734	0	0	0	0	0.079846	0	16	0	1.96676e-08
7B	0-100%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.168254	0.0207954	0.235808	0.0728621	0.353712	0	0	0	0	0.148568	0	11	0	8.89358e-07
7B	100-150%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	11	0	0
7B	100-150%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.256047	0.0316463	0.225156	0.0695706	0.337734	0	0	0	0	0.079846	0	16	0	8.98483e-08
7B	100-150%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.168254	0.0207954	0.235808	0.0728621	0.353712	0	0	0	0	0.148568	0	11	0	5.57078e-07
7B	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	11	0	0
7B	150-200%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.256047	0.0316463	0.225156	0.0695706	0.337734	0	0	0	0	0.079846	0	16	0	1.60435e-07
7B	150-200%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.168254	0.0207954	0.235808	0.0728621	0.353712	0	0	0	0	0.148568	0	11	0	4.76485e-07
7B	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	200-300%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.256047	0.0316463	0.225156	0.0695706	0.337734	0	0	0	0	0.079846	0	16	0	2.69701e-07
7B	200-300%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.256047	0.0316463	0.225156	0.0695706	0.337734	0	0	0	0	0.079846	0	16	0	7.85603e-07
7B	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	300-400%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.256047	0.0316463	0.225156	0.0695706	0.337734	0	0	0	0	0.079846	0	16	0	3.03654e-07
7B	300-400%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.256047	0.0316463	0.225156	0.0695706	0.337734	0	0	0	0	0.079846	0	16	0	4.92061e-07
7B	400%+	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	400%+	Multi-Family with 2 - 4 Units	Owner	2000-09	0.256047	0.0316463	0.225156	0.0695706	0.337734	0	0	0	0	0.079846	0	16	0	9.48515e-07
7B	400%+	Multi-Family with 2 - 4 Units	Renter	2000-09	0.256047	0.0316463	0.225156	0.0695706	0.337734	0	0	0	0	0.079846	0	16	0	1.03145e-06
7B	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000-09	0.340529	0.0420878	0.181985	0.0562312	0.272977	0	0	0	0	0.106191	0	12	0	3.7244e-06
7B	Not Available	Multi-Family with 2 - 4 Units	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	16	0	0
7B	Not Available	Multi-Family with 2 - 4 Units	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	12	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	4.2963e-08
7B	0-100%	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	2.3798e-07
7B	100-150%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	100-150%	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	1.08169e-08
7B	100-150%	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	1.77201e-07
7B	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	1.43523e-08
7B	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	1.55612e-07
7B	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	10	0	0
7B	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	6.97691e-08
7B	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	10	0	2.63784e-07
7B	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	10	0	0
7B	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	6.39051e-08
7B	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	10	0	1.92763e-07
7B	400%+	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	400%+	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	1.42965e-07
7B	400%+	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	18	0	2.87293e-07
7B	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	1	0	0	0	0	0	0	13	0	7.78525e-07
7B	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	0-100%	Multi-Family with 2 - 4 Units	Owner	<1940	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	7.84798e-08
7B	0-100%	Multi-Family with 2 - 4 Units	Renter	<1940	0.0447801	0.00553462	0.167883	0.0414991	0.167883	0.136532	0.0168747	0.372922	0.0460915	0	0	11	0	5.71802e-07
7B	100-150%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	100-150%	Multi-Family with 2 - 4 Units	Owner	<1940	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	6.32604e-08
7B	100-150%	Multi-Family with 2 - 4 Units	Renter	<1940	0.0447801	0.00553462	0.167883	0.0414991	0.167883	0.136532	0.0168747	0.372922	0.0460915	0	0	11	0	4.19126e-07
7B	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	4.50212e-08
7B	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0.0447801	0.00553462	0.167883	0.0414991	0.167883	0.136532	0.0168747	0.372922	0.0460915	0	0	11	0	2.69493e-07
7B	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	8.20408e-08
7B	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0.0594898	0.00735267	0.167197	0.0413295	0.167197	0.156121	0.0192958	0.339996	0.042022	0	0	16	0	4.9551e-07
7B	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	9.49575e-08
7B	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0.0594898	0.00735267	0.167197	0.0413295	0.167197	0.156121	0.0192958	0.339996	0.042022	0	0	16	0	3.94055e-07
7B	400%+	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	400%+	Multi-Family with 2 - 4 Units	Owner	<1940	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	2.91126e-07
7B	400%+	Multi-Family with 2 - 4 Units	Renter	<1940	0.0594898	0.00735267	0.167197	0.0413295	0.167197	0.156121	0.0192958	0.339996	0.042022	0	0	16	0	6.18726e-07
7B	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0.0401732	0.00496522	0.181063	0.0447572	0.181063	0.153038	0.0189148	0.334663	0.0413628	0	0	11	0	1.55892e-06
7B	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	18	0	0
7B	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	10	0	0
7B	0-100%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	0-100%	Multi-Family with 5+ Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	1.65341e-08
7B	0-100%	Multi-Family with 5+ Units	Renter	1940-59	0.0447801	0.00553462	0.167883	0.0414991	0.167883	0.136532	0.0168747	0.372922	0.0460915	0	0	11	0	6.49928e-07
7B	100-150%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	13	0	0
7B	100-150%	Multi-Family with 5+ Units	Owner	1940-59	0.05639	0.00696955	0.17067	0.042188	0.17067	0.147986	0.0182904	0.344284	0.042552	0	0	18	0	1.09694e-08
