Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	<1940	0.0719338	0.110669	0.139719	0.444587	0.133817	0.0454912	0.00969914	0.00590714	0.0381773	1.86656	1847.19	5.2751e-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	1940-59	0	0	0.0623496	0.146274	0.504043	0.287334	0	0	0	1.71943	710.715	6.58249e-06
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	1960-79	0	0	0.0198888	0.0836993	0.841291	0.0551213	0	0	0	3.77879	1525.63	1.43466e-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	1980-99	0	0	0.0370191	0.168902	0.680623	0.113455	0	0	0	2.6917	329.247	3.97254e-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	2000-09	0	0	0.0387558	0.0804956	0	0.2146	0.615887	0	0.050261	0.964857	155.414	3.89525e-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	2010s	0	0	0.00342533	0.0102311	0.178821	0.00626033	0	0.801263	0	8.1573e-21	1.32201e-38	1.02212e-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Owner	<1940	0	0	0.00597737	0.017461	0.175997	0.0194751	0.431149	0.328768	0.021172	1.38434	42.3045	7.26311e-06
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	1940-59	0	0.0233961	0.347055	0.541527	0.0880221	0	0	0	0	4.15388	2395.86	3.8784e-06
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	1960-79	0	0.190348	0.157948	0.442095	0.20961	0	0	0	0	9.12898	5142.98	1.03447e-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	1980-99	0	0.117432	0.191388	0.580783	0.110397	0	0	0	0	6.50272	1109.91	2.70256e-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	2000-09	0	0	0.346466	0.478612	0	0	0	0	0.174922	2.33095	523.908	3.076e-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	2010s	0	0.00884132	0.0103578	0.0205767	0.0169646	0	0	0.94326	0	1.97068e-20	4.45656e-38	1.10732e-05
South Atlantic	Single-Family Attached	60000-99999	Not/partially in metro area	Renter	<1940	0	0.0727049	0.0347845	0.0675823	0.0321322	0	0	0.744831	0.0479655	3.34436	142.611	3.36942e-06
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	1940-59	0	0.0213558	0.190756	0.421578	0.0396189	0.0312663	0.127517	0.167908	0	1.63764	4230.19	4.65777e-05
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	1960-79	0	0.0204337	0.287599	0.369879	0.226193	0.0478614	0.0436899	0	0.00434481	9.49641	26447.6	0.000136928
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	1980-99	0	0.013537	0.0965466	0.430037	0.289255	0.057063	0.0549389	0.0586221	0	36.3159	104202	0.0002509
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	2000-09	0	0	0.0773522	0.244985	0.280104	0.0612477	0.106385	0.224247	0.00567931	14.0375	41906.3	0.000106998
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	2010s	0	0	0.0402756	0.251138	0.408293	0.10847	0.191823	0	0	1.09024	3803.11	3.11549e-05
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Owner	<1940	0	0.0146565	0.11931	0.200917	0.0974772	0.0249876	0.0408872	0.491951	0.00981412	1.61988	4320.84	1.95745e-05
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Renter	1940-59	0.0230063	0.274746	0.371399	0.301256	0.00748742	0.00654706	0.0138887	0.00166991	0	1.39798	2837.77	5.65989e-05
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Renter	1960-79	0	0.229517	0.488878	0.230765	0.0373216	0.00874999	0.00415457	0	0.00061332	8.10665	17742.1	0.000136858
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Renter	1980-99	0.156797	0.197746	0.213437	0.348927	0.0620699	0.0135673	0.00679428	0.000661995	0	31.0012	69902.4	0.000220044
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Renter	2000-09	0	0	0.370795	0.431018	0.130331	0.0315761	0.0285281	0.00549096	0.00226078	11.9832	28112.3	0.000107359
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Renter	2010s	0	0	0.207096	0.473957	0.203784	0.0599858	0.0551775	0	0	0.930691	2551.27	3.81963e-05
South Atlantic	Single-Family Attached	<20000	In metro area, not/partially in principal city	Renter	<1940	0.0746837	0.291273	0.358832	0.221784	0.0284568	0.00808257	0.00687915	0.00755786	0.00245115	1.38281	2898.59	3.76275e-05
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Owner	1940-59	0.00197345	0.0353395	0.265194	0.457491	0.157391	0.0509238	0	0.0107459	0.0209413	2.16954	2298.76	4.94949e-05
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Owner	1960-79	0.00168413	0.047561	0.179349	0.427766	0.191546	0.0695686	0.0732689	0.00925585	0	18.2353	17921	1.89757e-05
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Owner	1980-99	0.000910792	0.0278484	0.0637033	0.438514	0.272439	0.109108	0.0758481	0.00692207	0.00470511	84.3813	79630.6	1.83858e-05
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Owner	2000-09	0.000649705	0.00848363	0.0552251	0.265457	0.286651	0.147282	0.197225	0.0314239	0.00760314	17.5939	16913.4	4.89005e-06
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Owner	2010s	0.00467662	0.0439693	0.0898052	0.250014	0.198901	0.120616	0.220765	0.0653043	0.0059487	1.51665	1651.56	1.75476e-06
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Owner	<1940	0.00310756	0.04484	0.125281	0.403042	0.166369	0.0770643	0.100969	0.0441326	0.0351944	3.26376	3288.68	5.64196e-05
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Renter	1940-59	0.0333579	0.153611	0.384093	0.348107	0.0583312	0.0152022	0	0.000871047	0.00642703	0.577351	584.377	7.37001e-05
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Renter	1960-79	0.0308652	0.224148	0.281641	0.352905	0.0769693	0.0225175	0.0101401	0.000813465	0	4.85272	4555.77	3.48835e-05
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Renter	1980-99	0.021757	0.171069	0.13039	0.471545	0.142692	0.0460312	0.0136822	0.000792949	0.00204073	22.4553	20243.2	2.87692e-05
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Renter	2000-09	0.0215298	0.0722931	0.156806	0.395983	0.20827	0.0861959	0.0493533	0.00499359	0.0045746	4.68204	4299.63	1.11939e-05
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Renter	2010s	0.107478	0.259854	0.176845	0.25865	0.100225	0.0489561	0.0383132	0.00719713	0.00248226	0.403607	419.851	5.46447e-06
South Atlantic	Single-Family Attached	<20000	In metro area, principal city	Renter	<1940	0.0619804	0.22998	0.214103	0.361863	0.0727541	0.0271458	0.0152073	0.00422108	0.0127451	0.868544	836.029	8.79217e-05
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Owner	1940-59	0	0	0.123255	0.180959	0.0778417	0.617945	0	0	0	0.716429	1413.47	5.15311e-06
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Owner	1960-79	0	0	0.100469	0.264599	0.332006	0.302926	0	0	0	1.5745	3034.18	1.04356e-05
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Owner	1980-99	0	0	0.11593	0.331017	0.166515	0.386537	0	0	0	1.12154	654.808	2.23731e-05
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Owner	2000-09	0	0	0.120137	0.156155	0	0.723708	0	0	0	0.402024	309.087	1.01051e-05
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Owner	2010s	0	0	0.111907	0.209181	0.456404	0.222508	0	0	0	3.39888e-21	2.62921e-38	1.62705e-06
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Owner	<1940	0	0	0.115302	0.210784	0.26522	0.408695	0	0	0	0.57681	84.1352	5.84204e-06
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Renter	1940-59	0	0.172303	0.414616	0.404866	0.00821515	0	0	0	0	1.73078	4764.89	1.02622e-05
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Renter	1960-79	0.374406	0.451907	0.0608293	0.106551	0.00630647	0	0	0	0	3.80374	10228.4	1.80925e-05
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Renter	1980-99	0.0456454	0.536646	0.141878	0.269437	0.00639342	0	0	0	0	2.70947	2207.39	2.90923e-05
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Renter	2000-09	0	0	0.536336	0.463664	0	0	0	0	0	0.971227	1041.95	1.29259e-05
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Renter	2010s	0	0.689359	0.131007	0.162872	0.0167628	0	0	0	0	8.21116e-21	8.86321e-38	3.79453e-06
South Atlantic	Single-Family Attached	<20000	Not/partially in metro area	Renter	<1940	0.14166	0.728904	0.0565706	0.0687831	0.00408246	0	0	0	0	1.39348	283.624	1.05342e-05
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Owner	1940-59	0	0	0.0359302	0.230456	0.315653	0.192331	0.101366	0.0993026	0.0249613	70.5863	265438	0.00137555
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Owner	1960-79	0	0	0.00882131	0.178305	0.338002	0.232444	0.150521	0.0737374	0.0181706	206.993	788876	0.00293569
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Owner	1980-99	0	0	0.00318774	0.108936	0.296059	0.239538	0.177202	0.148973	0.0261031	340.455	1.33926e+06	0.00489814
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Owner	2000-09	0	0	0.00127333	0.0656588	0.278793	0.264159	0.196114	0.140543	0.0534577	136.161	543907	0.00316317
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Owner	2010s	0	0	0.00152158	0.034698	0.162661	0.176585	0.256129	0.268861	0.0995448	4.61358	19920.8	0.00108241
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Owner	<1940	0	0	0.0253801	0.186474	0.234316	0.198027	0.197246	0.108951	0.0496065	13.4093	48423.9	0.000484564
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Renter	1940-59	0	0	0.127428	0.377492	0.284218	0.150735	0.0335038	0.0230182	0.00360538	2.2653	7333.73	0.000151624
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Renter	1960-79	0	0	0.0355782	0.332147	0.346104	0.20717	0.0565776	0.0194377	0.0029847	6.64294	21795.7	0.000314325
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Renter	1980-99	0	0	0.0152585	0.240835	0.359787	0.253375	0.0790491	0.0466064	0.00508863	10.9261	37002.2	0.00058902
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Renter	2000-09	0	0	0.00668783	0.159277	0.37176	0.306598	0.0959956	0.048246	0.0114349	4.36976	15027.5	0.000433878
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Renter	2010s	0	0	0.0106134	0.111785	0.288058	0.272191	0.166501	0.122573	0.0282787	0.148062	550.388	0.000147375
South Atlantic	Single-Family Detached	100000-149999	In metro area, not/partially in principal city	Renter	<1940	0	0	0.104755	0.355482	0.24554	0.18062	0.0758731	0.0293914	0.00833875	0.430339	1337.89	5.04629e-05
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Owner	1940-59	0.00191399	0.00356877	0.0409945	0.240773	0.264864	0.208418	0.10162	0.0842673	0.0535809	108.127	109489	0.000214255
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Owner	1960-79	0.000640399	0.00166434	0.0158724	0.143809	0.252051	0.298051	0.118335	0.129994	0.0395826	280.545	284715	0.000211704
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Owner	1980-99	0.000301435	0.000335316	0.00330831	0.086093	0.174834	0.246057	0.191533	0.197259	0.100279	653.803	663256	0.000193637
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Owner	2000-09	0.000173526	0.00020159	0.00231029	0.0451791	0.115399	0.172301	0.201157	0.265617	0.197661	203.593	208664	7.51287e-05
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Owner	2010s	0.00117191	0	0.00189299	0.0137856	0.0454915	0.195897	0.221546	0.279659	0.240555	3.09843	3441.58	3.12067e-05
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Owner	<1940	0.00218192	0.00361122	0.0162058	0.113792	0.21023	0.24635	0.194546	0.114823	0.0982615	8.66859	8943.96	0.000134798
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Renter	1940-59	0.00511059	0.0176961	0.101658	0.396916	0.264237	0.119569	0.0531715	0.0324932	0.00914802	2.76506	2686.92	3.66249e-05
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Renter	1960-79	0.00206604	0.00997147	0.0475573	0.286441	0.303821	0.206602	0.074812	0.0605643	0.00816545	7.17418	6987.07	3.11998e-05
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Renter	1980-99	0.00121658	0.00251322	0.0124005	0.214524	0.263641	0.213373	0.151482	0.114971	0.0258787	16.7193	16276.7	2.8977e-05
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Renter	2000-09	0.000862713	0.00186123	0.0106673	0.138676	0.214361	0.184054	0.195977	0.190705	0.0628362	5.20634	5120.73	1.55414e-05
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Renter	2010s	0.00690533	0	0.0103592	0.0501508	0.100152	0.248013	0.255814	0.237971	0.0906343	0.079234	84.4584	6.40854e-06
South Atlantic	Single-Family Detached	100000-149999	In metro area, principal city	Renter	<1940	0.00761154	0.0233946	0.0525039	0.245078	0.274011	0.184646	0.132992	0.057845	0.0219181	0.221676	219.49	2.68427e-05
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Owner	1940-59	0	0.0367839	0.0635476	0.286359	0.305495	0.226148	0.00392934	0.063333	0.0144042	13.388	46596.1	0.000361317
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Owner	1960-79	0	0.0101589	0.0251744	0.190321	0.226517	0.360365	0.0801636	0.0813267	0.025974	28.5698	105519	0.000744206
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Owner	1980-99	0	0.0165942	0.0125346	0.126323	0.299451	0.279452	0.134839	0.0969364	0.0338698	29.6467	113623	0.00114125
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Owner	2000-09	0	0.0121927	0.0122932	0.0706509	0.188123	0.226225	0.0873822	0.303941	0.0991912	7.92866	30766.8	0.000842073
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Owner	2010s	0	0	0	0.0748401	0.142829	0.315896	0.126409	0.253878	0.0861479	0.116813	493.929	0.000233032
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Owner	<1940	0	0.0015941	0.05925	0.204302	0.31787	0.192524	0.148788	0.0756723	0	2.80548	10271.2	0.00029126
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Renter	1940-59	0	0.0854406	0.110792	0.506621	0.128831	0.141637	0.000951659	0.0257267	0	0.413142	1201.12	3.99576e-05
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Renter	1960-79	0	0.0303351	0.0564237	0.432863	0.122803	0.290146	0.0249592	0.0424697	0	0.881636	2719.98	8.21076e-05
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Renter	1980-99	0	0.0586477	0.0332513	0.340049	0.192145	0.266304	0.0496893	0.0599139	0	0.914867	2928.9	0.000117173
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Renter	2000-09	0	0.0524076	0.0396611	0.231302	0.146807	0.262188	0.0391628	0.228472	0	0.24467	793.084	9.83712e-05
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Renter	2010s	0	0	0	0.252573	0.114898	0.377404	0.0584007	0.196725	0	0.00360474	12.7321	3.25735e-05
South Atlantic	Single-Family Detached	100000-149999	Not/partially in metro area	Renter	<1940	0	0.00468789	0.130784	0.457613	0.169715	0.152659	0.045623	0.0389175	0	0.0865743	264.764	2.58454e-05
South Atlantic	Single-Family Detached	150000+	In metro area, not/partially in principal city	Owner	1940-59	0	0	0	0.113712	0.189667	0.203004	0.139489	0.227678	0.12645	56.4159	210050	0.00133026
South Atlantic	Single-Family Detached	150000+	In metro area, not/partially in principal city	Owner	1960-79	0	0	0	0.0875713	0.202154	0.244204	0.206169	0.168279	0.0916227	165.438	624263	0.00278353
South Atlantic	Single-Family Detached	150000+	In metro area, not/partially in principal city	Owner	1980-99	0	0	0	0.0447141	0.147983	0.210321	0.202847	0.284133	0.110001	272.107	1.0598e+06	0.00574439
South Atlantic	Single-Family Detached	150000+	In metro area, not/partially in principal city	Owner	2000-09	0	0	0	0.0241476	0.124861	0.207818	0.201149	0.240177	0.201848	108.826	430412	0.00390206
South Atlantic	Single-Family Detached	150000+	In metro area, not/partially in principal city	Owner	2010s	0	0	0	0.00964866	0.0550819	0.10504	0.198633	0.347402	0.284195	3.68739	15764	0.00148234
South Atlantic	Single-Family Detached	150000+	In metro area, not/partially in principal city	Owner	<1940	0	0	0	0.0757693	0.115942	0.172122	0.223518	0.205706	0.206942	10.7173	38319.5	0.000609405
South Atlantic	Single-Family Detached	150000+	In metro area, not/partially in principal city	Renter	1940-59	0	0	0	0.294122	0.269671	0.251229	0.0728019	0.0833359	0.0288406	1.81053	5803.43	9.00306e-05
South Atlantic	Single-Family Detached	150000+	In metro area, not/partially in principal city	Renter	1960-79	0	0	0	0.225103	0.285641	0.300341	0.106936	0.0612121	0.0207675	5.30935	17247.6	0.000168234
South Atlantic	Single-Family Detached	150000+	In metro area, not/partially in principal city	Renter	1980-99	0	0	0	0.14082	0.256184	0.316915	0.128905	0.126628	0.0305477	8.73264	29281	0.000330166
