Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	sampling_probability
7B	Mobile Home	Yes	Ducted Heating	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	0
7B	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
7B	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	0
7B	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	5.91418e-07
7B	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	1.71568e-06
7B	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	6.79063e-07
7B	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7B	Mobile Home	Yes	None	Owner	0	0.00844253	0.00533549	0.0785153	0.0333603	0.39787	0.217186	0.116289	0.104529	0	0.0371038	0.00136888	0	0	0
7B	Mobile Home	Yes	None	Renter	0	0.00339094	0.0277997	0.0858523	0.047869	0.376604	0.225983	0.134323	0.0739337	0	0.00671739	0.0175269	0	0	0
7B	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	30	0	5.04203e-07
7B	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0.0225672	0.014262	0.069241	0.0891735	0.283494	0.311752	0.158076	0.0477752	0	0	0.00365907	325	0	2.48297e-07
7B	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	28	0	5.75339e-07
7B	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	30	0	1.25186e-05
7B	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0.0225672	0.014262	0.069241	0.0891735	0.283494	0.311752	0.158076	0.0477752	0	0	0.00365907	325	0	6.01783e-06
7B	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	28	0	1.51704e-05
7B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	30	0	3.73207e-08
7B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0.0225672	0.014262	0.069241	0.0891735	0.283494	0.311752	0.158076	0.0477752	0	0	0.00365907	325	0	1.87439e-08
7B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	28	0	3.95482e-08
7B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	30	9139.16	7.80881e-06
7B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0.0225672	0.014262	0.069241	0.0891735	0.283494	0.311752	0.158076	0.0477752	0	0	0.00365907	325	0	3.71043e-06
7B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	28	9139.16	9.91358e-06
7B	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63606e-07
7B	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.00844253	0.00533549	0.0785153	0.0333603	0.39787	0.217186	0.116289	0.104529	0	0.0371038	0.00136888	0	0	8.10931e-08
7B	Multi-Family with 2 - 4 Units	No	None	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	0	0	1.69613e-07
7B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0
7B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.0730247	0.0813687	0.113577	0.135095	0.304444	0.199964	0.0649631	0	0	0	0.0275629	17	0	0
7B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0
7B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.0730247	0.0813687	0.113577	0.135095	0.304444	0.199964	0.0649631	0	0	0	0.0275629	17	0	0
7B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0
7B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0730247	0.0813687	0.113577	0.135095	0.304444	0.199964	0.0649631	0	0	0	0.0275629	17	0	0
7B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	2.67501e-06
7B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	1.25485e-06
7B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.0730247	0.0813687	0.113577	0.135095	0.304444	0.199964	0.0649631	0	0	0	0.0275629	17	0	3.64507e-06
7B	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.00844253	0.00533549	0.0785153	0.0333603	0.39787	0.217186	0.116289	0.104529	0	0.0371038	0.00136888	0	0	0
7B	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	0	0	0
7B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	30	0	2.83068e-06
7B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0.0225672	0.014262	0.069241	0.0891735	0.283494	0.311752	0.158076	0.0477752	0	0	0.00365907	325	0	4.4047e-07
7B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	28	0	1.54435e-06
7B	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	30	0	6.92715e-05
7B	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0.0225672	0.014262	0.069241	0.0891735	0.283494	0.311752	0.158076	0.0477752	0	0	0.00365907	325	0	1.07882e-05
7B	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	28	0	3.17471e-05
7B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	30	0	2.12984e-07
7B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0.0225672	0.014262	0.069241	0.0891735	0.283494	0.311752	0.158076	0.0477752	0	0	0.00365907	325	0	3.31577e-08
7B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	28	0	1.08584e-07
7B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	30	0	4.32455e-05
7B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0.0225672	0.014262	0.069241	0.0891735	0.283494	0.311752	0.158076	0.0477752	0	0	0.00365907	325	0	6.6991e-06
7B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0	0	0.0780555	0.0720682	0.365792	0.125128	0.256483	0.0841139	0	0.018359	0	28	0	2.00673e-05
7B	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40236e-06
7B	Multi-Family with 5+ Units	No	None	Owner	0	0.00844253	0.00533549	0.0785153	0.0333603	0.39787	0.217186	0.116289	0.104529	0	0.0371038	0.00136888	0	0	2.26308e-07
7B	Multi-Family with 5+ Units	No	None	Renter	0	0.00339094	0.0277997	0.0858523	0.047869	0.376604	0.225983	0.134323	0.0739337	0	0.00671739	0.0175269	0	0	7.10808e-07
7B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0
7B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0.0730247	0.0813687	0.113577	0.135095	0.304444	0.199964	0.0649631	0	0	0	0.0275629	17	0	0
7B	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0
7B	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0.0730247	0.0813687	0.113577	0.135095	0.304444	0.199964	0.0649631	0	0	0	0.0275629	17	0	0
7B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0
7B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0730247	0.0813687	0.113577	0.135095	0.304444	0.199964	0.0649631	0	0	0	0.0275629	17	0	0
7B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	2.37337e-05
7B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	3.60199e-06
7B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0.0730247	0.0813687	0.113577	0.135095	0.304444	0.199964	0.0649631	0	0	0	0.0275629	17	0	9.96198e-06
7B	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7B	Multi-Family with 5+ Units	Yes	None	Owner	0	0.00844253	0.00533549	0.0785153	0.0333603	0.39787	0.217186	0.116289	0.104529	0	0.0371038	0.00136888	0	0	0
7B	Multi-Family with 5+ Units	Yes	None	Renter	0	0.00339094	0.0277997	0.0858523	0.047869	0.376604	0.225983	0.134323	0.0739337	0	0.00671739	0.0175269	0	0	0
7B	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	0	1.24452e-06
7B	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	1.18728e-06
7B	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	0	7.28301e-07
7B	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	821.043	2.54284e-05
7B	Single-Family Attached	No	Ducted Heating	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	2.19878e-05
7B	Single-Family Attached	No	Ducted Heating	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	821.043	1.21515e-05
7B	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	0	4.80001e-07
7B	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	4.50612e-07
7B	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	0	2.68896e-07
7B	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	0	3.7957e-06
7B	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	2.99981e-06
7B	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	0	1.55204e-06
7B	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46685e-08
7B	Single-Family Attached	No	None	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	0	0	2.74568e-08
7B	Single-Family Attached	No	None	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	0	0	2.24151e-08
7B	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
7B	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	0
7B	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
7B	Single-Family Attached	Yes	Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	0
7B	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
7B	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	0
7B	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	1028.56	3.20953e-06
7B	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	1028.56	2.84177e-06
7B	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	1.6448e-06
7B	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7B	Single-Family Attached	Yes	None	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	0	0	0
7B	Single-Family Attached	Yes	None	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	0	0	0
7B	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	0	6.3281e-06
7B	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	1.13864e-05
7B	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	0	2.31897e-06
7B	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	9142.69	0.000144097
7B	Single-Family Detached	No	Ducted Heating	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	0.000275486
7B	Single-Family Detached	No	Ducted Heating	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	9142.69	5.57001e-05
7B	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	0	1.89151e-06
7B	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	3.93824e-06
7B	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	0	8.1191e-07
7B	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	7064.03	3.63978e-05
7B	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	1189.1	7.7327e-05
7B	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	5874.93	1.58662e-05
7B	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64697e-07
7B	Single-Family Detached	No	None	Owner	0	0.0123497	0.00780474	0.0764618	0.0487994	0.369071	0.238233	0.128404	0.089673	0	0.0272012	0.00200239	0	0	4.37306e-07
7B	Single-Family Detached	No	None	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	0	0	9.77969e-08
7B	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
7B	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	0
7B	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
7B	Single-Family Detached	Yes	Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Single-Family Detached	Yes	Ducted Heating	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	0
7B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
7B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	0
7B	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	1033.39	1.19657e-05
7B	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	1033.39	2.25588e-05
7B	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	4.57806e-06
7B	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7B	Single-Family Detached	Yes	None	Owner	0	0.0123497	0.00780474	0.0764618	0.0487994	0.369071	0.238233	0.128404	0.089673	0	0.0272012	0.00200239	0	0	0
7B	Single-Family Detached	Yes	None	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	0	0	0
8AK	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	45	0	0
8AK	Mobile Home	No	Ducted Heat Pump	Owner	0	0	0.0282888	0.0578291	0	0.23994	0.327291	0.0810491	0.231351	0.0342513	0	0	32	0	0
8AK	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0887218	0	0.0643038	0.0588051	0.132214	0.279743	0	0.32915	0	0.0470619	0	13	0	0
8AK	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	45	0	4.98712e-06
8AK	Mobile Home	No	Ducted Heating	Owner	0	0	0.0282888	0.0578291	0	0.23994	0.327291	0.0810491	0.231351	0.0342513	0	0	32	0	1.07421e-05
8AK	Mobile Home	No	Ducted Heating	Renter	0	0.0887218	0	0.0643038	0.0588051	0.132214	0.279743	0	0.32915	0	0.0470619	0	13	0	5.42721e-06
8AK	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	45	0	1.56405e-08
8AK	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0	0.0282888	0.0578291	0	0.23994	0.327291	0.0810491	0.231351	0.0342513	0	0	32	0	3.55246e-08
8AK	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0887218	0	0.0643038	0.0588051	0.132214	0.279743	0	0.32915	0	0.0470619	0	13	0	1.68915e-08
8AK	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	45	944.437	2.57411e-06
8AK	Mobile Home	No	Non-Ducted Heating	Owner	0	0	0.0282888	0.0578291	0	0.23994	0.327291	0.0810491	0.231351	0.0342513	0	0	32	944.437	5.41097e-06
8AK	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0887218	0	0.0643038	0.0588051	0.132214	0.279743	0	0.32915	0	0.0470619	0	13	0	2.81067e-06
8AK	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8AK	Mobile Home	No	None	Owner	0	0	0.0282888	0.0578291	0	0.23994	0.327291	0.0810491	0.231351	0.0342513	0	0	0	0	0
8AK	Mobile Home	No	None	Renter	0	0.0850116	0.0163286	0.0761875	0.063555	0.118601	0.32398	0.0292597	0.256578	0.0150754	0.015423	0	0	0	0
8AK	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
8AK	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
8AK	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
8AK	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
8AK	Mobile Home	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
8AK	Mobile Home	Yes	Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
8AK	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
8AK	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
8AK	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
8AK	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	9.05196e-08
8AK	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	2.06235e-07
8AK	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	9.77144e-08
8AK	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8AK	Mobile Home	Yes	None	Owner	0	0	0.0282888	0.0578291	0	0.23994	0.327291	0.0810491	0.231351	0.0342513	0	0	0	0	0
8AK	Mobile Home	Yes	None	Renter	0	0.0850116	0.0163286	0.0761875	0.063555	0.118601	0.32398	0.0292597	0.256578	0.0150754	0.015423	0	0	0	0
8AK	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
8AK	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	0	0
8AK	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0.0580041	0.0673617	0.0603992	0.0299891	0.100216	0.342952	0.120707	0.158179	0.0621919	0	0	32	0	0
8AK	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	9.46871e-07
8AK	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	0	7.16522e-07
8AK	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0.0580041	0.0673617	0.0603992	0.0299891	0.100216	0.342952	0.120707	0.158179	0.0621919	0	0	32	0	2.48483e-06
8AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	1.64021e-08
