Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	sampling_probability
0-100%	Single-Family Detached	CA	Owner	0.214372	0.785628	0	32	338446	0.0021168
0-100%	Single-Family Detached	CA	Renter	0.170444	0.829556	0	23	250468	0.00187707
100-150%	Single-Family Detached	CA	Not Available	0	0	1	62	542881	0
100-150%	Single-Family Detached	CA	Owner	0.437475	0.562525	0	42	379818	0.00187634
100-150%	Single-Family Detached	CA	Renter	0.216786	0.783214	0	20	163063	0.00135505
150-200%	Single-Family Detached	CA	Not Available	0	0	1	65	479875	0
150-200%	Single-Family Detached	CA	Owner	0.365942	0.634058	0	46	343424	0.00217563
150-200%	Single-Family Detached	CA	Renter	0.357724	0.642276	0	19	136451	0.00121585
200-300%	Single-Family Detached	CA	Not Available	0	0	1	165	1.09329e+06	0
200-300%	Single-Family Detached	CA	Owner	0.328151	0.671849	0	136	894897	0.0049937
200-300%	Single-Family Detached	CA	Renter	0.227159	0.772841	0	29	198395	0.00214657
300-400%	Single-Family Detached	CA	Not Available	0	0	1	156	945547	0
300-400%	Single-Family Detached	CA	Owner	0.304724	0.695276	0	135	821422	0.00503236
300-400%	Single-Family Detached	CA	Renter	0.240727	0.759273	0	21	124125	0.00160991
400%+	Single-Family Detached	CA	Not Available	0	0	1	425	3.92794e+06	0
400%+	Single-Family Detached	CA	Owner	0.250468	0.749532	0	376	3.47942e+06	0.0266535
400%+	Single-Family Detached	CA	Renter	0.16618	0.83382	0	49	448527	0.00440272
Not Available	Single-Family Detached	CA	Not Available	0.271318	0.728682	0	701	7.57845e+06	0.00434704
Not Available	Single-Family Detached	CA	Owner	0	0	1	586	6.25742e+06	0
Not Available	Single-Family Detached	CA	Renter	0	0	1	115	1.32103e+06	0
0-100%	Single-Family Detached	CO	Not Available	0	0	1	12	78086.3	0
0-100%	Single-Family Detached	CO	Owner	0.43334	0.56666	0	33	62441.1	0.000375659
0-100%	Single-Family Detached	CO	Renter	0.258435	0.741565	0	14	15645.2	0.000196889
100-150%	Single-Family Detached	CO	Not Available	0	0	1	20	80145.1	0
100-150%	Single-Family Detached	CO	Owner	0.572296	0.427704	0	15	58745.7	0.000353543
100-150%	Single-Family Detached	CO	Renter	0.505959	0.494041	0	17	21399.4	0.000144691
150-200%	Single-Family Detached	CO	Not Available	0	0	1	26	110175	0
150-200%	Single-Family Detached	CO	Owner	0.355313	0.644687	0	21	88871.7	0.000423258
150-200%	Single-Family Detached	CO	Renter	0.281118	0.718882	0	16	21303.5	0.000146061
200-300%	Single-Family Detached	CO	Not Available	0	0	1	59	185356	0
200-300%	Single-Family Detached	CO	Owner	0.484421	0.515579	0	50	147977	0.00103513
200-300%	Single-Family Detached	CO	Renter	0.136093	0.863907	0	26	37378.7	0.00028028
300-400%	Single-Family Detached	CO	Not Available	0	0	1	57	186562	0
300-400%	Single-Family Detached	CO	Owner	0.472454	0.527546	0	50	168648	0.00108176
300-400%	Single-Family Detached	CO	Renter	0.424804	0.575196	0	23	17913.6	0.000225035
400%+	Single-Family Detached	CO	Not Available	0	0	1	152	793990	0
400%+	Single-Family Detached	CO	Owner	0.452362	0.547638	0	140	729883	0.00500772
400%+	Single-Family Detached	CO	Renter	0.276719	0.723281	0	12	64107	0.000503607
Not Available	Single-Family Detached	CO	Not Available	0.416211	0.583789	0	243	1.43431e+06	0.000896783
Not Available	Single-Family Detached	CO	Owner	0	0	1	213	1.25657e+06	0
Not Available	Single-Family Detached	CO	Renter	0	0	1	30	177747	0
0-100%	Single-Family Detached	CT	Not Available	0	0	1	38	12642.2	0
0-100%	Single-Family Detached	CT	Owner	0.399866	0.600134	0	32	12642.2	0.000172085
0-100%	Single-Family Detached	CT	Renter	0	1	0	13	0	6.39839e-05
100-150%	Single-Family Detached	CT	Not Available	0	0	1	14	54412.7	0
100-150%	Single-Family Detached	CT	Owner	0.37078	0.62922	0	12	47911.8	0.000169131
100-150%	Single-Family Detached	CT	Renter	0.148754	0.851246	0	25	6500.84	4.80651e-05
150-200%	Single-Family Detached	CT	Not Available	0	0	1	18	45639.5	0
150-200%	Single-Family Detached	CT	Owner	0.364347	0.635653	0	16	44803.3	0.000210866
150-200%	Single-Family Detached	CT	Renter	0.00148357	0.998516	0	11	836.211	4.93938e-05
200-300%	Single-Family Detached	CT	Not Available	0	0	1	37	97395	0
200-300%	Single-Family Detached	CT	Owner	0.383526	0.616474	0	34	82484.5	0.000551707
200-300%	Single-Family Detached	CT	Renter	0.445085	0.554915	0	13	14910.5	9.4525e-05
300-400%	Single-Family Detached	CT	Not Available	0	0	1	42	93467.7	0
300-400%	Single-Family Detached	CT	Owner	0.341277	0.658723	0	41	92017.1	0.000634149
300-400%	Single-Family Detached	CT	Renter	0.356958	0.643042	0	11	1450.66	7.36627e-05
400%+	Single-Family Detached	CT	Not Available	0	0	1	147	532701	0
400%+	Single-Family Detached	CT	Owner	0.290492	0.709508	0	143	518512	0.00378996
400%+	Single-Family Detached	CT	Renter	0.258507	0.741493	0	25	14189.1	0.000208432
Not Available	Single-Family Detached	CT	Not Available	0.317943	0.682057	0	201	836258	0.000483535
Not Available	Single-Family Detached	CT	Owner	0	0	1	192	798371	0
Not Available	Single-Family Detached	CT	Renter	0	0	1	48	37887.3	0
0-100%	Single-Family Detached	DC	Not Available	0	0	1	146	2498.9	0
0-100%	Single-Family Detached	DC	Owner	0.453162	0.546838	0	101	2498.9	9.12746e-06
0-100%	Single-Family Detached	DC	Renter	0.420218	0.579782	0	45	0	5.78249e-06
100-150%	Single-Family Detached	DC	Not Available	0	0	1	188	605.204	0
100-150%	Single-Family Detached	DC	Owner	0.37949	0.62051	0	154	605.204	6.25641e-06
100-150%	Single-Family Detached	DC	Renter	0.430554	0.569446	0	34	0	2.67289e-06
150-200%	Single-Family Detached	DC	Not Available	0	0	1	243	610.773	0
150-200%	Single-Family Detached	DC	Owner	0.404012	0.595988	0	200	610.773	6.16313e-06
150-200%	Single-Family Detached	DC	Renter	0.336875	0.663125	0	43	0	2.23538e-06
200-300%	Single-Family Detached	DC	Not Available	0	0	1	514	1408.41	0
200-300%	Single-Family Detached	DC	Owner	0.455286	0.544714	0	449	0	1.3849e-05
200-300%	Single-Family Detached	DC	Renter	0.308941	0.691059	0	65	1408.41	3.69787e-06
300-400%	Single-Family Detached	DC	Not Available	0	0	1	475	471.429	0
300-400%	Single-Family Detached	DC	Owner	0.416433	0.583567	0	435	471.429	1.53857e-05
300-400%	Single-Family Detached	DC	Renter	0.366226	0.633774	0	40	0	3.1242e-06
400%+	Single-Family Detached	DC	Not Available	0	0	1	17	21161.4	0
400%+	Single-Family Detached	DC	Owner	0.293841	0.706159	0	17	21161.4	0.000170052
400%+	Single-Family Detached	DC	Renter	0.322724	0.677276	0	73	0	1.81028e-05
Not Available	Single-Family Detached	DC	Not Available	0.329145	0.670855	0	21	26756.1	2.1032e-05
Not Available	Single-Family Detached	DC	Owner	0	0	1	20	25347.7	0
Not Available	Single-Family Detached	DC	Renter	0	0	1	213	1408.41	0
0-100%	Single-Family Detached	DE	Not Available	0	0	1	146	2287.91	0
0-100%	Single-Family Detached	DE	Owner	0.453162	0.546838	0	101	2287.91	7.75652e-05
0-100%	Single-Family Detached	DE	Renter	0.420218	0.579782	0	45	0	2.49622e-05
100-150%	Single-Family Detached	DE	Not Available	0	0	1	188	11808.5	0
100-150%	Single-Family Detached	DE	Owner	0.37949	0.62051	0	154	9698.23	6.24453e-05
100-150%	Single-Family Detached	DE	Renter	0.430554	0.569446	0	34	2110.23	1.96483e-05
150-200%	Single-Family Detached	DE	Not Available	0	0	1	14	21480.6	0
150-200%	Single-Family Detached	DE	Owner	0.544094	0.455906	0	12	17804.5	7.71283e-05
150-200%	Single-Family Detached	DE	Renter	0.336875	0.663125	0	43	3676.1	1.82251e-05
200-300%	Single-Family Detached	DE	Not Available	0	0	1	23	45220.8	0
200-300%	Single-Family Detached	DE	Owner	0.231758	0.768242	0	20	38890.1	0.000191862
200-300%	Single-Family Detached	DE	Renter	0.308941	0.691059	0	65	6330.74	3.38682e-05
300-400%	Single-Family Detached	DE	Not Available	0	0	1	18	17722.2	0
300-400%	Single-Family Detached	DE	Owner	0.445845	0.554155	0	17	17575.4	0.000195442
300-400%	Single-Family Detached	DE	Renter	0.366226	0.633774	0	40	146.826	2.55849e-05
400%+	Single-Family Detached	DE	Not Available	0	0	1	64	146569	0
400%+	Single-Family Detached	DE	Owner	0.432399	0.567601	0	60	135445	0.000816003
400%+	Single-Family Detached	DE	Renter	0.322724	0.677276	0	73	11123.6	5.02748e-05
Not Available	Single-Family Detached	DE	Not Available	0.422781	0.577219	0	95	245089	0.00023434
Not Available	Single-Family Detached	DE	Owner	0	0	1	87	221701	0
Not Available	Single-Family Detached	DE	Renter	0	0	1	213	23387.5	0
0-100%	Single-Family Detached	FL	Not Available	0	0	1	26	256918	0
0-100%	Single-Family Detached	FL	Owner	0.407676	0.592324	0	19	203253	0.00185904
0-100%	Single-Family Detached	FL	Renter	0.420218	0.579782	0	45	53665.1	0.000928823
100-150%	Single-Family Detached	FL	Not Available	0	0	1	41	344341	0
100-150%	Single-Family Detached	FL	Owner	0.325139	0.674861	0	33	256018	0.00171804
100-150%	Single-Family Detached	FL	Renter	0.430554	0.569446	0	34	88323.6	0.000666184
150-200%	Single-Family Detached	FL	Not Available	0	0	1	54	389335	0
150-200%	Single-Family Detached	FL	Owner	0.305789	0.694211	0	45	334806	0.00189324
150-200%	Single-Family Detached	FL	Renter	0.336875	0.663125	0	43	54529.1	0.000638686
200-300%	Single-Family Detached	FL	Not Available	0	0	1	111	725342	0
200-300%	Single-Family Detached	FL	Owner	0.309651	0.690349	0	96	598106	0.00418123
200-300%	Single-Family Detached	FL	Renter	0.333367	0.666633	0	15	127235	0.00113323
300-400%	Single-Family Detached	FL	Not Available	0	0	1	111	703032	0
300-400%	Single-Family Detached	FL	Owner	0.349548	0.650452	0	102	654005	0.00386928
300-400%	Single-Family Detached	FL	Renter	0.366226	0.633774	0	40	49026.6	0.000799144
400%+	Single-Family Detached	FL	Not Available	0	0	1	232	2.23827e+06	0
400%+	Single-Family Detached	FL	Owner	0.272979	0.727021	0	211	2.0132e+06	0.0132017
400%+	Single-Family Detached	FL	Renter	0.324789	0.675211	0	21	225062	0.00150467
Not Available	Single-Family Detached	FL	Not Available	0.301205	0.698795	0	408	4.65723e+06	0.00461436
Not Available	Single-Family Detached	FL	Owner	0	0	1	361	4.05939e+06	0
Not Available	Single-Family Detached	FL	Renter	0	0	1	47	597842	0
0-100%	Single-Family Detached	GA	Not Available	0	0	1	41	352174	0
0-100%	Single-Family Detached	GA	Owner	0.480088	0.519912	0	25	211388	0.00100068
0-100%	Single-Family Detached	GA	Renter	0.346283	0.653717	0	16	140786	0.000714158
100-150%	Single-Family Detached	GA	Not Available	0	0	1	26	171043	0
100-150%	Single-Family Detached	GA	Owner	0.367742	0.632258	0	20	121759	0.000903409
100-150%	Single-Family Detached	GA	Renter	0.430554	0.569446	0	34	49283.8	0.000467772
150-200%	Single-Family Detached	GA	Not Available	0	0	1	38	221681	0
150-200%	Single-Family Detached	GA	Owner	0.55439	0.44561	0	28	166701	0.000980182
150-200%	Single-Family Detached	GA	Renter	0.595761	0.404239	0	10	54980	0.000428596
200-300%	Single-Family Detached	GA	Not Available	0	0	1	86	505886	0
200-300%	Single-Family Detached	GA	Owner	0.499782	0.500218	0	73	433345	0.0021803
200-300%	Single-Family Detached	GA	Renter	0.224206	0.775794	0	13	72540.6	0.000733646
300-400%	Single-Family Detached	GA	Not Available	0	0	1	70	340578	0
300-400%	Single-Family Detached	GA	Owner	0.510284	0.489716	0	61	287828	0.00206273
300-400%	Single-Family Detached	GA	Renter	0.366226	0.633774	0	40	52750	0.000507965
400%+	Single-Family Detached	GA	Not Available	0	0	1	150	1.09596e+06	0
400%+	Single-Family Detached	GA	Owner	0.316276	0.683724	0	140	1.03733e+06	0.00748579
400%+	Single-Family Detached	GA	Renter	0.173108	0.826892	0	10	58631.5	0.00088185
Not Available	Single-Family Detached	GA	Not Available	0.402467	0.597533	0	300	2.68732e+06	0.00215222
Not Available	Single-Family Detached	GA	Owner	0	0	1	254	2.25835e+06	0
Not Available	Single-Family Detached	GA	Renter	0	0	1	46	428972	0
0-100%	Single-Family Detached	HI	Not Available	0	0	1	13	18793.9	0
0-100%	Single-Family Detached	HI	Owner	0.263337	0.736663	0	10	13114.9	7.94998e-05
0-100%	Single-Family Detached	HI	Renter	0.259707	0.740293	0	19	5678.99	5.4111e-05
100-150%	Single-Family Detached	HI	Not Available	0	0	1	18	17199.6	0
100-150%	Single-Family Detached	HI	Owner	0.693743	0.306257	0	14	12570.7	6.21537e-05
100-150%	Single-Family Detached	HI	Renter	0.407862	0.592138	0	13	4628.88	3.7622e-05
150-200%	Single-Family Detached	HI	Not Available	0	0	1	19	14972.3	0
150-200%	Single-Family Detached	HI	Owner	0.435983	0.564017	0	15	12917	6.64807e-05
150-200%	Single-Family Detached	HI	Renter	0.407862	0.592138	0	13	2055.24	3.76511e-05
200-300%	Single-Family Detached	HI	Not Available	0	0	1	49	48803.6	0
200-300%	Single-Family Detached	HI	Owner	0.514473	0.485527	0	39	38200.4	0.000156206
200-300%	Single-Family Detached	HI	Renter	0.173513	0.826487	0	10	10603.2	6.9397e-05
300-400%	Single-Family Detached	HI	Not Available	0	0	1	55	45239	0
300-400%	Single-Family Detached	HI	Owner	0.433486	0.566514	0	47	38837.8	0.000160441
300-400%	Single-Family Detached	HI	Renter	0.509484	0.490516	0	14	6401.2	5.67102e-05
400%+	Single-Family Detached	HI	Not Available	0	0	1	89	130276	0
400%+	Single-Family Detached	HI	Owner	0.362199	0.637801	0	74	106619	0.000905629
400%+	Single-Family Detached	HI	Renter	0.342915	0.657085	0	15	23656.4	0.000175643
Not Available	Single-Family Detached	HI	Not Available	0.401181	0.598819	0	175	275284	0.00022936
Not Available	Single-Family Detached	HI	Owner	0	0	1	142	222260	0
Not Available	Single-Family Detached	HI	Renter	0	0	1	33	53023.9	0
0-100%	Single-Family Detached	IA	Not Available	0	0	1	14	53724.5	0
0-100%	Single-Family Detached	IA	Owner	0.749716	0.250284	0	11	43843.7	0.000318856
0-100%	Single-Family Detached	IA	Renter	0.214057	0.785943	0	23	9880.81	0.000156169
100-150%	Single-Family Detached	IA	Not Available	0	0	1	22	51502.1	0
100-150%	Single-Family Detached	IA	Owner	0.428273	0.571727	0	17	37564.7	0.000338081
100-150%	Single-Family Detached	IA	Renter	0.591788	0.408212	0	19	13937.4	0.000124442
150-200%	Single-Family Detached	IA	Not Available	0	0	1	36	106192	0
150-200%	Single-Family Detached	IA	Owner	0.580886	0.419114	0	26	80667.1	0.000397057
150-200%	Single-Family Detached	IA	Renter	0.38742	0.61258	0	10	25524.6	0.000119941
200-300%	Single-Family Detached	IA	Not Available	0	0	1	70	169212	0
200-300%	Single-Family Detached	IA	Owner	0.732338	0.267662	0	64	158383	0.000970634
200-300%	Single-Family Detached	IA	Renter	0.604914	0.395086	0	33	10829.2	0.000205241
300-400%	Single-Family Detached	IA	Not Available	0	0	1	56	149356	0
300-400%	Single-Family Detached	IA	Owner	0.692727	0.307273	0	53	141599	0.000973512
300-400%	Single-Family Detached	IA	Renter	0.615094	0.384906	0	19	7757.42	0.000143218
400%+	Single-Family Detached	IA	Not Available	0	0	1	126	438864	0
400%+	Single-Family Detached	IA	Owner	0.627695	0.372305	0	118	409266	0.00292642
400%+	Single-Family Detached	IA	Renter	0.431134	0.568866	0	34	29598.5	0.000201088
Not Available	Single-Family Detached	IA	Not Available	0.616396	0.383604	0	231	968851	0.000589917
Not Available	Single-Family Detached	IA	Owner	0	0	1	208	871323	0
Not Available	Single-Family Detached	IA	Renter	0	0	1	23	97528	0
0-100%	Single-Family Detached	ID	Not Available	0	0	1	15	37154.2	0
0-100%	Single-Family Detached	ID	Owner	0.43334	0.56666	0	33	21213.4	0.000173493
0-100%	Single-Family Detached	ID	Renter	0.258435	0.741565	0	14	15940.8	9.24074e-05
100-150%	Single-Family Detached	ID	Not Available	0	0	1	15	21719.6	0
100-150%	Single-Family Detached	ID	Owner	0.851361	0.148639	0	11	15718.5	0.000173581
100-150%	Single-Family Detached	ID	Renter	0.505959	0.494041	0	17	6001.13	6.95218e-05
150-200%	Single-Family Detached	ID	Not Available	0	0	1	30	42700.3	0
150-200%	Single-Family Detached	ID	Owner	0.702766	0.297234	0	25	36584.5	0.000209493
150-200%	Single-Family Detached	ID	Renter	0.281118	0.718882	0	16	6115.8	6.41232e-05
200-300%	Single-Family Detached	ID	Not Available	0	0	1	70	100040	0
200-300%	Single-Family Detached	ID	Owner	0.674656	0.325344	0	64	91396.5	0.000483845
200-300%	Single-Family Detached	ID	Renter	0.136093	0.863907	0	26	8643.05	0.000111333
300-400%	Single-Family Detached	ID	Not Available	0	0	1	58	80264.4	0
300-400%	Single-Family Detached	ID	Owner	0.592486	0.407514	0	54	73404.7	0.000448558
300-400%	Single-Family Detached	ID	Renter	0.424804	0.575196	0	23	6859.69	7.73369e-05
400%+	Single-Family Detached	ID	Not Available	0	0	1	110	204564	0
400%+	Single-Family Detached	ID	Owner	0.590631	0.409369	0	104	196456	0.00126289
400%+	Single-Family Detached	ID	Renter	0.267703	0.732297	0	32	8107.21	0.000123718
Not Available	Single-Family Detached	ID	Not Available	0.623919	0.376081	0	211	486442	0.000437748
Not Available	Single-Family Detached	ID	Owner	0	0	1	190	434774	0
Not Available	Single-Family Detached	ID	Renter	0	0	1	21	51667.7	0
0-100%	Single-Family Detached	IL	Not Available	0	0	1	24	202790	0
0-100%	Single-Family Detached	IL	Owner	0.294957	0.705043	0	19	161469	0.000964196
0-100%	Single-Family Detached	IL	Renter	0.375038	0.624962	0	35	41321.2	0.000543057
100-150%	Single-Family Detached	IL	Not Available	0	0	1	23	134216	0
100-150%	Single-Family Detached	IL	Owner	0.527257	0.472743	0	19	108668	0.000934538
100-150%	Single-Family Detached	IL	Renter	0.412976	0.587024	0	23	25547.7	0.000348157
150-200%	Single-Family Detached	IL	Not Available	0	0	1	34	167591	0
150-200%	Single-Family Detached	IL	Owner	0.365274	0.634726	0	30	151551	0.00109864
150-200%	Single-Family Detached	IL	Renter	0.165003	0.834997	0	22	16040.2	0.000317347
200-300%	Single-Family Detached	IL	Not Available	0	0	1	83	462016	0
200-300%	Single-Family Detached	IL	Owner	0.525604	0.474396	0	77	410658	0.00266775
200-300%	Single-Family Detached	IL	Renter	0.376644	0.623356	0	37	51358.3	0.000532741
300-400%	Single-Family Detached	IL	Not Available	0	0	1	75	345309	0
300-400%	Single-Family Detached	IL	Owner	0.481751	0.518249	0	73	335110	0.00267168
300-400%	Single-Family Detached	IL	Renter	0.343082	0.656918	0	17	10198.7	0.000372462
400%+	Single-Family Detached	IL	Not Available	0	0	1	199	1.50472e+06	0
400%+	Single-Family Detached	IL	Owner	0.500686	0.499314	0	194	1.46116e+06	0.0103813
400%+	Single-Family Detached	IL	Renter	0.422624	0.577376	0	20	43558.6	0.000667938
Not Available	Single-Family Detached	IL	Not Available	0.478291	0.521709	0	326	2.81664e+06	0.00174621
Not Available	Single-Family Detached	IL	Owner	0	0	1	307	2.62862e+06	0
Not Available	Single-Family Detached	IL	Renter	0	0	1	19	188025	0
0-100%	Single-Family Detached	IN	Not Available	0	0	1	25	171163	0
0-100%	Single-Family Detached	IN	Owner	0.535796	0.464204	0	13	82386.5	0.000690415
0-100%	Single-Family Detached	IN	Renter	0.594027	0.405973	0	12	88776.6	0.000437268
100-150%	Single-Family Detached	IN	Not Available	0	0	1	33	141390	0
100-150%	Single-Family Detached	IN	Owner	0.546143	0.453857	0	26	121796	0.000731253
100-150%	Single-Family Detached	IN	Renter	0.412976	0.587024	0	23	19593.6	0.000299737
150-200%	Single-Family Detached	IN	Not Available	0	0	1	45	187490	0
150-200%	Single-Family Detached	IN	Owner	0.37607	0.62393	0	34	134170	0.000870952
150-200%	Single-Family Detached	IN	Renter	0.343248	0.656752	0	11	53320.3	0.000273511
200-300%	Single-Family Detached	IN	Not Available	0	0	1	102	388377	0
200-300%	Single-Family Detached	IN	Owner	0.511945	0.488055	0	87	321574	0.00209354
200-300%	Single-Family Detached	IN	Renter	0.201582	0.798418	0	15	66802.5	0.000446247
300-400%	Single-Family Detached	IN	Not Available	0	0	1	81	312501	0
300-400%	Single-Family Detached	IN	Owner	0.494041	0.505959	0	77	294904	0.0019752
300-400%	Single-Family Detached	IN	Renter	0.343082	0.656918	0	17	17597.9	0.000286308
400%+	Single-Family Detached	IN	Not Available	0	0	1	157	789095	0
400%+	Single-Family Detached	IN	Owner	0.545188	0.454812	0	151	754097	0.00549705
400%+	Single-Family Detached	IN	Renter	0.422624	0.577376	0	20	34998	0.000397965
Not Available	Single-Family Detached	IN	Not Available	0.496442	0.503558	0	314	1.99002e+06	0.00138447
Not Available	Single-Family Detached	IN	Owner	0	0	1	273	1.70893e+06	0
Not Available	Single-Family Detached	IN	Renter	0	0	1	41	281089	0
0-100%	Single-Family Detached	KS	Not Available	0	0	1	11	60482.3	0
0-100%	Single-Family Detached	KS	Owner	0.58388	0.41612	0	64	41734.9	0.000273899
0-100%	Single-Family Detached	KS	Renter	0.214057	0.785943	0	23	18747.4	0.000204719
100-150%	Single-Family Detached	KS	Not Available	0	0	1	14	58121.5	0
100-150%	Single-Family Detached	KS	Owner	0.765249	0.234751	0	11	46802.2	0.000283779
100-150%	Single-Family Detached	KS	Renter	0.591788	0.408212	0	19	11319.3	0.000148889
150-200%	Single-Family Detached	KS	Not Available	0	0	1	15	49732.3	0
