Dependency=County	Option=CAISO	Option=ERCOT	Option=MISO	Option=NEISO	Option=None	Option=NYISO	Option=PJM	Option=SPP	source_count	source_weight	sampling_probability
TX, Sabine County	0	0	1	0	0	0	0	0	1108	8019	5.98187e-05
TX, San Augustine County	0	0	1	0	0	0	0	0	1070	5350	3.9909e-05
TX, San Jacinto County	0	0	1	0	0	0	0	0	1801	13168	9.82283e-05
TX, San Patricio County	0	1	0	0	0	0	0	0	3076	27131	0.000202388
TX, San Saba County	0	1	0	0	0	0	0	0	1513	3167	2.36246e-05
TX, Schleicher County	0	1	0	0	0	0	0	0	1217	1491	1.11223e-05
TX, Scurry County	0	1	0	0	0	0	0	0	2949	7185	5.35973e-05
TX, Shackelford County	0	1	0	0	0	0	0	0	1231	1760	1.31289e-05
TX, Shelby County	0	0	1	0	0	0	0	0	1849	11928	8.89783e-05
TX, Sherman County	0	0	0	0	0	0	0	1	1042	1335	9.9586e-06
TX, Smith County	0	1	0	0	0	0	0	0	6812	88484	0.000660057
TX, Somervell County	0	1	0	0	0	0	0	0	1066	3723	2.77722e-05
TX, Starr County	0	1	0	0	0	0	0	0	4313	19639	0.0001465
TX, Stephens County	0	1	0	0	0	0	0	0	1956	4923	3.67236e-05
TX, Sterling County	0	1	0	0	0	0	0	0	1000	593	4.42355e-06
TX, Stonewall County	0	1	0	0	0	0	0	0	1122	847	6.31829e-06
TX, Sutton County	0	1	0	0	0	0	0	0	1224	2001	1.49266e-05
TX, Swisher County	0	0	0	0	0	0	0	1	2741	3211	2.39528e-05
TX, Tarrant County	0	1	0	0	0	0	0	0	35067	740355	0.00552277
TX, Taylor County	0	1	0	0	0	0	0	0	5400	56736	0.000423229
TX, Terrell County	0	1	0	0	0	0	0	0	1000	769	5.73644e-06
TX, Terry County	0	0	0	0	0	0	0	1	2289	4865	3.6291e-05
TX, Throckmorton County	0	1	0	0	0	0	0	0	1110	1069	7.97432e-06
TX, Titus County	0	1	0	0	0	0	0	0	1664	12122	9.04255e-05
TX, Tom Green County	0	1	0	0	0	0	0	0	6222	47703	0.000355846
TX, Travis County	0	1	0	0	0	0	0	0	15922	474749	0.00354145
TX, Trinity County	0	0	1	0	0	0	0	0	1513	8753	6.52941e-05
TX, Tyler County	0	0	1	0	0	0	0	0	2239	10614	7.91765e-05
TX, Upshur County	0	0	1	0	0	0	0	0	2281	16753	0.000124971
TX, Upton County	0	1	0	0	0	0	0	0	2106	1564	1.16668e-05
TX, Uvalde County	0	1	0	0	0	0	0	0	3511	11005	8.2093e-05
TX, Val Verde County	0	1	0	0	0	0	0	0	3539	18826	0.000140435
TX, Van Zandt County	0	1	0	0	0	0	0	0	2953	22896	0.000170795
TX, Victoria County	0	1	0	0	0	0	0	0	3346	36196	0.000270009
TX, Walker County	0	0	1	0	0	0	0	0	2514	25003	0.000186513
TX, Waller County	0	1	0	0	0	0	0	0	1925	16148	0.000120458
TX, Ward County	0	1	0	0	0	0	0	0	3305	4737	3.53361e-05
TX, Washington County	0	1	0	0	0	0	0	0	2351	15750	0.00011749
TX, Webb County	0	1	0	0	0	0	0	0	6915	78165	0.000583081
TX, Wharton County	0	1	0	0	0	0	0	0	4050	17371	0.000129582
TX, Wheeler County	0	0	0	0	0	0	0	1	2018	2718	2.02752e-05
TX, Wichita County	0	1	0	0	0	0	0	0	4919	55974	0.000417545
TX, Wilbarger County	0	1	0	0	0	0	0	0	2112	6271	4.67792e-05
TX, Willacy County	0	1	0	0	0	0	0	0	2224	7164	5.34408e-05
TX, Williamson County	0	1	0	0	0	0	0	0	9081	176428	0.00131609
TX, Wilson County	0	1	0	0	0	0	0	0	1953	16979	0.000126657
TX, Winkler County	0	1	0	0	0	0	0	0	1454	3012	2.24683e-05
TX, Wise County	0	1	0	0	0	0	0	0	4014	23957	0.00017871
TX, Wood County	0	0	0	0	0	0	0	1	3404	20947	0.000156256
TX, Yoakum County	0	0	0	0	0	0	0	1	1982	3008	2.24385e-05
TX, Young County	0	1	0	0	0	0	0	0	2301	8655	6.4563e-05
TX, Zapata County	0	1	0	0	0	0	0	0	1766	6229	4.64659e-05
TX, Zavala County	0	1	0	0	0	0	0	0	2564	4305	3.21136e-05
UT, Beaver County	0	0	0	0	1	0	0	0	2152	2942	2.19462e-05
UT, Box Elder County	0	0	0	0	1	0	0	0	4045	18097	0.000134997
UT, Cache County	0	0	0	0	1	0	0	0	3829	39192	0.000292357
UT, Carbon County	0	0	0	0	1	0	0	0	2065	9605	7.16495e-05
UT, Daggett County	0	0	0	0	1	0	0	0	753	1170	8.72774e-06
UT, Davis County	0	0	0	0	1	0	0	0	6197	103370	0.0007711
UT, Duchesne County	0	0	0	0	1	0	0	0	2670	9794	7.30594e-05
UT, Emery County	0	0	0	0	1	0	0	0	2818	4500	3.35683e-05
UT, Garfield County	0	0	0	0	1	0	0	0	2747	3804	2.83764e-05
UT, Grand County	0	0	0	0	1	0	0	0	1640	5063	3.7768e-05
UT, Iron County	0	0	0	0	1	0	0	0	4447	20111	0.00015002
UT, Juab County	0	0	0	0	1	0	0	0	2463	3573	2.66532e-05
UT, Kane County	0	0	0	0	1	0	0	0	1629	5867	4.37656e-05
UT, Millard County	0	0	0	0	1	0	0	0	4235	4933	3.67983e-05
UT, Morgan County	0	0	0	0	1	0	0	0	955	3294	2.45719e-05
UT, Piute County	0	0	0	0	1	0	0	0	845	935	6.97473e-06
UT, Rich County	0	0	0	0	1	0	0	0	1657	2894	2.15881e-05
UT, Salt Lake County	0	0	0	0	1	0	0	0	14935	376956	0.00281195
UT, San Juan County	0	0	0	0	1	0	0	0	4546	5828	4.34746e-05
UT, Sanpete County	0	0	0	0	1	0	0	0	3690	10514	7.84305e-05
UT, Sevier County	0	0	0	0	1	0	0	0	3422	8525	6.35931e-05
UT, Summit County	0	0	0	0	1	0	0	0	3563	27183	0.000202775
UT, Tooele County	0	0	0	0	1	0	0	0	5027	20425	0.000152363
UT, Uintah County	0	0	0	0	1	0	0	0	3614	13045	9.73108e-05
UT, Utah County	0	0	0	0	1	0	0	0	17178	158690	0.00118377
UT, Wasatch County	0	0	0	0	1	0	0	0	2043	11710	8.7352e-05
UT, Washington County	0	0	0	0	1	0	0	0	5513	62393	0.000465428
UT, Wayne County	0	0	0	0	1	0	0	0	1229	1618	1.20697e-05
UT, Weber County	0	0	0	0	1	0	0	0	5499	88016	0.000656566
VA, Accomack County	0	0	0	0	0	0	1	0	4204	21040	0.00015695
VA, Albemarle County	0	0	0	0	0	0	1	0	3527	43951	0.000327858
VA, Alexandria city	0	0	0	0	0	0	1	0	1294	75087	0.000560121
VA, Alleghany County	0	0	0	0	0	0	1	0	1701	8043	5.99977e-05
VA, Amelia County	0	0	0	0	0	0	1	0	1137	5435	4.05431e-05
VA, Amherst County	0	0	0	0	0	0	1	0	2079	14067	0.000104934
VA, Appomattox County	0	0	0	0	0	0	1	0	1219	7085	5.28514e-05
VA, Arlington County	0	0	0	0	0	0	1	0	2188	110763	0.000826249
VA, Augusta County	0	0	0	0	0	0	1	0	4370	31899	0.000237954
VA, Bath County	0	0	0	0	0	0	1	0	777	3421	2.55193e-05
VA, Bedford County	0	0	0	0	0	0	1	0	3919	35819	0.000267196
VA, Bland County	0	0	0	0	0	0	1	0	1001	3264	2.43483e-05
VA, Botetourt County	0	0	0	0	0	0	1	0	2221	14724	0.000109835
VA, Bristol city	0	0	0	0	0	0	1	0	919	8818	6.57788e-05
VA, Brunswick County	0	0	0	0	0	0	1	0	2680	8146	6.07659e-05
VA, Buchanan County	0	0	0	0	0	0	1	0	2699	11443	8.53603e-05
VA, Buckingham County	0	0	0	0	0	0	1	0	1583	7275	5.42688e-05
VA, Buena Vista city	0	0	0	0	0	0	1	0	551	2923	2.18045e-05
VA, Campbell County	0	0	0	0	0	0	1	0	3343	25249	0.000188348
VA, Caroline County	0	0	0	0	0	0	1	0	2524	11987	8.94183e-05
VA, Carroll County	0	0	0	0	0	0	1	0	2413	16599	0.000123822
VA, Charles City County	0	0	0	0	0	0	1	0	635	3303	2.46391e-05
VA, Charlotte County	0	0	0	0	0	0	1	0	1708	6288	4.69061e-05
VA, Charlottesville city	0	0	0	0	0	0	1	0	803	20134	0.000150192
VA, Chesapeake city	0	0	0	0	0	0	1	0	3835	87807	0.000655006
VA, Chesterfield County	0	0	0	0	0	0	1	0	6469	126532	0.000943879
VA, Clarke County	0	0	0	0	0	0	1	0	1262	6283	4.68688e-05
VA, Colonial Heights city	0	0	0	0	0	0	1	0	523	7806	5.82297e-05
VA, Covington city	0	0	0	0	0	0	1	0	384	3035	2.26399e-05
VA, Craig County	0	0	0	0	0	0	1	0	917	2950	2.20058e-05
VA, Culpeper County	0	0	0	0	0	0	1	0	1648	18134	0.000135273
VA, Cumberland County	0	0	0	0	0	0	1	0	938	4665	3.4799e-05
VA, Danville city	0	0	0	0	0	0	1	0	1548	22337	0.000166625
VA, Dickenson County	0	0	0	0	0	0	1	0	1466	7517	5.60739e-05
VA, Dinwiddie County	0	0	0	0	0	0	1	0	2992	11580	8.63823e-05
VA, Emporia city	0	0	0	0	0	0	1	0	386	2446	1.82462e-05
VA, Essex County	0	0	0	0	0	0	1	0	1140	5794	4.3221e-05
VA, Fairfax County	0	0	0	0	0	0	1	0	11226	411072	0.00306644
VA, Fairfax city	0	0	0	0	0	0	1	0	309	8801	6.5652e-05
VA, Falls Church city	0	0	0	0	0	0	1	0	213	5709	4.25869e-05
VA, Fauquier County	0	0	0	0	0	0	1	0	2986	26241	0.000195748
VA, Floyd County	0	0	0	0	0	0	1	0	1245	7902	5.89458e-05
VA, Fluvanna County	0	0	0	0	0	0	1	0	1365	10683	7.9691e-05
VA, Franklin County	0	0	0	0	0	0	1	0	3545	29464	0.000219791
VA, Franklin city	0	0	0	0	0	0	1	0	282	3879	2.89359e-05
VA, Frederick County	0	0	0	0	0	0	1	0	3116	32502	0.000242451
VA, Fredericksburg city	0	0	0	0	0	0	1	0	669	11387	8.49426e-05
VA, Galax city	0	0	0	0	0	0	1	0	318	3404	2.53925e-05
VA, Giles County	0	0	0	0	0	0	1	0	1617	8338	6.21983e-05
VA, Gloucester County	0	0	0	0	0	0	1	0	1839	16167	0.0001206
VA, Goochland County	0	0	0	0	0	0	1	0	1075	8898	6.63756e-05
VA, Grayson County	0	0	0	0	0	0	1	0	2043	9166	6.83749e-05
VA, Greene County	0	0	0	0	0	0	1	0	757	7982	5.95426e-05
VA, Greensville County	0	0	0	0	0	0	1	0	1478	4117	3.07113e-05
VA, Halifax County	0	0	0	0	0	0	1	0	3958	18084	0.0001349
VA, Hampton city	0	0	0	0	1	0	0	0	3511	60271	0.000449598
VA, Hanover County	0	0	0	0	0	0	1	0	3183	39841	0.000297198
VA, Harrisonburg city	0	0	0	0	0	0	1	0	818	18039	0.000134564
VA, Henrico County	0	0	0	0	0	0	1	0	6354	135137	0.00100807
VA, Henry County	0	0	0	0	0	0	1	0	2677	26117	0.000194823
VA, Highland County	0	0	0	0	0	0	1	0	745	2005	1.49565e-05
VA, Hopewell city	0	0	0	0	0	0	1	0	1021	10279	7.66774e-05
VA, Isle of Wight County	0	0	0	0	0	0	1	0	1574	15104	0.00011267
VA, James City County	0	0	0	0	0	0	1	0	1942	31835	0.000237476
VA, King George County	0	0	0	0	0	0	1	0	911	9791	7.30371e-05
VA, King William County	0	0	0	0	0	0	1	0	1351	6695	4.99421e-05
VA, King and Queen County	0	0	0	0	0	0	1	0	960	3449	2.57281e-05
VA, Lancaster County	0	0	0	0	0	0	1	0	1490	7590	5.66184e-05
VA, Lee County	0	0	0	0	1	0	0	0	2330	11718	8.74117e-05
VA, Lexington city	0	0	0	0	0	0	1	0	219	2138	1.59487e-05
VA, Loudoun County	0	0	0	0	0	0	1	0	5991	122490	0.000913726
VA, Louisa County	0	0	0	0	0	0	1	0	2212	16823	0.000125493
VA, Lunenburg County	0	0	0	0	0	0	1	0	1752	5935	4.42727e-05
VA, Lynchburg city	0	0	0	0	0	0	1	0	2093	32324	0.000241125
VA, Madison County	0	0	0	0	0	0	1	0	1006	6007	4.48099e-05
VA, Manassas Park city	0	0	0	0	0	0	1	0	145	4892	3.64924e-05
VA, Manassas city	0	0	0	0	0	0	1	0	617	13385	9.98469e-05
VA, Martinsville city	0	0	0	0	0	0	1	0	414	7159	5.34035e-05
VA, Mathews County	0	0	0	0	1	0	0	0	850	5714	4.26242e-05
VA, Mecklenburg County	0	0	0	0	0	0	1	0	3748	18693	0.000139443
VA, Middlesex County	0	0	0	0	0	0	1	0	1356	7236	5.39777e-05
VA, Montgomery County	0	0	0	0	0	0	1	0	3560	39209	0.000292483
VA, Nelson County	0	0	0	0	0	0	1	0	2070	10043	7.49169e-05
VA, New Kent County	0	0	0	0	0	0	1	0	987	7897	5.89085e-05
VA, Newport News city	0	0	0	0	0	0	1	0	3381	77494	0.000578075
VA, Norfolk city	0	0	0	0	0	0	1	0	6481	96631	0.00072083
VA, Northampton County	0	0	0	0	0	0	1	0	2265	7342	5.47685e-05
VA, Northumberland County	0	0	0	0	0	0	1	0	2375	9113	6.79794e-05
VA, Norton city	0	0	0	0	1	0	0	0	244	1958	1.46059e-05
VA, Nottoway County	0	0	0	0	0	0	1	0	1919	6712	5.00689e-05
VA, Orange County	0	0	0	0	0	0	1	0	1450	14845	0.000110738
VA, Page County	0	0	0	0	0	0	1	0	1793	11647	8.68821e-05
VA, Patrick County	0	0	0	0	0	0	1	0	2021	10091	7.52749e-05
VA, Petersburg city	0	0	0	0	0	0	1	0	1437	16484	0.000122964
VA, Pittsylvania County	0	0	0	0	0	0	1	0	4680	31334	0.00023374
VA, Poquoson city	0	0	0	0	1	0	0	0	229	4758	3.54929e-05
VA, Portsmouth city	0	0	0	0	0	0	1	0	3048	41046	0.000306187
VA, Powhatan County	0	0	0	0	0	0	1	0	954	10416	7.76994e-05
VA, Prince Edward County	0	0	0	0	0	0	1	0	1454	9288	6.92848e-05
VA, Prince George County	0	0	0	0	0	0	1	0	1790	12237	9.12833e-05
VA, Prince William County	0	0	0	0	0	0	1	0	6116	144314	0.00107653
VA, Pulaski County	0	0	0	0	0	0	1	0	2581	17266	0.000128798
VA, Radford city	0	0	0	0	0	0	1	0	530	6526	4.86815e-05
VA, Rappahannock County	0	0	0	0	0	0	1	0	891	3950	2.94656e-05
VA, Richmond County	0	0	0	0	0	0	1	0	579	3894	2.90477e-05
VA, Richmond city	0	0	0	0	0	0	1	0	5213	99883	0.000745089
VA, Roanoke County	0	0	0	0	0	0	1	0	2860	40616	0.00030298
VA, Roanoke city	0	0	0	0	0	0	1	0	3601	47331	0.000353071
VA, Rockbridge County	0	0	0	0	0	0	1	0	2540	11265	8.40325e-05
VA, Rockingham County	0	0	0	0	0	0	1	0	5531	34479	0.0002572
VA, Russell County	0	0	0	0	0	0	1	0	2673	13409	0.000100026
VA, Salem city	0	0	0	0	0	0	1	0	901	10871	8.10934e-05
VA, Scott County	0	0	0	0	0	0	1	0	2554	11874	8.85754e-05
VA, Shenandoah County	0	0	0	0	0	0	1	0	2084	21066	0.000157144
VA, Smyth County	0	0	0	0	0	0	1	0	2375	15346	0.000114475
VA, Southampton County	0	0	0	0	0	0	1	0	2014	7550	5.63202e-05
VA, Spotsylvania County	0	0	0	0	0	0	1	0	3414	46263	0.000345103
VA, Stafford County	0	0	0	0	0	0	1	0	1934	46427	0.000346328
VA, Staunton city	0	0	0	0	0	0	1	0	711	11793	8.79713e-05
VA, Suffolk city	0	0	0	0	0	0	1	0	2957	34897	0.000260317
VA, Surry County	0	0	0	0	0	0	1	0	976	3502	2.61237e-05
VA, Sussex County	0	0	0	0	0	0	1	0	2201	4588	3.42246e-05
VA, Tazewell County	0	0	0	0	0	0	1	0	3433	20656	0.000154086
VA, Virginia Beach city	0	0	0	0	0	0	1	0	7351	182016	0.00135777
VA, Warren County	0	0	0	0	0	0	1	0	1987	16146	0.000120443
VA, Washington County	0	0	0	0	0	0	1	0	3528	25723	0.000191884
VA, Waynesboro city	0	0	0	0	0	0	1	0	887	9946	7.41932e-05
VA, Westmoreland County	0	0	0	0	0	0	1	0	1766	10794	8.0519e-05
VA, Williamsburg city	0	0	0	0	0	0	1	0	394	5078	3.788e-05
VA, Winchester city	0	0	0	0	0	0	1	0	698	11908	8.8829e-05
VA, Wise County	0	0	0	0	0	0	1	0	2969	17815	0.000132893
VA, Wythe County	0	0	0	0	0	0	1	0	2644	14177	0.000105755
VA, York County	0	0	0	0	0	0	1	0	2417	27331	0.000203879
VT, Addison County	0	0	0	1	0	0	0	0	2100	16971	0.000126597
VT, Bennington County	0	0	0	1	0	0	0	0	1924	20922	0.00015607
VT, Caledonia County	0	0	0	1	0	0	0	0	2400	16077	0.000119928
VT, Chittenden County	0	0	0	1	0	0	0	0	3310	67523	0.000503695
VT, Essex County	0	0	0	1	0	0	0	0	1179	5064	3.77755e-05
VT, Franklin County	0	0	0	1	0	0	0	0	2182	21966	0.000163858
VT, Grand Isle County	0	0	0	1	0	0	0	0	456	5117	3.81709e-05
VT, Lamoille County	0	0	0	1	0	0	0	0	1318	13235	9.87278e-05
VT, Orange County	0	0	0	1	0	0	0	0	2196	15061	0.000112349
VT, Orleans County	0	0	0	1	0	0	0	0	2285	16709	0.000124643
VT, Rutland County	0	0	0	1	0	0	0	0	3304	33841	0.000252441
VT, Washington County	0	0	0	1	0	0	0	0	2857	30142	0.000224848
VT, Windham County	0	0	0	1	0	0	0	0	2981	29957	0.000223468
VT, Windsor County	0	0	0	1	0	0	0	0	4088	34227	0.00025532
WA, Adams County	0	0	0	0	1	0	0	0	2073	6313	4.70926e-05
WA, Asotin County	0	0	0	0	1	0	0	0	821	9847	7.34548e-05
WA, Benton County	0	0	0	0	1	0	0	0	4902	72262	0.000539047
WA, Chelan County	0	0	0	0	1	0	0	0	4501	36187	0.000269941
WA, Clallam County	0	0	0	0	1	0	0	0	3439	35879	0.000267643
WA, Clark County	0	0	0	0	1	0	0	0	7205	172874	0.00128957
WA, Columbia County	0	0	0	0	1	0	0	0	793	2113	1.57622e-05
WA, Cowlitz County	0	0	0	0	1	0	0	0	3198	43519	0.000324634
WA, Douglas County	0	0	0	0	1	0	0	0	2372	16278	0.000121428
WA, Ferry County	0	0	0	0	1	0	0	0	2403	4408	3.2882e-05
WA, Franklin County	0	0	0	0	1	0	0	0	2389	26386	0.000196829
WA, Garfield County	0	0	0	0	1	0	0	0	593	1210	9.02615e-06
WA, Grant County	0	0	0	0	1	0	0	0	4833	35534	0.00026507
WA, Grays Harbor County	0	0	0	0	1	0	0	0	5589	35278	0.00026316
WA, Island County	0	0	0	0	1	0	0	0	2075	40711	0.000303687
WA, Jefferson County	0	0	0	0	1	0	0	0	2565	17969	0.000134042
WA, King County	0	0	0	0	1	0	0	0	35838	882655	0.00658426
WA, Kitsap County	0	0	0	0	1	0	0	0	4583	109217	0.000814714
WA, Kittitas County	0	0	0	0	1	0	0	0	4410	22539	0.000168132
WA, Klickitat County	0	0	0	0	1	0	0	0	2236	9958	7.42827e-05
WA, Lewis County	0	0	0	0	1	0	0	0	4288	34113	0.00025447
WA, Lincoln County	0	0	0	0	1	0	0	0	3126	5837	4.35417e-05
WA, Mason County	0	0	0	0	1	0	0	0	2465	32617	0.00024331
WA, Okanogan County	0	0	0	0	1	0	0	0	5536	22452	0.000167483
WA, Pacific County	0	0	0	0	1	0	0	0	2090	15725	0.000117302
WA, Pend Oreille County	0	0	0	0	1	0	0	0	1928	8018	5.98111e-05
WA, Pierce County	0	0	0	0	1	0	0	0	14506	333541	0.00248809
WA, San Juan County	0	0	0	0	1	0	0	0	1077	13728	0.000102405
WA, Skagit County	0	0	0	0	1	0	0	0	4436	52058	0.000388331
WA, Skamania County	0	0	0	0	1	0	0	0	1290	5680	4.23708e-05
WA, Snohomish County	0	0	0	0	1	0	0	0	11307	297178	0.00221683
WA, Spokane County	0	0	0	0	1	0	0	0	14903	207008	0.0015442
WA, Stevens County	0	0	0	0	1	0	0	0	4021	21171	0.000157927
WA, Thurston County	0	0	0	0	1	0	0	0	6097	111716	0.000833356
WA, Wahkiakum County	0	0	0	0	1	0	0	0	843	2087	1.55682e-05
WA, Walla Walla County	0	0	0	0	1	0	0	0	2584	23883	0.000178158
WA, Whatcom County	0	0	0	0	1	0	0	0	6257	92586	0.000690654
WA, Whitman County	0	0	0	0	1	0	0	0	3539	19886	0.000148342
WA, Yakima County	0	0	0	0	1	0	0	0	8463	86393	0.000644459
WI, Adams County	0	0	1	0	0	0	0	0	2267	17419	0.000129939
WI, Ashland County	0	0	1	0	0	0	0	0	2256	9612	7.17018e-05
WI, Barron County	0	0	1	0	0	0	0	0	3381	23717	0.000176919
WI, Bayfield County	0	0	1	0	0	0	0	0	2907	13126	9.79152e-05
WI, Brown County	0	0	1	0	0	0	0	0	5672	107224	0.00079985
WI, Buffalo County	0	0	1	0	0	0	0	0	1927	6687	4.98824e-05
WI, Burnett County	0	0	1	0	0	0	0	0	2225	15326	0.000114326
WI, Calumet County	0	0	1	0	0	0	0	0	2050	20055	0.000149603
WI, Chippewa County	0	0	1	0	0	0	0	0	3712	27689	0.000206549
WI, Clark County	0	0	1	0	0	0	0	0	3265	15067	0.000112394
WI, Columbia County	0	0	1	0	0	0	0	0	4076	26256	0.00019586
WI, Crawford County	0	0	1	0	0	0	0	0	2010	8861	6.60998e-05
WI, Dane County	0	0	1	0	0	0	0	0	12568	222808	0.00166206
WI, Dodge County	0	0	1	0	0	0	0	0	4659	37329	0.00027846
WI, Door County	0	0	1	0	0	0	0	0	2320	24344	0.000181597
WI, Douglas County	0	0	1	0	0	0	0	0	3684	22901	0.000170832
WI, Dunn County	0	0	1	0	0	0	0	0	3021	18090	0.000134944
WI, Eau Claire County	0	0	1	0	0	0	0	0	3530	42997	0.000320741
WI, Florence County	0	0	1	0	0	0	0	0	796	4859	3.62463e-05
WI, Fond du Lac County	0	0	1	0	0	0	0	0	4375	44505	0.00033199
WI, Forest County	0	0	1	0	0	0	0	0	1734	9081	6.77407e-05
WI, Grant County	0	0	1	0	0	0	0	0	4007	21783	0.000162493
WI, Green County	0	0	1	0	0	0	0	0	2582	15858	0.000118295
WI, Green Lake County	0	0	1	0	0	0	0	0	1574	10647	7.94228e-05
WI, Iowa County	0	0	1	0	0	0	0	0	2258	10760	8.02653e-05
WI, Iron County	0	0	1	0	0	0	0	0	1506	6000	4.47576e-05
WI, Jackson County	0	0	1	0	0	0	0	0	2427	9772	7.28956e-05
WI, Jefferson County	0	0	1	0	0	0	0	0	3375	35294	0.00026328
WI, Juneau County	0	0	1	0	0	0	0	0	2989	14790	0.000110328
WI, Kenosha County	0	0	1	0	0	0	0	0	4182	69627	0.00051939
WI, Kewaunee County	0	0	1	0	0	0	0	0	1213	9351	6.97549e-05
WI, La Crosse County	0	0	1	0	0	0	0	0	4145	49247	0.000367363
WI, Lafayette County	0	0	1	0	0	0	0	0	2011	7238	5.39927e-05
WI, Langlade County	0	0	1	0	0	0	0	0	1885	12387	9.2402e-05
WI, Lincoln County	0	0	1	0	0	0	0	0	2415	16874	0.000125874
WI, Manitowoc County	0	0	1	0	0	0	0	0	3706	37207	0.00027755
WI, Marathon County	0	0	1	0	0	0	0	0	6083	58358	0.000435328
WI, Marinette County	0	0	1	0	0	0	0	0	4539	30384	0.000226653
WI, Marquette County	0	0	1	0	0	0	0	0	1753	9866	7.35964e-05
WI, Menominee County	0	0	1	0	0	0	0	0	1158	2223	1.65827e-05
WI, Milwaukee County	0	0	1	0	0	0	0	0	13231	417371	0.00311343
WI, Monroe County	0	0	1	0	0	0	0	0	3777	19518	0.000145597
WI, Oconto County	0	0	1	0	0	0	0	0	3160	23696	0.000176763
WI, Oneida County	0	0	1	0	0	0	0	0	4627	30450	0.000227145
WI, Outagamie County	0	0	1	0	0	0	0	0	5151	75136	0.000560485
WI, Ozaukee County	0	0	1	0	0	0	0	0	2413	36706	0.000273813
WI, Pepin County	0	0	1	0	0	0	0	0	600	3612	2.69441e-05
WI, Pierce County	0	0	1	0	0	0	0	0	2056	16293	0.00012154
WI, Polk County	0	0	1	0	0	0	0	0	3256	24283	0.000181142
WI, Portage County	0	0	1	0	0	0	0	0	4226	30374	0.000226578
WI, Price County	0	0	1	0	0	0	0	0	2283	11029	8.22718e-05
WI, Racine County	0	0	1	0	0	0	0	0	4122	82333	0.00061417
WI, Richland County	0	0	1	0	0	0	0	0	1910	8873	6.61893e-05
WI, Rock County	0	0	1	0	0	0	0	0	5479	68463	0.000510707
WI, Rusk County	0	0	1	0	0	0	0	0	2318	8998	6.71213e-05
WI, Sauk County	0	0	1	0	0	0	0	0	4799	29864	0.000222774
WI, Sawyer County	0	0	1	0	0	0	0	0	3104	16193	0.000120793
WI, Shawano County	0	0	1	0	0	0	0	0	2995	20714	0.000154518
WI, Sheboygan County	0	0	1	0	0	0	0	0	4727	50642	0.00037777
WI, St. Croix County	0	0	1	0	0	0	0	0	3159	34695	0.000258811
WI, Taylor County	0	0	1	0	0	0	0	0	1875	10594	7.90272e-05
WI, Trempealeau County	0	0	1	0	0	0	0	0	4450	12819	9.56246e-05
WI, Vernon County	0	0	1	0	0	0	0	0	2538	13807	0.000102995
WI, Vilas County	0	0	1	0	0	0	0	0	4329	25418	0.000189608
WI, Walworth County	0	0	1	0	0	0	0	0	4670	51704	0.000385692
WI, Washburn County	0	0	1	0	0	0	0	0	2879	13066	9.74675e-05
WI, Washington County	0	0	1	0	0	0	0	0	3285	55528	0.000414218
WI, Waukesha County	0	0	1	0	0	0	0	0	10153	162740	0.00121398
WI, Waupaca County	0	0	1	0	0	0	0	0	3886	25456	0.000189892
WI, Waushara County	0	0	1	0	0	0	0	0	1914	14914	0.000111252
WI, Winnebago County	0	0	1	0	0	0	0	0	5620	74276	0.00055407
WI, Wood County	0	0	1	0	0	0	0	0	3861	34413	0.000256708
WV, Barbour County	0	0	0	0	0	0	1	0	1662	7843	5.85057e-05
WV, Berkeley County	0	0	0	0	0	0	1	0	2749	46312	0.000345469
WV, Boone County	0	0	0	0	0	0	1	0	2282	11019	8.21975e-05
WV, Braxton County	0	0	0	0	0	0	1	0	2233	7374	5.50073e-05
WV, Brooke County	0	0	0	0	0	0	1	0	1207	10906	8.13545e-05
WV, Cabell County	0	0	0	0	0	0	1	0	3301	46414	0.000346231
WV, Calhoun County	0	0	0	0	0	0	1	0	998	3950	2.94656e-05
WV, Clay County	0	0	0	0	0	0	1	0	1111	4584	3.41949e-05
WV, Doddridge County	0	0	0	0	0	0	1	0	933	3931	2.93236e-05
WV, Fayette County	0	0	0	0	0	0	1	0	3885	21510	0.000160456
WV, Gilmer County	0	0	0	0	0	0	1	0	1262	3466	2.5855e-05
WV, Grant County	0	0	0	0	0	0	1	0	1332	6486	4.83831e-05
WV, Greenbrier County	0	0	0	0	0	0	1	0	4369	19109	0.000142546
WV, Hampshire County	0	0	0	0	0	0	1	0	2402	13785	0.000102831
WV, Hancock County	0	0	0	0	0	0	1	0	1265	14441	0.000107724
WV, Hardy County	0	0	0	0	0	0	1	0	1662	8142	6.07361e-05
WV, Harrison County	0	0	0	0	0	0	1	0	4644	31539	0.000235269
WV, Jackson County	0	0	0	0	0	0	1	0	2544	13266	9.89592e-05
WV, Jefferson County	0	0	0	0	0	0	1	0	1868	22573	0.000168386
WV, Kanawha County	0	0	0	0	0	0	1	0	11503	92454	0.000689672
WV, Lewis County	0	0	0	0	0	0	1	0	2006	7923	5.91025e-05
WV, Lincoln County	0	0	0	0	0	0	1	0	1709	9820	7.32534e-05
WV, Logan County	0	0	0	0	0	0	1	0	2688	16716	0.000124695
WV, Marion County	0	0	0	0	0	0	1	0	3480	26346	0.000196531
WV, Marshall County	0	0	0	0	0	0	1	0	2196	15829	0.000118078
