Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
Single-Family Attached	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	30	4516.92	3.82184e-05
Single-Family Attached	Non-Ducted Heating	PA	1980-99	0.565428	0	0	0	0.103651	0.330922	11	28392.9	0.000279906
Single-Family Attached	None	PA	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	5.50325e-06
Single-Family Attached	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	12	5220.64	0.000102412
Single-Family Attached	Ducted Heating	PA	2000-09	0.936839	0	0	0	0	0.063161	13	77891	0.00042355
Single-Family Attached	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	30	0	0
Single-Family Attached	Non-Ducted Heating	PA	2000-09	0.326035	0	0	0	0.0899287	0.584037	14	5486.63	5.28321e-05
Single-Family Attached	None	PA	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	2.05795e-06
Single-Family Attached	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	15	0	1.35864e-05
Single-Family Attached	Ducted Heating	PA	2010s	0.921927	0	0	0	0.0780732	0	19	33465.5	0.000186842
Single-Family Attached	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	30	5379.29	1.41836e-05
Single-Family Attached	Non-Ducted Heating	PA	2010s	0.38074	0	0	0	0.116941	0.502318	19	0	2.02266e-05
Single-Family Attached	None	PA	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	2.24163e-07
Single-Family Attached	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	67	6992.11	3.24583e-05
Single-Family Attached	Ducted Heating	PA	<1940	0.429003	0	0	0	0.140607	0.430391	22	140418	0.00155878
Single-Family Attached	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	30	6099.29	4.87447e-05
Single-Family Attached	Non-Ducted Heating	PA	<1940	0.098378	0	0	0	0.055796	0.845826	20	142368	0.00145621
Single-Family Attached	None	PA	<1940	0.24175	0	0	0	0.519473	0.238777	77	5697.8	6.22183e-06
Single-Family Detached	Ducted Heat Pump	PA	1940-59	0	1	0	0	0	0	67	16305.5	0.000114661
Single-Family Detached	Ducted Heating	PA	1940-59	0.67885	0	0	0	0.0556969	0.265453	110	563504	0.00393874
Single-Family Detached	Non-Ducted Heat Pump	PA	1940-59	0	0	0	1	0	0	30	2038.77	8.86763e-06
Single-Family Detached	Non-Ducted Heating	PA	1940-59	0.245087	0	0	0	0.144721	0.610192	53	214616	0.00153324
Single-Family Detached	None	PA	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	7.39153e-06
Single-Family Detached	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	15	106738	0.000609772
Single-Family Detached	Ducted Heating	PA	1960-79	0.790732	0	0	0	0.0425826	0.166685	52	390006	0.00304661
Single-Family Detached	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	30	7647.06	5.26853e-05
Single-Family Detached	Non-Ducted Heating	PA	1960-79	0.294168	0	0	0	0.116858	0.588974	30	235014	0.00165954
Single-Family Detached	None	PA	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	1.05161e-05
Single-Family Detached	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	10	68229.7	0.0007264
Single-Family Detached	Ducted Heating	PA	1980-99	0.80455	0	0	0	0.0991777	0.0962722	36	262306	0.00232033
Single-Family Detached	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	30	8892.69	0.000157525
Single-Family Detached	Non-Ducted Heating	PA	1980-99	0.427703	0	0	0	0.189564	0.382732	22	165401	0.00132222
Single-Family Detached	None	PA	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	1.37533e-05
Single-Family Detached	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	11	58737.3	0.000363856
Single-Family Detached	Ducted Heating	PA	2000-09	0.894877	0	0	0	0.0487935	0.0563292	21	144292	0.00137298
Single-Family Detached	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	30	0	0
Single-Family Detached	Non-Ducted Heating	PA	2000-09	0.185154	0	0	0	0.123721	0.691124	10	39679.1	0.000339819
Single-Family Detached	None	PA	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	9.36874e-06
Single-Family Detached	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	15	15771.2	3.80223e-05
Single-Family Detached	Ducted Heating	PA	2010s	0.904174	0	0	0	0.0468682	0.048958	20	97690.7	0.0004242
Single-Family Detached	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	30	0	3.96937e-05
Single-Family Detached	Non-Ducted Heating	PA	2010s	0.38074	0	0	0	0.116941	0.502318	19	4782.74	5.90854e-05
Single-Family Detached	None	PA	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	5.60396e-06
Single-Family Detached	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	67	5478.89	2.73146e-05
Single-Family Detached	Ducted Heating	PA	<1940	0.572506	0	0	0	0.105884	0.32161	59	404528	0.00330886
Single-Family Detached	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	30	5268.65	2.62665e-05
Single-Family Detached	Non-Ducted Heating	PA	<1940	0.178725	0	0	0	0.215563	0.605712	39	271197	0.00224969
Single-Family Detached	None	PA	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	1.03569e-05
Mobile Home	Ducted Heat Pump	RI	1940-59	0	1	0	0	0	0	67	0	3.11543e-08
Mobile Home	Ducted Heating	RI	1940-59	0.325343	0	0	0	0.103721	0.570937	261	0	1.74786e-06
Mobile Home	Non-Ducted Heat Pump	RI	1940-59	0	0	0	1	0	0	30	0	1.83636e-08
Mobile Home	Non-Ducted Heating	RI	1940-59	0.210466	0	0	0	0.146267	0.643267	181	0	9.42296e-07
Mobile Home	None	RI	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	0
Mobile Home	Ducted Heat Pump	RI	1960-79	0	1	0	0	0	0	20	0	1.69729e-07
Mobile Home	Ducted Heating	RI	1960-79	0.298215	0	0	0	0.41826	0.283525	13	2034.23	5.96709e-06
Mobile Home	Non-Ducted Heat Pump	RI	1960-79	0	0	0	1	0	0	30	0	6.96671e-08
Mobile Home	Non-Ducted Heating	RI	1960-79	0.239349	0	0	0	0.125151	0.6355	124	0	4.94206e-06
Mobile Home	None	RI	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	3.80426e-07
Mobile Home	Ducted Heat Pump	RI	1980-99	0	1	0	0	0	0	21	0	2.94948e-07
Mobile Home	Ducted Heating	RI	1980-99	0.303633	0	0	0	0.153247	0.54312	21	2183.18	8.19947e-06
Mobile Home	Non-Ducted Heat Pump	RI	1980-99	0	0	0	1	0	0	30	0	1.46377e-07
Mobile Home	Non-Ducted Heating	RI	1980-99	0.181234	0	0	0	0.312275	0.506492	115	0	4.20301e-06
Mobile Home	None	RI	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	1.41163e-07
Mobile Home	Ducted Heat Pump	RI	2000-09	0	1	0	0	0	0	19	0	2.75895e-07
Mobile Home	Ducted Heating	RI	2000-09	0.700011	0	0	0	0.0749895	0.225	91	1960.96	3.98859e-06
Mobile Home	Non-Ducted Heat Pump	RI	2000-09	0	0	0	1	0	0	30	0	0
Mobile Home	Non-Ducted Heating	RI	2000-09	0.32113	0	0	0	0.299973	0.378896	38	0	1.1111e-06
Mobile Home	None	RI	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	0
Mobile Home	Ducted Heat Pump	RI	2010s	0	1	0	0	0	0	19	0	7.85038e-09
Mobile Home	Ducted Heating	RI	2010s	0.834446	0	0	0	0.0739751	0.0915788	57	0	4.71417e-07
Mobile Home	Non-Ducted Heat Pump	RI	2010s	0	0	0	1	0	0	30	0	8.19548e-09
Mobile Home	Non-Ducted Heating	RI	2010s	0.0285145	0	0	0	0.268093	0.703392	20	0	1.07352e-07
Mobile Home	None	RI	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	3.35864e-09
Mobile Home	Ducted Heat Pump	RI	<1940	0	1	0	0	0	0	67	0	4.31309e-09
Mobile Home	Ducted Heating	RI	<1940	0.348966	0	0	0	0.155129	0.495905	165	0	7.68557e-07
Mobile Home	Non-Ducted Heat Pump	RI	<1940	0	0	0	1	0	0	30	0	8.36671e-09
Mobile Home	Non-Ducted Heating	RI	<1940	0.116844	0	0	0	0.173399	0.709757	139	0	5.92208e-07
Mobile Home	None	RI	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	3.89561e-09
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	1940-59	0	1	0	0	0	0	17	871.472	2.29768e-06
Multi-Family with 2 - 4 Units	Ducted Heating	RI	1940-59	0.0867029	0	0	0	0.21666	0.696637	35	2544.6	4.48331e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	1940-59	0	0	0	1	0	0	16	0	6.26384e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	1940-59	0.0855249	0	0	0	0.196866	0.717609	57	8905.99	8.43601e-05
Multi-Family with 2 - 4 Units	None	RI	1940-59	0.349729	0	0	0	0.430406	0.219865	11	0	2.33192e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	1960-79	0	1	0	0	0	0	43	0	1.4836e-06
Multi-Family with 2 - 4 Units	Ducted Heating	RI	1960-79	0.0709597	0	0	0	0.237371	0.691669	22	6601.04	5.04451e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	1960-79	0	0	0	1	0	0	16	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	1960-79	0.0306303	0	0	0	0.115911	0.853458	20	20559.3	4.86323e-05
Multi-Family with 2 - 4 Units	None	RI	1960-79	0.349729	0	0	0	0.430406	0.219865	11	0	1.78314e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	1980-99	0	1	0	0	0	0	11	0	4.10706e-07
Multi-Family with 2 - 4 Units	Ducted Heating	RI	1980-99	0.281028	0	0	0	0.160663	0.558309	25	9350.96	3.15465e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	1980-99	0	0	0	1	0	0	16	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	1980-99	0	0	0	0	0.589027	0.410973	10	0	4.13816e-05
Multi-Family with 2 - 4 Units	None	RI	1980-99	0.349729	0	0	0	0.430406	0.219865	11	0	1.11903e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	2000-09	0	1	0	0	0	0	43	0	0
Multi-Family with 2 - 4 Units	Ducted Heating	RI	2000-09	0.703982	0	0	0	0.0369779	0.259041	11	0	1.36669e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	2000-09	0	0	0	1	0	0	10	0	2.18256e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	2000-09	0.333596	0	0	0	0.111921	0.554482	19	0	6.06231e-06
Multi-Family with 2 - 4 Units	None	RI	2000-09	0.349729	0	0	0	0.430406	0.219865	11	0	9.02801e-08
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	2010s	0	1	0	0	0	0	43	0	1.79425e-07
Multi-Family with 2 - 4 Units	Ducted Heating	RI	2010s	0.698741	0	0	0	0	0.301259	17	0	6.38758e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	2010s	0	0	0	1	0	0	10	0	1.00661e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	2010s	0.343655	0	0	0	0.238146	0.418199	10	0	7.56733e-07
Multi-Family with 2 - 4 Units	None	RI	2010s	0.349729	0	0	0	0.430406	0.219865	11	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	<1940	0	1	0	0	0	0	17	2252.08	5.22856e-06
Multi-Family with 2 - 4 Units	Ducted Heating	RI	<1940	0.0892414	0	0	0	0.223004	0.687755	34	6575.83	0.000203848
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	<1940	0	0	0	1	0	0	16	0	2.8654e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	<1940	0.139096	0	0	0	0.262339	0.598565	50	13284.2	0.000253435
Multi-Family with 2 - 4 Units	None	RI	<1940	0.349729	0	0	0	0.430406	0.219865	11	0	8.45718e-07
Multi-Family with 5+ Units	Ducted Heat Pump	RI	1940-59	0	1	0	0	0	0	17	0	3.68687e-06
Multi-Family with 5+ Units	Ducted Heating	RI	1940-59	0.188446	0	0	0	0.25782	0.553734	25	5157.18	1.9199e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	1940-59	0	0	0	1	0	0	16	0	8.1511e-07
Multi-Family with 5+ Units	Non-Ducted Heating	RI	1940-59	0.0337754	0	0	0	0.156337	0.809887	31	12670.4	3.59263e-05
Multi-Family with 5+ Units	None	RI	1940-59	0.349729	0	0	0	0.430406	0.219865	11	0	4.50772e-07
Multi-Family with 5+ Units	Ducted Heat Pump	RI	1960-79	0	1	0	0	0	0	43	0	4.70872e-06
Multi-Family with 5+ Units	Ducted Heating	RI	1960-79	0.362579	0	0	0	0	0.637421	18	8289.61	7.06906e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	1960-79	0	0	0	1	0	0	16	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	RI	1960-79	0.123559	0	0	0	0.213998	0.662443	39	11465.5	0.000121622
Multi-Family with 5+ Units	None	RI	1960-79	0.349729	0	0	0	0.430406	0.219865	11	0	8.37705e-07
Multi-Family with 5+ Units	Ducted Heat Pump	RI	1980-99	0	1	0	0	0	0	11	5262.68	1.75352e-06
Multi-Family with 5+ Units	Ducted Heating	RI	1980-99	0.247041	0	0	0	0.147609	0.605349	18	2585.9	5.92363e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	1980-99	0	0	0	1	0	0	16	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	RI	1980-99	0.089355	0	0	0	0.121679	0.788966	32	7781.17	8.01883e-05
Multi-Family with 5+ Units	None	RI	1980-99	0.349729	0	0	0	0.430406	0.219865	11	0	2.61158e-06
Multi-Family with 5+ Units	Ducted Heat Pump	RI	2000-09	0	1	0	0	0	0	43	0	0
Multi-Family with 5+ Units	Ducted Heating	RI	2000-09	0.703982	0	0	0	0.0369779	0.259041	11	2183.68	2.36866e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	2000-09	0	0	0	1	0	0	10	0	1.02592e-06
Multi-Family with 5+ Units	Non-Ducted Heating	RI	2000-09	0.333596	0	0	0	0.111921	0.554482	19	0	1.59145e-05
Multi-Family with 5+ Units	None	RI	2000-09	0.349729	0	0	0	0.430406	0.219865	11	0	0
Multi-Family with 5+ Units	Ducted Heat Pump	RI	2010s	0	1	0	0	0	0	43	0	7.05871e-07
Multi-Family with 5+ Units	Ducted Heating	RI	2010s	0.853721	0	0	0	0	0.146279	14	4485.71	6.19584e-06
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	2010s	0	0	0	1	0	0	10	0	3.96007e-07
Multi-Family with 5+ Units	Non-Ducted Heating	RI	2010s	0.343655	0	0	0	0.238146	0.418199	10	0	2.15278e-06
Multi-Family with 5+ Units	None	RI	2010s	0.349729	0	0	0	0.430406	0.219865	11	0	8.62659e-08
Multi-Family with 5+ Units	Ducted Heat Pump	RI	<1940	0	1	0	0	0	0	17	0	8.28133e-06
Multi-Family with 5+ Units	Ducted Heating	RI	<1940	0.20371	0	0	0	0.409195	0.387095	21	5340.31	7.24825e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	<1940	0	0	0	1	0	0	16	0	5.1606e-06
Multi-Family with 5+ Units	Non-Ducted Heating	RI	<1940	0.069371	0	0	0	0.21369	0.716939	24	11099.4	6.97193e-05
Multi-Family with 5+ Units	None	RI	<1940	0.349729	0	0	0	0.430406	0.219865	11	0	1.42377e-06
Single-Family Attached	Ducted Heat Pump	RI	1940-59	0	1	0	0	0	0	67	0	2.46027e-07
Single-Family Attached	Ducted Heating	RI	1940-59	0.373286	0	0	0	0.0295298	0.597185	20	302.153	5.66193e-06
Single-Family Attached	Non-Ducted Heat Pump	RI	1940-59	0	0	0	1	0	0	30	0	1.80943e-07
Single-Family Attached	Non-Ducted Heating	RI	1940-59	0.182638	0	0	0	0.271685	0.545677	17	2201.91	3.51669e-06
Single-Family Attached	None	RI	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	5.03793e-08
Single-Family Attached	Ducted Heat Pump	RI	1960-79	0	1	0	0	0	0	20	0	8.39236e-07
Single-Family Attached	Ducted Heating	RI	1960-79	0.396851	0	0	0	0.0995252	0.503624	156	0	8.53935e-06
Single-Family Attached	Non-Ducted Heat Pump	RI	1960-79	0	0	0	1	0	0	30	0	2.99921e-07
Single-Family Attached	Non-Ducted Heating	RI	1960-79	0.248024	0	0	0	0.114894	0.637082	120	0	7.10154e-06
Single-Family Attached	None	RI	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	0
Single-Family Attached	Ducted Heat Pump	RI	1980-99	0	1	0	0	0	0	21	0	3.69123e-06
Single-Family Attached	Ducted Heating	RI	1980-99	0.711789	0	0	0	0	0.288211	34	1109.39	3.21882e-05
Single-Family Attached	Non-Ducted Heat Pump	RI	1980-99	0	0	0	1	0	0	30	0	9.12876e-08
Single-Family Attached	Non-Ducted Heating	RI	1980-99	0	0	0	0	0.577354	0.422646	17	982.153	9.44591e-06
Single-Family Attached	None	RI	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	1.8637e-07
Single-Family Attached	Ducted Heat Pump	RI	2000-09	0	1	0	0	0	0	19	0	1.6598e-07
Single-Family Attached	Ducted Heating	RI	2000-09	0.903905	0	0	0	0	0.0960954	15	2155.14	1.79507e-05
Single-Family Attached	Non-Ducted Heat Pump	RI	2000-09	0	0	0	1	0	0	30	0	0
Single-Family Attached	Non-Ducted Heating	RI	2000-09	0.29237	0	0	0	0.312682	0.394948	37	2760.03	2.094e-06
Single-Family Attached	None	RI	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	0
Single-Family Attached	Ducted Heat Pump	RI	2010s	0	1	0	0	0	0	19	0	5.97658e-08
Single-Family Attached	Ducted Heating	RI	2010s	0.721834	0	0	0	0.204855	0.0733109	11	2494.38	6.10805e-06
Single-Family Attached	Non-Ducted Heat Pump	RI	2010s	0	0	0	1	0	0	30	0	6.23931e-08
Single-Family Attached	Non-Ducted Heating	RI	2010s	0.0285145	0	0	0	0.268093	0.703392	20	0	9.7661e-08
Single-Family Attached	None	RI	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	0
Single-Family Attached	Ducted Heat Pump	RI	<1940	0	1	0	0	0	0	67	0	1.9727e-07
Single-Family Attached	Ducted Heating	RI	<1940	0.589899	0	0	0	0.0466657	0.363435	17	780.833	1.02668e-05
Single-Family Attached	Non-Ducted Heat Pump	RI	<1940	0	0	0	1	0	0	30	0	3.82673e-07
Single-Family Attached	Non-Ducted Heating	RI	<1940	0	0	0	0	0.263063	0.736937	12	1137.22	7.75785e-06
Single-Family Attached	None	RI	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	8.11196e-08
Single-Family Detached	Ducted Heat Pump	RI	1940-59	0	1	0	0	0	0	67	0	2.75981e-06
Single-Family Detached	Ducted Heating	RI	1940-59	0.214553	0	0	0	0.0464788	0.738968	21	27102.5	0.000273112
Single-Family Detached	Non-Ducted Heat Pump	RI	1940-59	0	0	0	1	0	0	30	556.69	1.24638e-06
Single-Family Detached	Non-Ducted Heating	RI	1940-59	0.441725	0	0	0	0.0223147	0.53596	27	24768.3	0.000184263
Single-Family Detached	None	RI	1940-59	0.24175	0	0	0	0.519473	0.238777	77	535.252	2.1212e-07
Single-Family Detached	Ducted Heat Pump	RI	1960-79	0	1	0	0	0	0	20	0	4.98126e-06
Single-Family Detached	Ducted Heating	RI	1960-79	0.525022	0	0	0	0	0.474978	23	39014.8	0.000282578
Single-Family Detached	Non-Ducted Heat Pump	RI	1960-79	0	0	0	1	0	0	30	1483.8	2.4293e-06
Single-Family Detached	Non-Ducted Heating	RI	1960-79	0.125856	0	0	0	0.176714	0.69743	17	28660.1	0.000202141
Single-Family Detached	None	RI	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	1.73308e-07
Single-Family Detached	Ducted Heat Pump	RI	1980-99	0	1	0	0	0	0	21	0	4.85898e-06
Single-Family Detached	Ducted Heating	RI	1980-99	0.612595	0	0	0	0	0.387405	24	43976.6	0.000266501
Single-Family Detached	Non-Ducted Heat Pump	RI	1980-99	0	0	0	1	0	0	30	0	2.41225e-06
Single-Family Detached	Non-Ducted Heating	RI	1980-99	0.202674	0	0	0	0.28377	0.513556	97	10876.8	9.69409e-05
Single-Family Detached	None	RI	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	5.31511e-07
Single-Family Detached	Ducted Heat Pump	RI	2000-09	0	1	0	0	0	0	19	0	2.05181e-06
Single-Family Detached	Ducted Heating	RI	2000-09	0.717116	0	0	0	0.06532	0.217564	67	10742.8	9.83356e-05
Single-Family Detached	Non-Ducted Heat Pump	RI	2000-09	0	0	0	1	0	0	30	0	0
Single-Family Detached	Non-Ducted Heating	RI	2000-09	0.340715	0	0	0	0.29964	0.359645	30	1837.48	2.6268e-05
Single-Family Detached	None	RI	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	5.77292e-08
Single-Family Detached	Ducted Heat Pump	RI	2010s	0	1	0	0	0	0	19	0	3.6426e-07
Single-Family Detached	Ducted Heating	RI	2010s	0.873323	0	0	0	0.0296938	0.0969833	44	5876.34	2.30432e-05
Single-Family Detached	Non-Ducted Heat Pump	RI	2010s	0	0	0	1	0	0	30	0	3.80273e-07
Single-Family Detached	Non-Ducted Heating	RI	2010s	0.030037	0	0	0	0.282408	0.687555	19	0	5.31038e-06
Single-Family Detached	None	RI	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	1.97253e-07
Single-Family Detached	Ducted Heat Pump	RI	<1940	0	1	0	0	0	0	67	0	1.32743e-06
Single-Family Detached	Ducted Heating	RI	<1940	0.254246	0	0	0	0.175111	0.570643	12	18590.1	0.00014334
Single-Family Detached	Non-Ducted Heat Pump	RI	<1940	0	0	0	1	0	0	30	1438.62	2.57501e-06
Single-Family Detached	Non-Ducted Heating	RI	<1940	0.1559	0	0	0	0.0422164	0.801884	22	34476.9	0.000260094
Single-Family Detached	None	RI	<1940	0.24175	0	0	0	0.519473	0.238777	77	1383.21	6.9297e-07
Mobile Home	Ducted Heat Pump	SC	1940-59	0	1	0	0	0	0	66	0	7.09515e-06
Mobile Home	Ducted Heating	SC	1940-59	0.823196	0	0	0	0.0376575	0.139147	281	0	9.39975e-06
Mobile Home	Non-Ducted Heat Pump	SC	1940-59	0	0	0	1	0	0	35	7878.44	3.76408e-07
Mobile Home	Non-Ducted Heating	SC	1940-59	0.413568	0	0	0	0.101783	0.484649	98	0	4.17033e-06
Mobile Home	None	SC	1940-59	0.64578	0	0	0	0.169416	0.184805	12	0	6.69645e-07
Mobile Home	Ducted Heat Pump	SC	1960-79	0	1	0	0	0	0	15	28511.8	0.000194525
Mobile Home	Ducted Heating	SC	1960-79	0.655676	0	0	0	0.067396	0.276928	17	14539.1	0.000175708
Mobile Home	Non-Ducted Heat Pump	SC	1960-79	0	0	0	1	0	0	10	0	1.93334e-06
Mobile Home	Non-Ducted Heating	SC	1960-79	0.0542436	0	0	0	0.159387	0.78637	10	7613.51	6.34627e-05
Mobile Home	None	SC	1960-79	0.950053	0	0	0	0	0.0499471	28	0	1.72421e-06
Mobile Home	Ducted Heat Pump	SC	1980-99	0	1	0	0	0	0	11	79241.4	0.00106497
Mobile Home	Ducted Heating	SC	1980-99	0.538132	0	0	0	0.16115	0.300718	36	52226.5	0.00045259
Mobile Home	Non-Ducted Heat Pump	SC	1980-99	0	0	0	1	0	0	13	0	0
Mobile Home	Non-Ducted Heating	SC	1980-99	0.21068	0	0	0	0.122392	0.666927	21	29851.4	0.000166454
Mobile Home	None	SC	1980-99	0.915753	0	0	0	0.0295389	0.0547081	44	0	1.09251e-05
Mobile Home	Ducted Heat Pump	SC	2000-09	0	1	0	0	0	0	14	12809.3	0.000179629
Mobile Home	Ducted Heating	SC	2000-09	0.702495	0	0	0	0.198231	0.0992737	15	31906.4	0.000159595
Mobile Home	Non-Ducted Heat Pump	SC	2000-09	0	0	0	1	0	0	35	0	0
Mobile Home	Non-Ducted Heating	SC	2000-09	0.782953	0	0	0	0.0328618	0.184185	27	6928.42	4.46339e-05
Mobile Home	None	SC	2000-09	0.968696	0	0	0	0.0313038	0	27	0	1.34358e-06
Mobile Home	Ducted Heat Pump	SC	2010s	0	1	0	0	0	0	10	6777.66	6.36059e-05
Mobile Home	Ducted Heating	SC	2010s	0.940417	0	0	0	0.0465636	0.0130195	158	6384.62	4.69098e-05
Mobile Home	Non-Ducted Heat Pump	SC	2010s	0	0	0	1	0	0	35	0	9.48137e-06
Mobile Home	Non-Ducted Heating	SC	2010s	0.797705	0	0	0	0.0572044	0.145091	34	0	9.06374e-07
Mobile Home	None	SC	2010s	0.99354	0	0	0	0.00645994	0	16	0	1.38547e-06
Mobile Home	Ducted Heat Pump	SC	<1940	0	1	0	0	0	0	27	0	2.54294e-06
Mobile Home	Ducted Heating	SC	<1940	0.832148	0	0	0	0.0515955	0.116257	150	0	3.34287e-06
Mobile Home	Non-Ducted Heat Pump	SC	<1940	0	0	0	1	0	0	35	0	3.98115e-07
Mobile Home	Non-Ducted Heating	SC	<1940	0.228981	0	0	0	0.154184	0.616835	69	0	2.56877e-06
Mobile Home	None	SC	<1940	0.590941	0	0	0	0.2541	0.154959	12	0	2.19791e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	SC	1940-59	0	1	0	0	0	0	25	2150.96	1.85797e-05
Multi-Family with 2 - 4 Units	Ducted Heating	SC	1940-59	0.489581	0	0	0	0.171499	0.33892	13	0	2.81775e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	SC	1940-59	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	SC	1940-59	0.424094	0	0	0	0	0.575906	11	0	3.06804e-05
Multi-Family with 2 - 4 Units	None	SC	1940-59	0.849495	0	0	0	0.085747	0.0647577	102	0	1.39555e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	SC	1960-79	0	1	0	0	0	0	28	11724	5.80012e-05
Multi-Family with 2 - 4 Units	Ducted Heating	SC	1960-79	0.82474	0	0	0	0.0931341	0.0821257	26	11797.7	0.000113871
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	SC	1960-79	0	0	0	1	0	0	14	0	1.06723e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heating	SC	1960-79	0.478127	0	0	0	0.292378	0.229496	10	8430.56	4.82091e-05
Multi-Family with 2 - 4 Units	None	SC	1960-79	0.717095	0	0	0	0.138197	0.144707	21	0	8.59371e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	SC	1980-99	0	1	0	0	0	0	14	11316.1	0.000144062
Multi-Family with 2 - 4 Units	Ducted Heating	SC	1980-99	0.963421	0	0	0	0	0.0365794	19	23418.5	0.000101341
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	SC	1980-99	0	0	0	1	0	0	14	0	5.15852e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	SC	1980-99	0.812982	0	0	0	0.0841135	0.102905	26	0	3.28653e-05
