Dependency=Geometry Building Type ACS	Dependency=PUMA	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	source_count	source_weight	sampling_probability
2 Unit	UT, 11001	0.0808824	0.0625	0.0419118	0.0669118	0.283824	0.142647	0.203676	0.0264706	0.0911765	47	1360	9.70475e-06
20 to 49 Unit	UT, 11001	0	0.0193721	0	0	0.162993	0.162325	0.319305	0.146961	0.189045	41	1497	1.06824e-05
3 or 4 Unit	UT, 11001	0.00392157	0.00855615	0.0210339	0.0320856	0.301961	0.139037	0.212121	0.145455	0.135829	83	2805	2.00161e-05
5 to 9 Unit	UT, 11001	0	0	0	0.0105519	0.0917208	0.25487	0.237013	0.224026	0.181818	40	1232	8.79135e-06
50 or more Unit	UT, 11001	0	0	0	0	0.217959	0.188571	0.179592	0.0204082	0.393469	46	1225	8.74144e-06
Mobile Home	UT, 11001	0	0	0.00836383	0.0386827	0.279665	0.121798	0.37794	0.159435	0.014114	71	1913	1.36509e-05
Single-Family Attached	UT, 11001	0.0064836	0.00991609	0.00495805	0.0385202	0.106026	0.106407	0.132342	0.2746	0.320748	146	2622	1.87102e-05
Single-Family Detached	UT, 11001	0.0216889	0.0278723	0.0495799	0.0686376	0.1347	0.12628	0.212002	0.267653	0.0915857	2342	53207	0.000379677
10 to 19 Unit	UT, 11002	0	0	0	0	0.195122	0.0941968	0.171573	0.362489	0.176619	32	1189	8.46248e-06
2 Unit	UT, 11002	0	0.0168269	0.216346	0.18149	0.326923	0.171875	0	0.0180288	0.0685096	25	832	5.92158e-06
20 to 49 Unit	UT, 11002	0	0.0186335	0.0230701	0.014197	0.0922804	0.204969	0.107365	0.079858	0.459627	36	1127	8.02119e-06
3 or 4 Unit	UT, 11002	0.00615655	0.105541	0.0637643	0.0325418	0.372032	0.0576077	0.14292	0.127968	0.0914688	67	2274	1.61847e-05
5 to 9 Unit	UT, 11002	0.0111111	0	0.0303704	0.148889	0.271111	0.146667	0.0807407	0.144444	0.166667	50	1350	9.60835e-06
50 or more Unit	UT, 11002	0	0	0	0.0525994	0.0611621	0.129664	0.048318	0.198165	0.510092	47	1635	1.16368e-05
Mobile Home	UT, 11002	0.0236111	0.0208333	0	0	0.411111	0.368056	0.15	0.0263889	0	19	720	5.12445e-06
Single-Family Attached	UT, 11002	0.0061394	0.0126399	0.0184182	0.020585	0.128927	0.154568	0.133622	0.314554	0.210545	131	2769	1.97078e-05
Single-Family Detached	UT, 11002	0.0345744	0.0330906	0.120251	0.0960974	0.144474	0.105034	0.159829	0.21659	0.090059	1411	28981	0.000206267
10 to 19 Unit	UT, 13001	0.0376914	0	0	0	0.0647821	0.0170789	0.154299	0.337456	0.388693	56	1698	1.20195e-05
2 Unit	UT, 13001	0.0234114	0.0284281	0.00445931	0.0590858	0.234671	0.194537	0.0451505	0.217391	0.192865	61	1794	1.26991e-05
20 to 49 Unit	UT, 13001	0.0864198	0.0308642	0.0164609	0.0329218	0.12037	0	0.108025	0.353909	0.251029	27	972	6.88041e-06
3 or 4 Unit	UT, 13001	0.0236372	0.0241196	0.0511336	0.0366618	0.220936	0.162084	0.216594	0.122528	0.142306	102	2073	1.4674e-05
5 to 9 Unit	UT, 13001	0.00523218	0.0255069	0.0712884	0.0529758	0.145193	0.135383	0.168084	0.260955	0.135383	58	1529	1.08232e-05
50 or more Unit	UT, 13001	0	0	0	0	0.0774648	0.0950704	0.0492958	0.415493	0.362676	15	284	2.01033e-06
Mobile Home	UT, 13001	0.0138962	0.00222863	0.0207132	0.0553225	0.354221	0.262061	0.168589	0.102517	0.020451	668	7628	5.39958e-05
Single-Family Attached	UT, 13001	0.0356408	0	0.0143934	0.0130226	0.0548321	0.15353	0.224812	0.29952	0.204249	83	1459	1.03277e-05
Single-Family Detached	UT, 13001	0.0935696	0.0552301	0.0623016	0.0595114	0.18207	0.127521	0.124752	0.21566	0.079384	3354	46949	0.000332335
10 to 19 Unit	UT, 21001	0.035225	0.00913242	0.0567515	0.0156556	0.113503	0.274625	0.255708	0.159817	0.0795825	88	1533	1.10796e-05
2 Unit	UT, 21001	0.0554577	0	0.122359	0.0915493	0.126761	0.132042	0.113556	0.224472	0.133803	60	1136	8.21031e-06
20 to 49 Unit	UT, 21001	0.0462216	0	0.00807043	0.0117388	0.194424	0.448276	0.214233	0.0755686	0.00146735	110	1363	9.85094e-06
3 or 4 Unit	UT, 21001	0.0159847	0	0.0409207	0.0338875	0.126598	0.39578	0.205243	0.136829	0.044757	85	1564	1.13036e-05
5 to 9 Unit	UT, 21001	0.0794774	0	0.0348394	0.016331	0.224823	0.241154	0.236799	0.117039	0.0495373	99	1837	1.32767e-05
50 or more Unit	UT, 21001	0	0	0.0200669	0.0819398	0.182274	0.299331	0.198997	0.138796	0.0785953	35	598	4.32198e-06
Mobile Home	UT, 21001	0.00158838	0.00431132	0.007715	0.130701	0.312457	0.244384	0.199682	0.0764693	0.0226912	295	4407	3.18512e-05
Single-Family Attached	UT, 21001	0.0475703	0.0685422	0.00971867	0.030179	0.0762148	0.0746803	0.165729	0.506394	0.0209719	99	1955	1.41295e-05
Single-Family Detached	UT, 21001	0.158251	0.0562765	0.0600716	0.0488438	0.137152	0.114087	0.17874	0.201294	0.0452847	3722	50856	0.000367556
10 to 19 Unit	UT, 35001	0	0	0.0225256	0.0921502	0.290102	0.301024	0.254608	0.0197952	0.0197952	37	1465	1.07657e-05
2 Unit	UT, 35001	0.231023	0.153465	0.0594059	0.0577558	0.179868	0.0759076	0.0561056	0.117162	0.0693069	21	606	4.45323e-06
20 to 49 Unit	UT, 35001	0	0	0.0444234	0	0.23913	0.221172	0.348771	0.0614367	0.0850662	36	1058	7.77481e-06
3 or 4 Unit	UT, 35001	0.014197	0.0363798	0.0337178	0.111801	0.1748	0.149068	0.181899	0.298137	0	38	1127	8.28185e-06
5 to 9 Unit	UT, 35001	0.0260723	0	0.0403701	0.20942	0.302775	0.18587	0.156434	0.079058	0	37	1189	8.73746e-06
50 or more Unit	UT, 35001	0	0.048	0	0.054	0.184	0.128	0.31	0.032	0.244	20	500	3.67428e-06
Mobile Home	UT, 35001	0	0	0	0.0609442	0.102146	0.116738	0.246352	0.163948	0.309871	29	1165	8.5611e-06
Single-Family Attached	UT, 35001	0.0359551	0.023221	0.0419476	0.058427	0.243446	0.114607	0.139326	0.262921	0.0801498	53	1335	9.81035e-06
Single-Family Detached	UT, 35001	0.108157	0.0579217	0.149152	0.06208	0.178763	0.115927	0.111223	0.190146	0.0266297	1028	23808	0.000174955
10 to 19 Unit	UT, 35002	0.216962	0.0864169	0.0358538	0.168007	0.298782	0.069869	0.0482648	0.0344748	0.0413698	170	4351	3.10663e-05
2 Unit	UT, 35002	0.534614	0.0908013	0.183736	0.0708867	0.0782361	0.0308203	0.00877193	0.00213371	0	161	4218	3.01167e-05
20 to 49 Unit	UT, 35002	0.237553	0.0341517	0.0371691	0.156494	0.186806	0.0770813	0.0773556	0.140721	0.0526677	283	7291	5.20582e-05
3 or 4 Unit	UT, 35002	0.401232	0.0477343	0.141443	0.128025	0.155961	0.0796304	0.0239771	0.0219974	0	196	4546	3.24586e-05
5 to 9 Unit	UT, 35002	0.376774	0.0880645	0.0825806	0.182581	0.109355	0.0825806	0.046129	0.0229032	0.00903226	122	3100	2.21341e-05
50 or more Unit	UT, 35002	0.0612055	0.0098449	0.042816	0.168664	0.113774	0.131977	0.106158	0.127984	0.237578	436	10767	7.68768e-05
Mobile Home	UT, 35002	0.023979	0.00290157	0.00985437	0.046644	0.302529	0.242938	0.234041	0.107686	0.0294263	1880	36532	1.92781e-07
Single-Family Attached	UT, 35002	0.355518	0.0648464	0.114334	0.0779295	0.136519	0.056314	0.0767918	0.0699659	0.0477816	105	1758	1.25522e-05
Single-Family Detached	UT, 35002	0.492932	0.112151	0.153988	0.0584654	0.0664324	0.0272512	0.0464128	0.0296617	0.0127063	1287	24476	0.00017476
10 to 19 Unit	UT, 35003	0	0	0	0.0186916	0.291589	0.0953271	0.252336	0	0.342056	21	535	4.01856e-06
2 Unit	UT, 35003	0.0736434	0	0.244186	0.263566	0.0542636	0.0503876	0.271318	0	0.0426357	13	258	1.93792e-06
20 to 49 Unit	UT, 35003	0	0	0	0.0508197	0.132787	0.14918	0.234426	0.0852459	0.347541	21	610	4.58191e-06
3 or 4 Unit	UT, 35003	0.0166667	0	0	0.2125	0.427778	0.1625	0.109722	0.0277778	0.0430556	28	720	5.40816e-06
5 to 9 Unit	UT, 35003	0	0	0	0	0.320144	0.201439	0.0611511	0.194245	0.223022	17	556	4.17631e-06
50 or more Unit	UT, 35003	0	0	0.0519878	0	0.0917431	0.137615	0.336391	0.259939	0.122324	16	327	2.45621e-06
Mobile Home	UT, 35003	0	0	0.0143266	0.0644699	0.358166	0.153295	0.163324	0.17765	0.0687679	24	698	5.24289e-06
Single-Family Attached	UT, 35003	0	0	0.0788618	0.182114	0.257724	0.104065	0.0552846	0.198374	0.123577	56	1230	9.23893e-06
Single-Family Detached	UT, 35003	0.0164226	0.00805337	0.146737	0.145158	0.326122	0.152185	0.129407	0.0654929	0.010422	1359	25331	0.000190269
10 to 19 Unit	UT, 35004	0	0	0.012106	0.033577	0.135678	0.349246	0.263362	0.128826	0.0772042	131	4378	3.13371e-05
2 Unit	UT, 35004	0.0483772	0.0195958	0.044703	0.0679731	0.266993	0.272505	0.149418	0.0814452	0.0489896	51	1633	1.16888e-05
20 to 49 Unit	UT, 35004	0	0	0.0173776	0.0181675	0.0762243	0.24763	0.189968	0.290284	0.160348	74	2532	1.81237e-05
3 or 4 Unit	UT, 35004	0.012987	0	0.0142045	0.163555	0.193588	0.334416	0.127841	0.0896916	0.0637175	81	2464	1.7637e-05
5 to 9 Unit	UT, 35004	0	0	0.0249605	0.0379147	0.147551	0.349447	0.317536	0.109321	0.0132701	85	3165	2.26547e-05
50 or more Unit	UT, 35004	0.0479821	0	0.0134529	0.0668161	0.0502242	0.159193	0.104484	0.186996	0.370852	84	2230	1.5962e-05
Mobile Home	UT, 35004	0	0	0	0.0262308	0.320823	0.248991	0.304681	0.0835351	0.0157385	78	2478	1.77372e-05
Single-Family Attached	UT, 35004	0	0.00717918	0.0379898	0.0840562	0.300628	0.210888	0.152558	0.172599	0.0341011	133	3343	2.39287e-05
Single-Family Detached	UT, 35004	0.0370121	0.0566718	0.178235	0.126418	0.273745	0.118968	0.123774	0.0625361	0.0226399	930	20804	0.000148912
10 to 19 Unit	UT, 35005	0.00238532	0.00917431	0.0418349	0.146239	0.327339	0.260734	0.117798	0.0713761	0.0231193	179	5450	3.96415e-05
2 Unit	UT, 35005	0.0793756	0.0617735	0.238459	0.250083	0.107273	0.174693	0.0454998	0.0428429	0	99	3011	2.1901e-05
20 to 49 Unit	UT, 35005	0.0153894	0.00461681	0.0224685	0.108649	0.331179	0.256079	0.174207	0.0369344	0.0504771	97	3249	2.36322e-05
3 or 4 Unit	UT, 35005	0.0563426	0.0624598	0.0843529	0.202511	0.34707	0.115583	0.0611719	0.0222151	0.0482936	108	3106	2.2592e-05
5 to 9 Unit	UT, 35005	0.00879336	0.0036639	0.0249145	0.223009	0.421348	0.193698	0.0869565	0.037616	0	151	4094	2.97784e-05
50 or more Unit	UT, 35005	0	0	0.0479943	0.030086	0.239613	0.148997	0.108883	0.202006	0.222421	96	2792	2.03081e-05
Mobile Home	UT, 35005	0	0	0	0.165913	0.337858	0.0935143	0.137255	0.200603	0.0648567	28	663	4.82242e-06
Single-Family Attached	UT, 35005	0.0203357	0.0492253	0.0671401	0.122014	0.309555	0.11572	0.154454	0.138799	0.0227566	270	6196	4.50677e-05
Single-Family Detached	UT, 35005	0.100992	0.119705	0.304628	0.187444	0.101832	0.044851	0.0745182	0.0385197	0.0275101	1695	35696	0.000259641
10 to 19 Unit	UT, 35006	0	0	0.015	0	0.026	0	0.108	0.607	0.244	24	1000	6.45685e-06
2 Unit	UT, 35006	0.158507	0.0639328	0.116289	0.107688	0.183754	0.148108	0.0913045	0.0768501	0.0535662	1142	30579	4.19695e-07
20 to 49 Unit	UT, 35006	0.0418006	0	0	0	0.153055	0.0919614	0	0.360129	0.353055	20	1555	1.00404e-05
3 or 4 Unit	UT, 35006	0.0741469	0.0296285	0.0574633	0.0862058	0.240248	0.173298	0.154475	0.114257	0.0702786	1761	46273	3.3059e-06
5 to 9 Unit	UT, 35006	0.0470645	0.0148442	0.0284892	0.0877062	0.20089	0.196653	0.192042	0.149402	0.0829091	1393	37523	2.16304e-06
50 or more Unit	UT, 35006	0.0298197	0.0082562	0.0265891	0.0653573	0.103177	0.125381	0.155817	0.183482	0.30212	1506	39001	4.82326e-06
Mobile Home	UT, 35006	0.213505	0	0	0	0.317776	0.160874	0.0953327	0.135055	0.0774578	20	1007	6.50204e-06
Single-Family Attached	UT, 35006	0	0.00298507	0.00572139	0.0079602	0.0373134	0.0589552	0.0800995	0.425871	0.381095	114	4020	2.59566e-05
Single-Family Detached	UT, 35006	0.0114404	0.00393264	0.0040399	0.00740052	0.0484788	0.107004	0.25698	0.393515	0.167209	977	27971	0.000180604
10 to 19 Unit	UT, 35007	0	0	0.0235143	0.0158187	0.115434	0.136383	0.224882	0.235143	0.248824	68	2339	1.64673e-05
2 Unit	UT, 35007	0.158507	0.0639328	0.116289	0.107688	0.183754	0.148108	0.0913045	0.0768501	0.0535662	1142	30579	1.16165e-06
20 to 49 Unit	UT, 35007	0.0388693	0	0	0.00647821	0.0706714	0.190813	0.199058	0.189635	0.304476	47	1698	1.19544e-05
3 or 4 Unit	UT, 35007	0.122734	0	0	0	0.121339	0.0543933	0.0627615	0.177127	0.461646	24	717	5.04792e-06
5 to 9 Unit	UT, 35007	0	0	0	0.0512	0.0136	0.2536	0.204	0.1992	0.2784	40	1250	8.80038e-06
50 or more Unit	UT, 35007	0	0	0	0.0089914	0.0684128	0.0582486	0.132134	0.172009	0.560203	80	2558	1.80091e-05
Mobile Home	UT, 35007	0.149462	0	0	0.0322581	0.272043	0.155914	0.0956989	0.264516	0.0301075	28	930	6.5475e-06
Single-Family Attached	UT, 35007	0	0	0	0.0161768	0.0670744	0.10002	0.0605642	0.388637	0.367528	183	5069	3.56873e-05
Single-Family Detached	UT, 35007	0.00932654	0.00634421	0.0156436	0.0228554	0.201903	0.135072	0.26296	0.236959	0.108936	1676	36884	0.000259675
10 to 19 Unit	UT, 35008	0.0272277	0	0.00884017	0.0477369	0.122702	0.332744	0.242574	0.135431	0.082744	93	2828	2.0164e-05
2 Unit	UT, 35008	0.133808	0	0.0696754	0.261283	0.258116	0.126683	0.0965954	0.0427553	0.0110847	45	1263	9.00536e-06
20 to 49 Unit	UT, 35008	0	0	0.015112	0.0354351	0.123502	0.283481	0.208963	0.0786868	0.25482	63	1919	1.36827e-05
3 or 4 Unit	UT, 35008	0	0.00843373	0.0698795	0	0.433735	0.28494	0.106024	0.053012	0.0439759	57	1660	1.1836e-05
5 to 9 Unit	UT, 35008	0	0.0131859	0	0.031476	0.154828	0.375585	0.303275	0.0659294	0.055721	85	2351	1.6763e-05
50 or more Unit	UT, 35008	0.00844091	0	0.031281	0.00595829	0.0978153	0.19861	0.215492	0.220953	0.22145	66	2014	1.43601e-05
Mobile Home	UT, 35008	0	0	0	0.0982368	0.579345	0.108312	0.166247	0.0478589	0	12	397	2.83066e-06
Single-Family Attached	UT, 35008	0.0217702	0	0.00535332	0.0467523	0.229122	0.242684	0.0999286	0.272305	0.0820842	138	2802	1.99787e-05
Single-Family Detached	UT, 35008	0.0140373	0.0303831	0.0833675	0.162118	0.358901	0.137655	0.136761	0.0501918	0.0265852	1335	26857	0.000191494
10 to 19 Unit	UT, 35009	0.0325203	0	0	0	0	0.1	0.358537	0.312195	0.196748	36	1230	8.71687e-06
2 Unit	UT, 35009	0.158507	0.0639328	0.116289	0.107688	0.183754	0.148108	0.0913045	0.0768501	0.0535662	1142	30579	1.09138e-06
20 to 49 Unit	UT, 35009	0.0129496	0	0	0	0	0	0.202878	0.435252	0.348921	31	1390	9.85079e-06
3 or 4 Unit	UT, 35009	0	0	0	0.0418719	0.0394089	0.241379	0.288177	0.204433	0.184729	14	406	2.87728e-06
5 to 9 Unit	UT, 35009	0.025641	0	0	0	0.0954416	0.193732	0.230769	0.155271	0.299145	27	702	4.975e-06
50 or more Unit	UT, 35009	0	0	0	0	0.00788955	0.116371	0.179487	0.142012	0.554241	60	2028	1.43722e-05
Mobile Home	UT, 35009	0.157812	0	0	0	0.201563	0.276562	0.332813	0.03125	0	21	640	4.5356e-06
Single-Family Attached	UT, 35009	0	0	0	0	0.0143885	0.0440647	0.227968	0.42536	0.288219	86	2224	1.57612e-05
Single-Family Detached	UT, 35009	0.0153693	0.00753685	0.0409355	0.0397532	0.24214	0.140282	0.277792	0.200872	0.0353198	1307	27067	0.000191821
10 to 19 Unit	UT, 49001	0.0229446	0	0	0.0382409	0.00892288	0.00573614	0.0344168	0.539834	0.349904	49	1569	1.03682e-05
2 Unit	UT, 49001	0.107046	0.0799458	0.0243902	0	0.100271	0.147696	0.172087	0.195122	0.173442	30	738	4.87681e-06
20 to 49 Unit	UT, 49001	0.0281124	0.0682731	0	0.0722892	0	0	0	0.26506	0.566265	12	249	1.64543e-06
3 or 4 Unit	UT, 49001	0	0	0	0	0.256809	0.040856	0.346304	0.198444	0.157588	22	514	3.39659e-06
5 to 9 Unit	UT, 49001	0	0	0.0318471	0	0.044586	0.0843949	0.261146	0.35828	0.219745	26	628	4.14991e-06
50 or more Unit	UT, 49001	0.0298197	0.0082562	0.0265891	0.0653573	0.103177	0.125381	0.155817	0.183482	0.30212	1506	39001	6.34384e-07
Mobile Home	UT, 49001	0.127237	0	0	0	0.178926	0.298211	0.326044	0.0695825	0	31	503	3.32391e-06
Single-Family Attached	UT, 49001	0.00268998	0	0.00672495	0.00302623	0.00773369	0.0238736	0.108944	0.546066	0.300941	138	2974	1.96527e-05
Single-Family Detached	UT, 49001	0.0558884	0.0230716	0.0249311	0.0191804	0.0619835	0.0319559	0.115461	0.457025	0.210503	1635	29040	0.000191901
10 to 19 Unit	UT, 49002	0	0.00499584	0.00693866	0.0660561	0.114904	0.0718845	0.180405	0.40161	0.153206	133	3603	2.35008e-05
2 Unit	UT, 49002	0.0198702	0.039335	0.100162	0.0632603	0.317113	0.16545	0.18086	0.0571776	0.0567721	91	2466	1.60846e-05
20 to 49 Unit	UT, 49002	0	0	0	0.0112474	0.0480573	0.0915133	0.18865	0.109918	0.550613	73	1956	1.27581e-05
3 or 4 Unit	UT, 49002	0	0.00426583	0.0572519	0.0965424	0.332286	0.169286	0.151774	0.0808262	0.107768	161	4454	2.90514e-05
5 to 9 Unit	UT, 49002	0.0124756	0	0.0140351	0.0584795	0.116179	0.0842105	0.273684	0.243275	0.197661	78	2565	1.67303e-05
50 or more Unit	UT, 49002	0	0.0330424	0.00810474	0.015586	0.0205736	0.0442643	0.163965	0.158978	0.555486	66	1604	1.04622e-05
Mobile Home	UT, 49002	0	0	0	0.0140845	0.320926	0.292757	0.252515	0.0905433	0.0291751	40	994	6.4834e-06
Single-Family Attached	UT, 49002	0.00409326	0.00391529	0.0133476	0.0129916	0.0802634	0.108204	0.292223	0.268553	0.216409	311	5619	3.66502e-05
Single-Family Detached	UT, 49002	0.0378627	0.0374499	0.102471	0.0726292	0.21199	0.13423	0.191997	0.131517	0.0798537	2229	33912	0.000221193
10 to 19 Unit	UT, 49003	0.0118313	0	0.0234053	0.0789609	0.198817	0.261574	0.267233	0.106739	0.0514403	191	3888	2.86018e-05
2 Unit	UT, 49003	0.142799	0.161866	0.0864097	0.126166	0.208114	0.147262	0.10426	0.0231237	0	107	2465	1.81336e-05
20 to 49 Unit	UT, 49003	0.0137868	0.00275735	0.0284926	0.0980392	0.183211	0.198529	0.246936	0.152574	0.075674	150	3264	2.40113e-05
3 or 4 Unit	UT, 49003	0.0572896	0.0280522	0.0679573	0.109048	0.19518	0.274595	0.181351	0.0675622	0.0189648	125	2531	1.86191e-05
5 to 9 Unit	UT, 49003	0.0426024	0.00594452	0.0386394	0.0941215	0.199472	0.222259	0.244386	0.109313	0.0432629	153	3028	2.22752e-05
50 or more Unit	UT, 49003	0.028043	0.00835322	0.0328162	0.073389	0.199284	0.109785	0.227327	0.106205	0.214797	95	1676	1.23294e-05
Mobile Home	UT, 49003	0	0	0	0.0279412	0.232353	0.283824	0.348529	0.107353	0	28	680	5.00237e-06
Single-Family Attached	UT, 49003	0.0809002	0.0799878	0.0635645	0.0507908	0.126825	0.119221	0.268248	0.14781	0.0626521	195	3288	2.41879e-05
Single-Family Detached	UT, 49003	0.104708	0.0746018	0.121542	0.135792	0.158075	0.0845208	0.172115	0.106664	0.041981	899	14316	0.000105314
10 to 19 Unit	UT, 49004	0.0153257	0	0.0868455	0.0063857	0.0613027	0	0.054917	0.413793	0.36143	26	783	5.501e-06
2 Unit	UT, 49004	0.0559306	0.075217	0.0183221	0.0559306	0.201543	0.0559306	0.243009	0.16972	0.124397	58	1037	7.28549e-06
20 to 49 Unit	UT, 49004	0	0	0	0	0.171171	0.0495495	0	0.173423	0.605856	21	444	3.11934e-06
3 or 4 Unit	UT, 49004	0.0106296	0.0261652	0.0490597	0.0752249	0.300899	0.0261652	0.166803	0.207686	0.137367	62	1223	8.59223e-06
5 to 9 Unit	UT, 49004	0	0	0.0269663	0.0247191	0.289888	0	0.485393	0.0808989	0.0921348	20	445	3.12637e-06
50 or more Unit	UT, 49004	0.0298197	0.0082562	0.0265891	0.0653573	0.103177	0.125381	0.155817	0.183482	0.30212	1506	39001	1.43321e-06
Mobile Home	UT, 49004	0	0	0.0319635	0.0167428	0.249619	0.354642	0.321157	0.0258752	0	33	657	4.61578e-06
Single-Family Attached	UT, 49004	0.00792566	0.0101121	0.0281498	0.0117518	0.02651	0.0579393	0.194589	0.487838	0.175184	216	3659	2.57065e-05
Single-Family Detached	UT, 49004	0.0487055	0.0283172	0.0347896	0.0271575	0.100458	0.0688781	0.225539	0.334574	0.13158	2510	37080	0.000260507
10 to 19 Unit	UT, 53001	0	0	0.014681	0.0112931	0.0231508	0.408244	0.168831	0.217956	0.155844	45	1771	1.20581e-05
2 Unit	UT, 53001	0.028754	0.0223642	0.111821	0	0.0792332	0.247284	0.132907	0.196166	0.18147	35	1565	1.06555e-05
20 to 49 Unit	UT, 53001	0	0	0	0.0192308	0.122863	0.247863	0.154915	0.327991	0.127137	25	936	6.3729e-06
3 or 4 Unit	UT, 53001	0	0.00289495	0.00496278	0.0566584	0.0996691	0.364351	0.282878	0.117866	0.0707196	71	2418	1.64634e-05
5 to 9 Unit	UT, 53001	0	0	0.0101302	0	0.1452	0.300531	0.199711	0.303425	0.0410034	55	2073	1.41143e-05
50 or more Unit	UT, 53001	0	0	0	0	0.0183066	0.235698	0.115561	0.34897	0.281465	31	874	5.95076e-06
Mobile Home	UT, 53001	0.00630609	0.00557846	0.00727626	0.000485084	0.12976	0.3626	0.384186	0.0851322	0.0186757	107	4123	2.80721e-05
Single-Family Attached	UT, 53001	0.0152332	0	0	0.0135927	0.168034	0.231544	0.327631	0.196157	0.0478088	160	4267	2.90526e-05
Single-Family Detached	UT, 53001	0.014499	0.0102045	0.0128049	0.0228911	0.0764351	0.113372	0.229975	0.363953	0.155865	1869	50762	0.000345621
10 to 19 Unit	UT, 57001	0	0	0	0	0.0174672	0.0786026	0.213974	0.382096	0.30786	20	458	3.22754e-06
2 Unit	UT, 57001	0.07625	0.0275	0.14875	0.07625	0.2375	0.2775	0.03	0.05125	0.075	29	800	5.63763e-06
20 to 49 Unit	UT, 57001	0	0	0	0	0	0.0885122	0.254237	0.384181	0.27307	20	531	3.74196e-06
3 or 4 Unit	UT, 57001	0.0705069	0.00967742	0.0285714	0.103687	0.217512	0.150691	0.143318	0.188479	0.0875576	68	2170	1.5292e-05
5 to 9 Unit	UT, 57001	0	0.0849934	0	0.0225764	0.350598	0.151394	0.0199203	0.322709	0.0478088	27	753	5.30642e-06
50 or more Unit	UT, 57001	0	0	0	0	0.138255	0.0563758	0.30604	0.189262	0.310067	24	745	5.25004e-06
Mobile Home	UT, 57001	0.016115	0	0.0108885	0.0213415	0.317509	0.208624	0.259146	0.144164	0.0222125	75	2296	1.618e-05
Single-Family Attached	UT, 57001	0.0321142	0.029438	0.0454951	0.029884	0.0709188	0.0365745	0.158787	0.428189	0.168599	94	2242	1.57994e-05
Single-Family Detached	UT, 57001	0.0523327	0.0208853	0.0903614	0.0842312	0.133645	0.12234	0.190515	0.227695	0.0779948	1763	37682	0.000265546
10 to 19 Unit	UT, 57002	0.115288	0.0290727	0.0461153	0.0867168	0.211529	0.284211	0.12381	0.087218	0.0160401	68	1995	1.46968e-05
2 Unit	UT, 57002	0.198972	0.0966838	0.224661	0.152265	0.0990191	0.130313	0.0481084	0.0499766	0	84	2141	1.57723e-05
20 to 49 Unit	UT, 57002	0.119453	0.0394027	0.0120282	0.0327665	0.324347	0.136458	0.112816	0.16798	0.0547491	87	2411	1.77613e-05
3 or 4 Unit	UT, 57002	0.154128	0.103701	0.0878406	0.0906873	0.158601	0.202928	0.0805205	0.121594	0	90	2459	1.8115e-05
5 to 9 Unit	UT, 57002	0.0646985	0.0697236	0.0182161	0.154523	0.287688	0.110553	0.163945	0.130653	0	54	1592	1.1728e-05
50 or more Unit	UT, 57002	0.136004	0.0582208	0.0968794	0.0591523	0.110852	0.0652073	0.120168	0.154634	0.198882	116	2147	1.58165e-05
Mobile Home	UT, 57002	0.107905	0	0	0.0175659	0.273526	0.204517	0.262233	0.10665	0.0276035	38	797	5.87135e-06
Single-Family Attached	UT, 57002	0.0558939	0.0652096	0.0354712	0.113579	0.214977	0.176997	0.123253	0.166249	0.0483698	132	2791	2.05607e-05
Single-Family Detached	UT, 57002	0.201218	0.101204	0.170475	0.119441	0.0948966	0.0647661	0.120702	0.0898147	0.0374829	1338	27746	0.000204399
10 to 19 Unit	VA, 01301	0.0672515	0.0768588	0.145363	0.194653	0.0735171	0.110693	0.17878	0.10944	0.0434419	98	2394	1.7367e-05
2 Unit	VA, 01301	0.064257	0.160643	0.261044	0.2249	0.168675	0	0	0.120482	0	13	249	1.80634e-06
20 to 49 Unit	VA, 01301	0.00459137	0.0160698	0.107897	0.120753	0.0702479	0.187328	0.145087	0.14371	0.204316	95	2178	1.58e-05
3 or 4 Unit	VA, 01301	0.130648	0.182711	0.21611	0.163065	0.0599214	0.113949	0.111984	0.021611	0	58	1018	7.38495e-06
5 to 9 Unit	VA, 01301	0.11201	0.288756	0.184838	0.128194	0.120954	0.0643101	0.028109	0.0285349	0.044293	129	2348	1.70333e-05
50 or more Unit	VA, 01301	0.00212191	0.00898689	0.0609528	0.0491783	0.0686915	0.154691	0.195382	0.314708	0.145288	983	24035	0.000174359
Mobile Home	VA, 01301	0.00659123	0.00601519	0.0108174	0.062517	0.194175	0.232094	0.291089	0.157303	0.0393978	7917	180543	1.08816e-07
