Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=Tenure	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	Option=Void	source_count	source_weight	sampling_probability
7AK	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Not Available	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	5.03543e-07
7AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0867503	0.17872	0.388177	0.284365	0	0	0.0619881	0	11	0	3.37828e-07
7AK	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	1.73369e-06
7AK	Multi-Family with 5+ Units	None	Not Available	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	0	0	3.56888e-05
7AK	Multi-Family with 5+ Units	None	Owner	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	0	0	2.75887e-05
7AK	Multi-Family with 5+ Units	None	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	0	0	0.000148932
7AK	Multi-Family with 5+ Units	Room AC	Not Available	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	2545.31	0
7AK	Multi-Family with 5+ Units	Room AC	Owner	0	0	0	0	0.0867503	0.17872	0.388177	0.284365	0	0	0.0619881	0	11	0	0
7AK	Multi-Family with 5+ Units	Room AC	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	2545.31	0
7AK	Single-Family Attached	Central AC	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Attached	Central AC	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Attached	Central AC	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Attached	Ducted Heat Pump	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Attached	Ducted Heat Pump	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Attached	Ducted Heat Pump	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Attached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Single-Family Attached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Single-Family Attached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Single-Family Attached	Non-Ducted Heat Pump	Not Available	0	0	0.0686889	0	0.0790782	0.293031	0.353847	0.148849	0	0	0.056506	0	13	0	7.9166e-08
7AK	Single-Family Attached	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0987004	0.203339	0.441649	0.185784	0	0	0.0705272	0	10	0	3.10695e-07
7AK	Single-Family Attached	Non-Ducted Heat Pump	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	3.76909e-07
7AK	Single-Family Attached	None	Not Available	0	0	0.147612	0	0.0650519	0.23439	0.31734	0.132822	0.0563011	0	0.0464833	0	0	0	9.29079e-06
7AK	Single-Family Attached	None	Owner	0	0	0.147612	0	0.0650519	0.23439	0.31734	0.132822	0.0563011	0	0.0464833	0	0	0	7.58964e-05
7AK	Single-Family Attached	None	Renter	0	0	0.147612	0	0.0650519	0.23439	0.31734	0.132822	0.0563011	0	0.0464833	0	0	0	5.40263e-05
7AK	Single-Family Attached	Room AC	Not Available	0	0	0.0734568	0	0.0845673	0.313371	0.378409	0.0897681	0	0	0.0604282	0	12	0	0
7AK	Single-Family Attached	Room AC	Owner	0	0	0	0	0.0987004	0.203339	0.441649	0.185784	0	0	0.0705272	0	10	0	0
7AK	Single-Family Attached	Room AC	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	0
7AK	Single-Family Detached	Central AC	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	2177.77	0
7AK	Single-Family Detached	Central AC	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	2177.77	0
7AK	Single-Family Detached	Central AC	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Detached	Ducted Heat Pump	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Detached	Ducted Heat Pump	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Detached	Ducted Heat Pump	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0	0	0.0686889	0	0.0790782	0.293031	0.353847	0.148849	0	0	0.056506	0	13	704.29	3.54673e-06
7AK	Single-Family Detached	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0987004	0.203339	0.441649	0.185784	0	0	0.0705272	0	10	704.29	7.07869e-06
7AK	Single-Family Detached	Non-Ducted Heat Pump	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	1.74927e-06
7AK	Single-Family Detached	None	Not Available	0	0	0.217964	0	0.0636334	0.235799	0.284737	0.0726361	0.0797615	0	0.0454697	0	0	0	0.000224268
7AK	Single-Family Detached	None	Owner	0	0	0.178864	0	0.0723913	0.149138	0.323925	0.136262	0.087691	0	0.0517278	0	0	0	0.000749482
7AK	Single-Family Detached	None	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	0	0	0.000132589
7AK	Single-Family Detached	Room AC	Not Available	0	0	0.0734568	0	0.0845673	0.313371	0.378409	0.0897681	0	0	0.0604282	0	12	6100.21	0
7AK	Single-Family Detached	Room AC	Owner	0	0	0	0	0.0987004	0.203339	0.441649	0.185784	0	0	0.0705272	0	10	5287.98	0
7AK	Single-Family Detached	Room AC	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	812.227	0
7B	Mobile Home	Central AC	Not Available	0.00743996	0.01396	0.0541821	0.0204115	0.146435	0.240446	0.168675	0.201481	0.0756624	0.0713071	0	0	186	0	7.21788e-06
7B	Mobile Home	Central AC	Owner	0.00587407	0.00895648	0.0485715	0.0236411	0.118375	0.271412	0.183142	0.20515	0.0599339	0.0749427	0	0	169	0	1.93478e-05
7B	Mobile Home	Central AC	Renter	0.0173366	0.045583	0.0896421	0	0.323772	0.0447391	0.0772363	0.178293	0.175069	0.0483293	0	0	17	0	7.72507e-06
7B	Mobile Home	Ducted Heat Pump	Not Available	0.0073255	0.0137453	0.056006	0.0200975	0.144182	0.236747	0.172266	0.204923	0.0744984	0.07021	0	0	189	0	2.96452e-07
7B	Mobile Home	Ducted Heat Pump	Owner	0.00578743	0.00882436	0.047855	0.0232924	0.116629	0.267409	0.18761	0.209705	0.0590498	0.0738373	0	0	171	0	8.21456e-07
7B	Mobile Home	Ducted Heat Pump	Renter	0.0170007	0.0446999	0.107279	0	0.317499	0.0438723	0.0757399	0.174839	0.171677	0.0473929	0	0	18	0	3.26285e-07
7B	Mobile Home	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Mobile Home	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0
7B	Mobile Home	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Mobile Home	Non-Ducted Heat Pump	Not Available	0.0867671	0.0146804	0.084458	0.00849933	0.0929138	0.272839	0.105515	0.159142	0.0556504	0.0719724	0.0475624	0	74	0	7.01667e-08
7B	Mobile Home	Non-Ducted Heat Pump	Owner	0.0882049	0	0.100499	0.0108869	0.0991508	0.224759	0.112249	0.169075	0.0420612	0.0921904	0.0609234	0	58	0	2.03704e-07
7B	Mobile Home	Non-Ducted Heat Pump	Renter	0.0816484	0.0669397	0.0273542	0	0.0707112	0.443996	0.0815434	0.123782	0.104025	0	0	0	16	0	8.09876e-08
7B	Mobile Home	None	Not Available	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	6.12488e-06
7B	Mobile Home	None	Owner	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	1.62278e-05
7B	Mobile Home	None	Renter	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	6.47228e-06
7B	Mobile Home	Room AC	Not Available	0.0781965	0.0166707	0.0959082	0.0096516	0.0904929	0.271508	0.0904555	0.165376	0.0459996	0.0817298	0.0540106	0	66	0	5.13671e-06
7B	Mobile Home	Room AC	Owner	0.101384	0	0.115515	0.0125135	0.0944945	0.208657	0.0909484	0.174447	0.0260512	0.105965	0.070026	0	51	0	1.36031e-05
7B	Mobile Home	Room AC	Renter	0	0.0728912	0.0297862	0	0.0769979	0.483471	0.0887932	0.134787	0.113274	0	0	0	15	0	5.43022e-06
7B	Multi-Family with 2 - 4 Units	Central AC	Not Available	0.343904	0	0	0	0.177542	0.27467	0.203884	0	0	0	0	0	11	0	9.33624e-06
7B	Multi-Family with 2 - 4 Units	Central AC	Owner	0.00578743	0.00882436	0.047855	0.0232924	0.116629	0.267409	0.18761	0.209705	0.0590498	0.0738373	0	0	171	0	4.49342e-06
7B	Multi-Family with 2 - 4 Units	Central AC	Renter	0.343904	0	0	0	0.177542	0.27467	0.203884	0	0	0	0	0	11	0	1.11237e-05
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Not Available	0.319527	0	0	0	0.164958	0.255201	0.260315	0	0	0	0	0	12	0	5.04203e-07
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Owner	0.00578743	0.00882436	0.047855	0.0232924	0.116629	0.267409	0.18761	0.209705	0.0590498	0.0738373	0	0	171	0	2.48297e-07
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Renter	0.319527	0	0	0	0.164958	0.255201	0.260315	0	0	0	0	0	12	0	5.75339e-07
7B	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0
7B	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Not Available	0.0729206	0	0.0880739	0.0596343	0.120823	0.334712	0.0680754	0.145291	0	0	0.11047	0	15	0	3.73207e-08
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Owner	0.0882049	0	0.100499	0.0108869	0.0991508	0.224759	0.112249	0.169075	0.0420612	0.0921904	0.0609234	0	58	0	1.87439e-08
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Renter	0.0729206	0	0.0880739	0.0596343	0.120823	0.334712	0.0680754	0.145291	0	0	0.11047	0	15	0	3.95482e-08
7B	Multi-Family with 2 - 4 Units	None	Not Available	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	6.4949e-06
7B	Multi-Family with 2 - 4 Units	None	Owner	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	3.07995e-06
7B	Multi-Family with 2 - 4 Units	None	Renter	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	8.3184e-06
7B	Multi-Family with 2 - 4 Units	Room AC	Not Available	0.079891	0	0.0964928	0.0653347	0.0367836	0.366707	0.0745827	0.159179	0	0	0.12103	0	14	0	7.33486e-06
7B	Multi-Family with 2 - 4 Units	Room AC	Owner	0.0882049	0	0.100499	0.0108869	0.0991508	0.224759	0.112249	0.169075	0.0420612	0.0921904	0.0609234	0	58	0	3.49084e-06
7B	Multi-Family with 2 - 4 Units	Room AC	Renter	0.079891	0	0.0964928	0.0653347	0.0367836	0.366707	0.0745827	0.159179	0	0	0.12103	0	14	0	9.4566e-06
7B	Multi-Family with 5+ Units	Central AC	Not Available	0.343904	0	0	0	0.177542	0.27467	0.203884	0	0	0	0	0	11	0	5.41406e-05
7B	Multi-Family with 5+ Units	Central AC	Owner	0.00578743	0.00882436	0.047855	0.0232924	0.116629	0.267409	0.18761	0.209705	0.0590498	0.0738373	0	0	171	0	8.39291e-06
7B	Multi-Family with 5+ Units	Central AC	Renter	0.343904	0	0	0	0.177542	0.27467	0.203884	0	0	0	0	0	11	0	2.42575e-05
7B	Multi-Family with 5+ Units	Ducted Heat Pump	Not Available	0.319527	0	0	0	0.164958	0.255201	0.260315	0	0	0	0	0	12	0	2.83068e-06
7B	Multi-Family with 5+ Units	Ducted Heat Pump	Owner	0.00578743	0.00882436	0.047855	0.0232924	0.116629	0.267409	0.18761	0.209705	0.0590498	0.0738373	0	0	171	0	4.4047e-07
7B	Multi-Family with 5+ Units	Ducted Heat Pump	Renter	0.319527	0	0	0	0.164958	0.255201	0.260315	0	0	0	0	0	12	0	1.54435e-06
7B	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0
7B	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Not Available	0.0729206	0	0.0880739	0.0596343	0.120823	0.334712	0.0680754	0.145291	0	0	0.11047	0	15	0	2.12984e-07
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Owner	0.0882049	0	0.100499	0.0108869	0.0991508	0.224759	0.112249	0.169075	0.0420612	0.0921904	0.0609234	0	58	0	3.31577e-08
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Renter	0.0729206	0	0.0880739	0.0596343	0.120823	0.334712	0.0680754	0.145291	0	0	0.11047	0	15	0	1.08584e-07
7B	Multi-Family with 5+ Units	None	Not Available	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	3.2352e-05
7B	Multi-Family with 5+ Units	None	Owner	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	5.05327e-06
7B	Multi-Family with 5+ Units	None	Renter	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	1.55978e-05
7B	Multi-Family with 5+ Units	Room AC	Not Available	0.079891	0	0.0964928	0.0653347	0.0367836	0.366707	0.0745827	0.159179	0	0	0.12103	0	14	0	5.11605e-05
7B	Multi-Family with 5+ Units	Room AC	Owner	0.0882049	0	0.100499	0.0108869	0.0991508	0.224759	0.112249	0.169075	0.0420612	0.0921904	0.0609234	0	58	0	7.86938e-06
7B	Multi-Family with 5+ Units	Room AC	Renter	0.079891	0	0.0964928	0.0653347	0.0367836	0.366707	0.0745827	0.159179	0	0	0.12103	0	14	0	2.26319e-05
7B	Single-Family Attached	Central AC	Not Available	0.00743996	0.01396	0.0541821	0.0204115	0.146435	0.240446	0.168675	0.201481	0.0756624	0.0713071	0	0	186	0	2.23754e-05
7B	Single-Family Attached	Central AC	Owner	0.00587407	0.00895648	0.0485715	0.0236411	0.118375	0.271412	0.183142	0.20515	0.0599339	0.0749427	0	0	169	0	1.92328e-05
7B	Single-Family Attached	Central AC	Renter	0.0173366	0.045583	0.0896421	0	0.323772	0.0447391	0.0772363	0.178293	0.175069	0.0483293	0	0	17	0	1.05891e-05
7B	Single-Family Attached	Ducted Heat Pump	Not Available	0.0073255	0.0137453	0.056006	0.0200975	0.144182	0.236747	0.172266	0.204923	0.0744984	0.07021	0	0	189	0	1.24452e-06
7B	Single-Family Attached	Ducted Heat Pump	Owner	0.00578743	0.00882436	0.047855	0.0232924	0.116629	0.267409	0.18761	0.209705	0.0590498	0.0738373	0	0	171	0	1.18728e-06
7B	Single-Family Attached	Ducted Heat Pump	Renter	0.0170007	0.0446999	0.107279	0	0.317499	0.0438723	0.0757399	0.174839	0.171677	0.0473929	0	0	18	0	7.28301e-07
7B	Single-Family Attached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Single-Family Attached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0
7B	Single-Family Attached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Single-Family Attached	Non-Ducted Heat Pump	Not Available	0.0867671	0.0146804	0.084458	0.00849933	0.0929138	0.272839	0.105515	0.159142	0.0556504	0.0719724	0.0475624	0	74	0	4.80002e-07
7B	Single-Family Attached	Non-Ducted Heat Pump	Owner	0.0882049	0	0.100499	0.0108869	0.0991508	0.224759	0.112249	0.169075	0.0420612	0.0921904	0.0609234	0	58	0	4.50612e-07
7B	Single-Family Attached	Non-Ducted Heat Pump	Renter	0.0816484	0.0669397	0.0273542	0	0.0707112	0.443996	0.0815434	0.123782	0.104025	0	0	0	16	0	2.68896e-07
7B	Single-Family Attached	None	Not Available	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	7.84941e-06
7B	Single-Family Attached	None	Owner	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	6.60067e-06
7B	Single-Family Attached	None	Renter	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	3.61117e-06
7B	Single-Family Attached	Room AC	Not Available	0.0781965	0.0166707	0.0959082	0.0096516	0.0904929	0.271508	0.0904555	0.165376	0.0459996	0.0817298	0.0540106	0	66	0	2.22346e-06
7B	Single-Family Attached	Room AC	Owner	0.101384	0	0.115515	0.0125135	0.0944945	0.208657	0.0909484	0.174447	0.0260512	0.105965	0.070026	0	51	0	2.02335e-06
7B	Single-Family Attached	Room AC	Renter	0	0.0728912	0.0297862	0	0.0769979	0.483471	0.0887932	0.134787	0.113274	0	0	0	15	0	1.17051e-06
7B	Single-Family Detached	Central AC	Not Available	0.00743996	0.01396	0.0541821	0.0204115	0.146435	0.240446	0.168675	0.201481	0.0756624	0.0713071	0	0	186	15017.6	0.000122887
7B	Single-Family Detached	Central AC	Owner	0.00587407	0.00895648	0.0485715	0.0236411	0.118375	0.271412	0.183142	0.20515	0.0599339	0.0749427	0	0	169	0	0.000230499
7B	Single-Family Detached	Central AC	Renter	0.0173366	0.045583	0.0896421	0	0.323772	0.0447391	0.0772363	0.178293	0.175069	0.0483293	0	0	17	15017.6	4.63807e-05
7B	Single-Family Detached	Ducted Heat Pump	Not Available	0.0073255	0.0137453	0.056006	0.0200975	0.144182	0.236747	0.172266	0.204923	0.0744984	0.07021	0	0	189	0	6.3281e-06
7B	Single-Family Detached	Ducted Heat Pump	Owner	0.00578743	0.00882436	0.047855	0.0232924	0.116629	0.267409	0.18761	0.209705	0.0590498	0.0738373	0	0	171	0	1.13864e-05
7B	Single-Family Detached	Ducted Heat Pump	Renter	0.0170007	0.0446999	0.107279	0	0.317499	0.0438723	0.0757399	0.174839	0.171677	0.0473929	0	0	18	0	2.31897e-06
7B	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0
7B	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
7B	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0.0867671	0.0146804	0.084458	0.00849933	0.0929138	0.272839	0.105515	0.159142	0.0556504	0.0719724	0.0475624	0	74	0	1.89151e-06
7B	Single-Family Detached	Non-Ducted Heat Pump	Owner	0.0882049	0	0.100499	0.0108869	0.0991508	0.224759	0.112249	0.169075	0.0420612	0.0921904	0.0609234	0	58	0	3.93824e-06
7B	Single-Family Detached	Non-Ducted Heat Pump	Renter	0.0816484	0.0669397	0.0273542	0	0.0707112	0.443996	0.0815434	0.123782	0.104025	0	0	0	16	0	8.1191e-07
7B	Single-Family Detached	None	Not Available	0.00743996	0.01396	0.0541821	0.0204115	0.146435	0.240446	0.168675	0.201481	0.0756624	0.0713071	0	0	0	0	4.71415e-05
7B	Single-Family Detached	None	Owner	0.0123883	0.0297715	0.0719121	0.0102058	0.235103	0.142593	0.122955	0.189887	0.125366	0.0598182	0	0	0	0	9.76659e-05
7B	Single-Family Detached	None	Renter	0.0173366	0.045583	0.0896421	0	0.323772	0.0447391	0.0772363	0.178293	0.175069	0.0483293	0	0	0	0	2.00398e-05
7B	Single-Family Detached	Room AC	Not Available	0.0781965	0.0166707	0.0959082	0.0096516	0.0904929	0.271508	0.0904555	0.165376	0.0459996	0.0817298	0.0540106	0	66	0	2.25965e-05
7B	Single-Family Detached	Room AC	Owner	0.101384	0	0.115515	0.0125135	0.0944945	0.208657	0.0909484	0.174447	0.0260512	0.105965	0.070026	0	51	0	4.76435e-05
7B	Single-Family Detached	Room AC	Renter	0	0.0728912	0.0297862	0	0.0769979	0.483471	0.0887932	0.134787	0.113274	0	0	0	15	0	9.82171e-06
8AK	Mobile Home	Central AC	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Mobile Home	Central AC	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Mobile Home	Central AC	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Mobile Home	Ducted Heat Pump	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Mobile Home	Ducted Heat Pump	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Mobile Home	Ducted Heat Pump	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Mobile Home	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8AK	Mobile Home	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8AK	Mobile Home	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8AK	Mobile Home	Non-Ducted Heat Pump	Not Available	0	0	0.0686889	0	0.0790782	0.293031	0.353847	0.148849	0	0	0.056506	0	13	0	1.56405e-08
8AK	Mobile Home	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0987004	0.203339	0.441649	0.185784	0	0	0.0705272	0	10	0	3.55246e-08
8AK	Mobile Home	Non-Ducted Heat Pump	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	1.68915e-08
8AK	Mobile Home	None	Not Available	0	0	0.0452465	0	0.07809	0.293525	0.38161	0.145729	0	0	0.0557998	0	0	0	7.65174e-06
8AK	Mobile Home	None	Owner	0	0	0.0452465	0	0.07809	0.293525	0.38161	0.145729	0	0	0.0557998	0	0	0	1.63593e-05
8AK	Mobile Home	None	Renter	0	0	0.0452465	0	0.07809	0.293525	0.38161	0.145729	0	0	0.0557998	0	0	0	8.3356e-06
8AK	Mobile Home	Room AC	Not Available	0	0	0.0734568	0	0.0845673	0.313371	0.378409	0.0897681	0	0	0.0604282	0	12	0	0
8AK	Mobile Home	Room AC	Owner	0	0	0	0	0.0987004	0.203339	0.441649	0.185784	0	0	0.0705272	0	10	0	0
8AK	Mobile Home	Room AC	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	0
8AK	Multi-Family with 2 - 4 Units	Central AC	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Multi-Family with 2 - 4 Units	Central AC	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Multi-Family with 2 - 4 Units	Central AC	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
8AK	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8AK	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8AK	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Not Available	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	1.64021e-08
8AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0867503	0.17872	0.388177	0.284365	0	0	0.0619881	0	11	0	1.31457e-08
8AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	4.48225e-08
8AK	Multi-Family with 2 - 4 Units	None	Not Available	0	0	0.0452465	0	0.07809	0.293525	0.38161	0.145729	0	0	0.0557998	0	0	0	1.40864e-05
8AK	Multi-Family with 2 - 4 Units	None	Owner	0	0	0.0452465	0	0.07809	0.293525	0.38161	0.145729	0	0	0.0557998	0	0	0	1.037e-05
8AK	Multi-Family with 2 - 4 Units	None	Renter	0	0	0.0452465	0	0.07809	0.293525	0.38161	0.145729	0	0	0.0557998	0	0	0	3.62643e-05
