Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=290 Rated kWh	Option=318 Rated kWh	Option=None	Option=Void	source_count	source_weight	sampling_probability
150-200%	Single-Family Detached	WV	Not Available	2000s	0	0	0	1	14	43256.6	0
150-200%	Single-Family Detached	WV	Owner	2000s	0.474897	0.474897	0.0502063	0	25	6179.52	2.06e-05
150-200%	Single-Family Detached	WV	Renter	2000s	0.379002	0.379002	0.241996	0	15	0	6.03408e-06
200-300%	Single-Family Detached	WV	Not Available	2000s	0	0	0	1	35	52720	0
200-300%	Single-Family Detached	WV	Owner	2000s	0.465	0.465	0.0700001	0	70	7531.43	4.77904e-05
200-300%	Single-Family Detached	WV	Renter	2000s	0.5	0.5	0	0	18	0	1.09688e-05
300-400%	Single-Family Detached	WV	Not Available	2000s	0	0	0	1	35	62824.6	0
300-400%	Single-Family Detached	WV	Owner	2000s	0.496513	0.496513	0.00697364	0	94	8974.94	5.12729e-05
300-400%	Single-Family Detached	WV	Renter	2000s	0.5	0.5	0	0	18	0	7.90153e-06
400%+	Single-Family Detached	WV	Not Available	2000s	0	0	0	1	56	147417	0
400%+	Single-Family Detached	WV	Owner	2000s	0.49475	0.49475	0.0105003	0	223	21059.5	0.000187239
400%+	Single-Family Detached	WV	Renter	2000s	0.5	0.5	0	0	13	0	1.65534e-05
Not Available	Single-Family Detached	WV	Not Available	2000s	0.433323	0.433323	0.133355	0	784	2.31095e+06	7.99094e-05
Not Available	Single-Family Detached	WV	Owner	2000s	0	0	0	1	112	330136	0
Not Available	Single-Family Detached	WV	Renter	2000s	0	0	0	1	189	0	0
0-100%	Single-Family Detached	WV	Not Available	2010s	0	0	0	1	28	0	0
0-100%	Single-Family Detached	WV	Owner	2010s	0.433395	0.433395	0.13321	0	20	0	5.53969e-06
0-100%	Single-Family Detached	WV	Renter	2010s	0.379002	0.379002	0.241996	0	15	0	2.45833e-06
100-150%	Single-Family Detached	WV	Not Available	2010s	0	0	0	1	56	0	0
100-150%	Single-Family Detached	WV	Owner	2010s	0.431815	0.431815	0.136369	0	19	0	4.19178e-06
100-150%	Single-Family Detached	WV	Renter	2010s	0.379002	0.379002	0.241996	0	15	0	1.4868e-06
150-200%	Single-Family Detached	WV	Not Available	2010s	0	0	0	1	98	0	0
150-200%	Single-Family Detached	WV	Owner	2010s	0.5	0.5	0	0	11	0	5.31301e-06
150-200%	Single-Family Detached	WV	Renter	2010s	0.379002	0.379002	0.241996	0	15	0	1.46782e-06
200-300%	Single-Family Detached	WV	Not Available	2010s	0	0	0	1	21	51260.5	0
200-300%	Single-Family Detached	WV	Owner	2010s	0.463552	0.463552	0.0728967	0	45	7322.93	1.14351e-05
200-300%	Single-Family Detached	WV	Renter	2010s	0.5	0.5	0	0	22	0	2.86526e-06
300-400%	Single-Family Detached	WV	Not Available	2010s	0	0	0	1	14	19153.2	0
300-400%	Single-Family Detached	WV	Owner	2010s	0.5	0.5	0	0	65	2736.16	1.15147e-05
300-400%	Single-Family Detached	WV	Renter	2010s	0.5	0.5	0	0	22	0	2.26489e-06
400%+	Single-Family Detached	WV	Not Available	2010s	0	0	0	1	42	107747	0
400%+	Single-Family Detached	WV	Owner	2010s	0.5	0.5	0	0	158	15392.4	4.84643e-05
400%+	Single-Family Detached	WV	Renter	2010s	0.466698	0.466698	0.0666037	0	17	0	4.81166e-06
Not Available	Single-Family Detached	WV	Not Available	2010s	0.5	0.5	0	0	441	1.24712e+06	1.91972e-05
Not Available	Single-Family Detached	WV	Owner	2010s	0	0	0	1	63	178160	0
Not Available	Single-Family Detached	WV	Renter	2010s	0	0	0	1	77	0	0
0-100%	Single-Family Detached	WV	Not Available	<1940	0	0	0	1	28	78326.3	0
0-100%	Single-Family Detached	WV	Owner	<1940	0.353504	0.353504	0.292993	0	12	5380.28	7.379e-05
0-100%	Single-Family Detached	WV	Renter	<1940	0.273578	0.273578	0.452844	0	14	5809.2	3.45665e-05
100-150%	Single-Family Detached	WV	Not Available	<1940	0	0	0	1	21	48217.5	0
100-150%	Single-Family Detached	WV	Owner	<1940	0.20244	0.20244	0.59512	0	19	6888.21	7.26267e-05
100-150%	Single-Family Detached	WV	Renter	<1940	0.273578	0.273578	0.452844	0	14	0	2.04803e-05
150-200%	Single-Family Detached	WV	Not Available	<1940	0	0	0	1	21	26993.9	0
150-200%	Single-Family Detached	WV	Owner	<1940	0.283278	0.283278	0.433443	0	24	3856.27	6.76105e-05
150-200%	Single-Family Detached	WV	Renter	<1940	0.273578	0.273578	0.452844	0	14	0	1.58964e-05
200-300%	Single-Family Detached	WV	Not Available	<1940	0	0	0	1	70	171378	0
200-300%	Single-Family Detached	WV	Owner	<1940	0.335388	0.335388	0.329223	0	38	20680.6	0.000126708
200-300%	Single-Family Detached	WV	Renter	<1940	0.208392	0.208392	0.583216	0	21	3801.94	2.13543e-05
300-400%	Single-Family Detached	WV	Not Available	<1940	0	0	0	1	35	52120.4	0
300-400%	Single-Family Detached	WV	Owner	<1940	0.301037	0.301037	0.397926	0	24	7445.77	9.77937e-05
300-400%	Single-Family Detached	WV	Renter	<1940	0.208392	0.208392	0.583216	0	21	0	1.16563e-05
400%+	Single-Family Detached	WV	Not Available	<1940	0	0	0	1	63	149352	0
400%+	Single-Family Detached	WV	Owner	<1940	0.41337	0.41337	0.17326	0	96	21336.1	0.00020083
400%+	Single-Family Detached	WV	Renter	<1940	0.296124	0.296124	0.407752	0	14	0	1.50998e-05
Not Available	Single-Family Detached	WV	Not Available	<1940	0.366289	0.366289	0.267423	0	1323	3.68472e+06	0.000151119
Not Available	Single-Family Detached	WV	Owner	<1940	0	0	0	1	168	459110	0
Not Available	Single-Family Detached	WV	Renter	<1940	0	0	0	1	21	67277.9	0
0-100%	Single-Family Detached	WY	Not Available	1940s	0	0	0	1	77	0	0
0-100%	Single-Family Detached	WY	Owner	1940s	0.256083	0.256083	0.487833	0	33	0	4.47266e-06
0-100%	Single-Family Detached	WY	Renter	1940s	0.282187	0.282187	0.435626	0	14	0	2.05474e-06
100-150%	Single-Family Detached	WY	Not Available	1940s	0	0	0	1	35	9913.28	0
100-150%	Single-Family Detached	WY	Owner	1940s	0.187544	0.187544	0.624912	0	27	1080.97	4.44256e-06
100-150%	Single-Family Detached	WY	Renter	1940s	0.282187	0.282187	0.435626	0	14	335.218	1.33e-06
150-200%	Single-Family Detached	WY	Not Available	1940s	0	0	0	1	56	11058.1	0
150-200%	Single-Family Detached	WY	Owner	1940s	0.173712	0.173712	0.652576	0	18	1248.65	4.90799e-06
150-200%	Single-Family Detached	WY	Renter	1940s	0.282187	0.282187	0.435626	0	14	331.086	1.06677e-06
200-300%	Single-Family Detached	WY	Not Available	1940s	0	0	0	1	63	8113.04	0
200-300%	Single-Family Detached	WY	Owner	1940s	0.289451	0.289451	0.421098	0	37	1157.93	1.08612e-05
200-300%	Single-Family Detached	WY	Renter	1940s	0.416254	0.416254	0.167492	0	10	1.08119	2.01214e-06
300-400%	Single-Family Detached	WY	Not Available	1940s	0	0	0	1	49	13122.8	0
300-400%	Single-Family Detached	WY	Owner	1940s	0.387318	0.387318	0.225364	0	26	1874.68	9.85938e-06
300-400%	Single-Family Detached	WY	Renter	1940s	0.416254	0.416254	0.167492	0	10	0	1.6767e-06
400%+	Single-Family Detached	WY	Not Available	1940s	0	0	0	1	84	20053.5	0
400%+	Single-Family Detached	WY	Owner	1940s	0.436165	0.436165	0.127671	0	12	2864.79	2.52576e-05
400%+	Single-Family Detached	WY	Renter	1940s	0.287154	0.287154	0.425692	0	35	0	2.9537e-06
Not Available	Single-Family Detached	WY	Not Available	1940s	0.376382	0.376382	0.247235	0	1274	435825	1.15408e-05
Not Available	Single-Family Detached	WY	Owner	1940s	0	0	0	1	168	57589.1	0
Not Available	Single-Family Detached	WY	Renter	1940s	0	0	0	1	14	4671.69	0
0-100%	Single-Family Detached	WY	Not Available	1950s	0	0	0	1	28	13430.9	0
0-100%	Single-Family Detached	WY	Owner	1950s	0.229462	0.229462	0.541076	0	17	1918.7	7.91235e-06
0-100%	Single-Family Detached	WY	Renter	1950s	0.255588	0.255588	0.488825	0	18	0	3.88319e-06
100-150%	Single-Family Detached	WY	Not Available	1950s	0	0	0	1	49	0	0
100-150%	Single-Family Detached	WY	Owner	1950s	0.14918	0.14918	0.70164	0	15	0	8.19045e-06
100-150%	Single-Family Detached	WY	Renter	1950s	0.255588	0.255588	0.488825	0	18	0	2.52523e-06
150-200%	Single-Family Detached	WY	Not Available	1950s	0	0	0	1	14	15884.5	0
150-200%	Single-Family Detached	WY	Owner	1950s	0.14918	0.14918	0.70164	0	15	2269.21	9.04666e-06
150-200%	Single-Family Detached	WY	Renter	1950s	0.255588	0.255588	0.488825	0	18	0	1.97436e-06
200-300%	Single-Family Detached	WY	Not Available	1950s	0	0	0	1	42	48434.6	0
200-300%	Single-Family Detached	WY	Owner	1950s	0.483235	0.483235	0.033529	0	18	6919.22	2.02027e-05
200-300%	Single-Family Detached	WY	Renter	1950s	0.416254	0.416254	0.167492	0	10	0	3.77465e-06
300-400%	Single-Family Detached	WY	Not Available	1950s	0	0	0	1	28	26830.3	0
300-400%	Single-Family Detached	WY	Owner	1950s	0.5	0.5	0	0	10	3832.89	1.84767e-05
300-400%	Single-Family Detached	WY	Renter	1950s	0.416254	0.416254	0.167492	0	10	0	3.12472e-06
400%+	Single-Family Detached	WY	Not Available	1950s	0	0	0	1	63	68459.7	0
400%+	Single-Family Detached	WY	Owner	1950s	0.395295	0.395295	0.209411	0	29	8410.27	4.77007e-05
400%+	Single-Family Detached	WY	Renter	1950s	0.287154	0.287154	0.425692	0	35	1369.68	5.36214e-06
Not Available	Single-Family Detached	WY	Not Available	1950s	0.393842	0.393842	0.212317	0	784	1.21128e+06	1.98366e-05
Not Available	Single-Family Detached	WY	Owner	1950s	0	0	0	1	105	163452	0
Not Available	Single-Family Detached	WY	Renter	1950s	0	0	0	1	42	9587.77	0
0-100%	Single-Family Detached	WY	Not Available	1960s	0	0	0	1	28	30693.5	0
0-100%	Single-Family Detached	WY	Owner	1960s	0.200734	0.200734	0.598533	0	20	2805.6	4.75605e-06
0-100%	Single-Family Detached	WY	Renter	1960s	0.331355	0.331355	0.337289	0	12	1579.18	2.04981e-06
100-150%	Single-Family Detached	WY	Not Available	1960s	0	0	0	1	28	14066.4	0
100-150%	Single-Family Detached	WY	Owner	1960s	0.186605	0.186605	0.62679	0	15	1853.99	3.89145e-06
100-150%	Single-Family Detached	WY	Renter	1960s	0.331355	0.331355	0.337289	0	12	155.488	1.82687e-06
150-200%	Single-Family Detached	WY	Not Available	1960s	0	0	0	1	14	12915.3	0
150-200%	Single-Family Detached	WY	Owner	1960s	0.186605	0.186605	0.62679	0	15	1077.96	4.77121e-06
150-200%	Single-Family Detached	WY	Renter	1960s	0.331355	0.331355	0.337289	0	12	767.072	1.65324e-06
200-300%	Single-Family Detached	WY	Not Available	1960s	0	0	0	1	21	6538.56	0
200-300%	Single-Family Detached	WY	Owner	1960s	0.370337	0.370337	0.259326	0	16	96.0995	1.19068e-05
200-300%	Single-Family Detached	WY	Renter	1960s	0.368746	0.368746	0.262508	0	13	837.981	3.04822e-06
300-400%	Single-Family Detached	WY	Not Available	1960s	0	0	0	1	21	12924.2	0
300-400%	Single-Family Detached	WY	Owner	1960s	0.406496	0.406496	0.187008	0	15	1846.31	1.25241e-05
300-400%	Single-Family Detached	WY	Renter	1960s	0.368746	0.368746	0.262508	0	13	0	2.17035e-06
400%+	Single-Family Detached	WY	Not Available	1960s	0	0	0	1	49	36500.5	0
400%+	Single-Family Detached	WY	Owner	1960s	0.44616	0.44616	0.10768	0	41	4325.36	4.11053e-05
400%+	Single-Family Detached	WY	Renter	1960s	0.450493	0.450493	0.0990142	0	10	889.002	3.7306e-06
Not Available	Single-Family Detached	WY	Not Available	1960s	0.331957	0.331957	0.336085	0	833	795468	1.37428e-05
Not Available	Single-Family Detached	WY	Owner	1960s	0	0	0	1	91	84037.2	0
Not Available	Single-Family Detached	WY	Renter	1960s	0	0	0	1	28	29601.1	0
0-100%	Single-Family Detached	WY	Not Available	1970s	0	0	0	1	42	0	0
0-100%	Single-Family Detached	WY	Owner	1970s	0.328225	0.328225	0.343549	0	35	0	1.03255e-05
0-100%	Single-Family Detached	WY	Renter	1970s	0.331355	0.331355	0.337289	0	12	0	3.99862e-06
100-150%	Single-Family Detached	WY	Not Available	1970s	0	0	0	1	21	12522.9	0
100-150%	Single-Family Detached	WY	Owner	1970s	0.312378	0.312378	0.375245	0	30	1788.98	8.31019e-06
100-150%	Single-Family Detached	WY	Renter	1970s	0.331355	0.331355	0.337289	0	12	0	3.62725e-06
150-200%	Single-Family Detached	WY	Not Available	1970s	0	0	0	1	35	17717.2	0
150-200%	Single-Family Detached	WY	Owner	1970s	0.337859	0.337859	0.324282	0	22	2515.22	1.0103e-05
150-200%	Single-Family Detached	WY	Renter	1970s	0.331355	0.331355	0.337289	0	12	15.806	3.31589e-06
200-300%	Single-Family Detached	WY	Not Available	1970s	0	0	0	1	42	33048.6	0
200-300%	Single-Family Detached	WY	Owner	1970s	0.460282	0.460282	0.0794351	0	33	3738.63	2.44627e-05
200-300%	Single-Family Detached	WY	Renter	1970s	0.368746	0.368746	0.262508	0	13	982.608	6.19109e-06
300-400%	Single-Family Detached	WY	Not Available	1970s	0	0	0	1	56	37567.2	0
300-400%	Single-Family Detached	WY	Owner	1970s	0.443141	0.443141	0.113718	0	33	4270.44	2.53283e-05
300-400%	Single-Family Detached	WY	Renter	1970s	0.368746	0.368746	0.262508	0	13	1096.31	4.53535e-06
400%+	Single-Family Detached	WY	Not Available	1970s	0	0	0	1	147	131908	0
400%+	Single-Family Detached	WY	Owner	1970s	0.471137	0.471137	0.0577253	0	19	17748.8	8.43154e-05
400%+	Single-Family Detached	WY	Renter	1970s	0.450493	0.450493	0.0990142	0	10	1095.17	8.52921e-06
Not Available	Single-Family Detached	WY	Not Available	1970s	0.450659	0.450659	0.0986826	0	1519	1.62935e+06	3.11743e-05
Not Available	Single-Family Detached	WY	Owner	1970s	0	0	0	1	196	210435	0
Not Available	Single-Family Detached	WY	Renter	1970s	0	0	0	1	21	22329.2	0
0-100%	Single-Family Detached	WY	Not Available	1980s	0	0	0	1	28	0	0
0-100%	Single-Family Detached	WY	Owner	1980s	0.465082	0.465082	0.0698368	0	15	0	4.5157e-06
0-100%	Single-Family Detached	WY	Renter	1980s	0.420442	0.420442	0.159115	0	14	0	3.67464e-06
100-150%	Single-Family Detached	WY	Not Available	1980s	0	0	0	1	56	6341.11	0
100-150%	Single-Family Detached	WY	Owner	1980s	0.466168	0.466168	0.067665	0	13	905.872	4.71792e-06
100-150%	Single-Family Detached	WY	Renter	1980s	0.420442	0.420442	0.159115	0	14	0	1.68394e-06
150-200%	Single-Family Detached	WY	Not Available	1980s	0	0	0	1	56	0	0
150-200%	Single-Family Detached	WY	Owner	1980s	0.466168	0.466168	0.067665	0	13	0	6.29368e-06
150-200%	Single-Family Detached	WY	Renter	1980s	0.420442	0.420442	0.159115	0	14	0	1.82735e-06
200-300%	Single-Family Detached	WY	Not Available	1980s	0	0	0	1	175	7491.04	0
200-300%	Single-Family Detached	WY	Owner	1980s	0.431762	0.431762	0.136477	0	23	1070.15	1.51422e-05
200-300%	Single-Family Detached	WY	Renter	1980s	0.398448	0.398448	0.203104	0	11	0	4.12423e-06
300-400%	Single-Family Detached	WY	Not Available	1980s	0	0	0	1	14	6599.35	0
300-400%	Single-Family Detached	WY	Owner	1980s	0.490271	0.490271	0.019457	0	22	942.764	1.70067e-05
300-400%	Single-Family Detached	WY	Renter	1980s	0.398448	0.398448	0.203104	0	11	0	3.52158e-06
400%+	Single-Family Detached	WY	Not Available	1980s	0	0	0	1	91	82840.1	0
400%+	Single-Family Detached	WY	Owner	1980s	0.5	0.5	0	0	12	10891.5	7.0572e-05
400%+	Single-Family Detached	WY	Renter	1980s	0.359082	0.359082	0.281836	0	11	942.848	7.33103e-06
Not Available	Single-Family Detached	WY	Not Available	1980s	0.5	0.5	0	0	735	722901	2.44913e-05
Not Available	Single-Family Detached	WY	Owner	1980s	0	0	0	1	98	96671.7	0
Not Available	Single-Family Detached	WY	Renter	1980s	0	0	0	1	70	6599.93	0
0-100%	Single-Family Detached	WY	Not Available	1990s	0	0	0	1	35	0	0
0-100%	Single-Family Detached	WY	Owner	1990s	0.5	0.5	0	0	29	0	3.04325e-06
0-100%	Single-Family Detached	WY	Renter	1990s	0.420442	0.420442	0.159115	0	14	0	2.29674e-06
100-150%	Single-Family Detached	WY	Not Available	1990s	0	0	0	1	91	0	0
100-150%	Single-Family Detached	WY	Owner	1990s	0.5	0.5	0	0	11	0	3.57469e-06
100-150%	Single-Family Detached	WY	Renter	1990s	0.420442	0.420442	0.159115	0	14	0	1.28173e-06
150-200%	Single-Family Detached	WY	Not Available	1990s	0	0	0	1	105	0	0
150-200%	Single-Family Detached	WY	Owner	1990s	0.5	0.5	0	0	14	0	4.85381e-06
150-200%	Single-Family Detached	WY	Renter	1990s	0.420442	0.420442	0.159115	0	14	0	1.52266e-06
200-300%	Single-Family Detached	WY	Not Available	1990s	0	0	0	1	252	7223.28	0
200-300%	Single-Family Detached	WY	Owner	1990s	0.492752	0.492752	0.0144962	0	33	1031.9	1.16623e-05
200-300%	Single-Family Detached	WY	Renter	1990s	0.398448	0.398448	0.203104	0	11	0	3.4336e-06
300-400%	Single-Family Detached	WY	Not Available	1990s	0	0	0	1	217	4206.39	0
300-400%	Single-Family Detached	WY	Owner	1990s	0.5	0.5	0	0	29	600.913	1.297e-05
300-400%	Single-Family Detached	WY	Renter	1990s	0.398448	0.398448	0.203104	0	11	0	2.93708e-06
400%+	Single-Family Detached	WY	Not Available	1990s	0	0	0	1	77	82064.1	0
400%+	Single-Family Detached	WY	Owner	1990s	0.449285	0.449285	0.101429	0	11	11723.4	5.38328e-05
400%+	Single-Family Detached	WY	Renter	1990s	0.359082	0.359082	0.281836	0	11	0	5.70167e-06
Not Available	Single-Family Detached	WY	Not Available	1990s	0.416856	0.416856	0.166289	0	588	654456	1.81996e-05
Not Available	Single-Family Detached	WY	Owner	1990s	0	0	0	1	84	93493.7	0
Not Available	Single-Family Detached	WY	Renter	1990s	0	0	0	1	56	0	0
0-100%	Single-Family Detached	WY	Not Available	2000s	0	0	0	1	42	0	0
0-100%	Single-Family Detached	WY	Owner	2000s	0.483793	0.483793	0.0324144	0	28	0	4.84199e-06
0-100%	Single-Family Detached	WY	Renter	2000s	0.436577	0.436577	0.126846	0	15	0	3.65753e-06
100-150%	Single-Family Detached	WY	Not Available	2000s	0	0	0	1	63	0	0
100-150%	Single-Family Detached	WY	Owner	2000s	0.477434	0.477434	0.0451319	0	23	0	5.93006e-06
100-150%	Single-Family Detached	WY	Renter	2000s	0.436577	0.436577	0.126846	0	15	0	2.82816e-06
150-200%	Single-Family Detached	WY	Not Available	2000s	0	0	0	1	14	14590.5	0
150-200%	Single-Family Detached	WY	Owner	2000s	0.459284	0.459284	0.0814329	0	15	2084.35	6.14178e-06
150-200%	Single-Family Detached	WY	Renter	2000s	0.436577	0.436577	0.126846	0	15	0	2.46135e-06
200-300%	Single-Family Detached	WY	Not Available	2000s	0	0	0	1	28	15239.5	0
200-300%	Single-Family Detached	WY	Owner	2000s	0.5	0.5	0	0	36	2177.07	1.64654e-05
200-300%	Single-Family Detached	WY	Renter	2000s	0.474112	0.474112	0.0517764	0	15	0	5.02414e-06
300-400%	Single-Family Detached	WY	Not Available	2000s	0	0	0	1	28	17418.9	0
300-400%	Single-Family Detached	WY	Owner	2000s	0.5	0.5	0	0	40	2488.42	1.94444e-05
300-400%	Single-Family Detached	WY	Renter	2000s	0.474112	0.474112	0.0517764	0	15	0	4.05405e-06
400%+	Single-Family Detached	WY	Not Available	2000s	0	0	0	1	49	29851.6	0
400%+	Single-Family Detached	WY	Owner	2000s	0.5	0.5	0	0	94	4264.52	8.95454e-05
400%+	Single-Family Detached	WY	Renter	2000s	0.499943	0.499943	0.000114405	0	13	0	8.73283e-06
Not Available	Single-Family Detached	WY	Not Available	2000s	0.5	0.5	0	0	539	539704	2.77597e-05
Not Available	Single-Family Detached	WY	Owner	2000s	0	0	0	1	77	77100.5	0
Not Available	Single-Family Detached	WY	Renter	2000s	0	0	0	1	105	0	0
0-100%	Single-Family Detached	WY	Not Available	2010s	0	0	0	1	28	0	0
0-100%	Single-Family Detached	WY	Owner	2010s	0.426824	0.426824	0.146353	0	17	0	2.35787e-06
0-100%	Single-Family Detached	WY	Renter	2010s	0.436577	0.436577	0.126846	0	15	0	1.17993e-06
100-150%	Single-Family Detached	WY	Not Available	2010s	0	0	0	1	42	0	0
100-150%	Single-Family Detached	WY	Owner	2010s	0.429792	0.429792	0.140417	0	13	0	1.67597e-06
100-150%	Single-Family Detached	WY	Renter	2010s	0.436577	0.436577	0.126846	0	15	0	8.96645e-07
150-200%	Single-Family Detached	WY	Not Available	2010s	0	0	0	1	63	6601.12	0
150-200%	Single-Family Detached	WY	Owner	2010s	0.429792	0.429792	0.140417	0	13	943.017	2.38536e-06
150-200%	Single-Family Detached	WY	Renter	2010s	0.436577	0.436577	0.126846	0	15	0	1.02561e-06
200-300%	Single-Family Detached	WY	Not Available	2010s	0	0	0	1	14	1311.16	0
200-300%	Single-Family Detached	WY	Owner	2010s	0.5	0.5	0	0	23	187.309	5.64836e-06
200-300%	Single-Family Detached	WY	Renter	2010s	0.474112	0.474112	0.0517764	0	15	0	2.21345e-06
300-400%	Single-Family Detached	WY	Not Available	2010s	0	0	0	1	21	15806.8	0
300-400%	Single-Family Detached	WY	Owner	2010s	0.5	0.5	0	0	26	2258.12	6.37484e-06
300-400%	Single-Family Detached	WY	Renter	2010s	0.474112	0.474112	0.0517764	0	15	0	1.79378e-06
400%+	Single-Family Detached	WY	Not Available	2010s	0	0	0	1	49	49244.1	0
400%+	Single-Family Detached	WY	Owner	2010s	0.496795	0.496795	0.00640974	0	54	7034.87	3.5179e-05
400%+	Single-Family Detached	WY	Renter	2010s	0.499943	0.499943	0.000114405	0	13	0	2.77906e-06
Not Available	Single-Family Detached	WY	Not Available	2010s	0.451953	0.451953	0.0960932	0	490	510742	9.58854e-06
Not Available	Single-Family Detached	WY	Owner	2010s	0	0	0	1	70	72963.2	0
Not Available	Single-Family Detached	WY	Renter	2010s	0	0	0	1	77	0	0
0-100%	Single-Family Detached	WY	Not Available	<1940	0	0	0	1	77	0	0
0-100%	Single-Family Detached	WY	Owner	<1940	0.256083	0.256083	0.487833	0	33	0	1.13153e-05
0-100%	Single-Family Detached	WY	Renter	<1940	0.282187	0.282187	0.435626	0	14	0	3.89231e-06
100-150%	Single-Family Detached	WY	Not Available	<1940	0	0	0	1	35	25618.2	0
100-150%	Single-Family Detached	WY	Owner	<1940	0.187544	0.187544	0.624912	0	27	2793.46	1.11954e-05
100-150%	Single-Family Detached	WY	Renter	<1940	0.282187	0.282187	0.435626	0	14	866.279	3.16905e-06
150-200%	Single-Family Detached	WY	Not Available	<1940	0	0	0	1	56	28576.8	0
150-200%	Single-Family Detached	WY	Owner	<1940	0.173712	0.173712	0.652576	0	18	3226.79	1.18985e-05
150-200%	Single-Family Detached	WY	Renter	<1940	0.282187	0.282187	0.435626	0	14	855.602	2.98526e-06
200-300%	Single-Family Detached	WY	Not Available	<1940	0	0	0	1	63	20966	0
200-300%	Single-Family Detached	WY	Owner	<1940	0.289451	0.289451	0.421098	0	37	2992.34	2.53558e-05
200-300%	Single-Family Detached	WY	Renter	<1940	0.374829	0.374829	0.250342	0	10	2.79405	5.05257e-06
300-400%	Single-Family Detached	WY	Not Available	<1940	0	0	0	1	49	33912.3	0
300-400%	Single-Family Detached	WY	Owner	<1940	0.387318	0.387318	0.225364	0	26	4844.61	2.14579e-05
