Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	sampling_probability
Yes	Not Available	Single-Family Attached	Renter	2010s	0	0	0	1	13.1857	47944.7	0
Yes	Not Available	Single-Family Attached	Renter	<1940	0	0	0	1	13.1188	52847.1	0
Yes	Not Available	Single-Family Detached	Not Available	1940s	0.414497	0	0.585503	0	742.072	1.53559e+06	0.00369419
Yes	Not Available	Single-Family Detached	Not Available	1950s	0.410063	0	0.589937	0	530.222	4.08541e+06	0.00766178
Yes	Not Available	Single-Family Detached	Not Available	1960s	0.416836	0	0.583164	0	511.143	3.42873e+06	0.00700872
Yes	Not Available	Single-Family Detached	Not Available	1970s	0.419458	0	0.580542	0	695.171	4.3485e+06	0.00899086
Yes	Not Available	Single-Family Detached	Not Available	1980s	0.41864	0	0.58136	0	557.647	3.60175e+06	0.00739765
Yes	Not Available	Single-Family Detached	Not Available	1990s	0.428073	0	0.571927	0	627.999	4.45469e+06	0.00806891
Yes	Not Available	Single-Family Detached	Not Available	2000s	0.427253	0	0.572747	0	712.66	4.19864e+06	0.00915464
Yes	Not Available	Single-Family Detached	Not Available	2010s	0.43067	0	0.56933	0	418.136	2.34125e+06	0.00270731
Yes	Not Available	Single-Family Detached	Not Available	<1940	0.414497	0	0.585503	0	742.072	3.96831e+06	0.00864252
Yes	Not Available	Single-Family Detached	Owner	1940s	0	0	0	1	595.596	1.21643e+06	0
Yes	Not Available	Single-Family Detached	Owner	1950s	0	0	0	1	425.562	3.23629e+06	0
Yes	Not Available	Single-Family Detached	Owner	1960s	0	0	0	1	410.25	2.71609e+06	0
Yes	Not Available	Single-Family Detached	Owner	1970s	0	0	0	1	557.952	3.4447e+06	0
Yes	Not Available	Single-Family Detached	Owner	1980s	0	0	0	1	447.574	2.85316e+06	0
Yes	Not Available	Single-Family Detached	Owner	1990s	0	0	0	1	504.039	3.52881e+06	0
Yes	Not Available	Single-Family Detached	Owner	2000s	0	0	0	1	571.989	3.32599e+06	0
Yes	Not Available	Single-Family Detached	Owner	2010s	0	0	0	1	335.601	1.85464e+06	0
Yes	Not Available	Single-Family Detached	Owner	<1940	0	0	0	1	595.596	3.14353e+06	0
Yes	Not Available	Single-Family Detached	Renter	1940s	0	0	0	1	8.01531	18569.6	0
Yes	Not Available	Single-Family Detached	Renter	1950s	0	0	0	1	5.72706	49404.2	0
Yes	Not Available	Single-Family Detached	Renter	1960s	0	0	0	1	5.52099	41463.1	0
Yes	Not Available	Single-Family Detached	Renter	1970s	0	0	0	1	7.50872	52585.8	0
Yes	Not Available	Single-Family Detached	Renter	1980s	0	0	0	1	6.02329	43555.5	0
Yes	Not Available	Single-Family Detached	Renter	1990s	0	0	0	1	6.78318	53869.8	0
Yes	Not Available	Single-Family Detached	Renter	2000s	0	0	0	1	7.69762	50773.5	0
Yes	Not Available	Single-Family Detached	Renter	2010s	0	0	0	1	4.51639	28312.4	0
Yes	Not Available	Single-Family Detached	Renter	<1940	0	0	0	1	8.01531	47988.2	0
# Created by: sources\recs\recs2020\tsv_maker.py
# Description: Presence and rated efficiency of the clothes washer.
# Source: Constructed using U.S. EIA 2020 Residential Energy Consumption Survey (RECS) microdata.
# Assumption: The 2020 recs survey does not contain EnergyStar rating of clothes washers.Energystar efficiency distributions with [Geometry Building Type,Federal Poverty Level, Tenure] as dependencies are imported from RECS 2009Due to low sample count, the tsv is constructed by downscaling a dwelling unit sub-tsv with a household sub-tsv. The sub-tsvs have the following dependencies:
# Assumption: Dwelling unit sub-tsv : deps=['Geometry Building Type RECS', 'State','Clothes Washer Presence', 'Vintage'] with the following fallback coarsening order
# Assumption: [1] Geometry Building Type RECS coarsened to SF/MF/MH
# Assumption: [2] Geometry Building Type RECS coarsened to SF and MH/MF
# Assumption: [3] Vintage coarsened to every 20 years before 2000 and every 10 years subsequently
# Assumption: [4] Vintage homes built before 1960 coarsened to pre1960
# Assumption: [5] Vintage homes built after 2000 coarsened to 2000-20
# Assumption: Household sub-tsv : deps=['Geometry Building Type RECS', 'State' 'Tenure', 'Federal Poverty Level'] with the following fallback coarsening order
# Assumption: [1] Geometry Building Type RECS coarsened to SF/MF/MH
# Assumption: [2] Geometry Building Type RECS coarsened to SF and MH/MF
# Assumption: [3] Federal Poverty Level coarsened every 100 percent
# Assumption: [4] Federal Poverty Level coarsened every 200 percent
# Assumption: In combining the dwelling unit sub-tsv and household sub-tsv, the conditional relationships are ignored across (['Clothes Washer Presence', 'Vintage'], ['Tenure', 'Federal Poverty Level']).
