Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
NC_Raleigh-Durham.Intl.AP.723060	10 to 19 Unit	1940-59s	0.291912	0.251675	0.228207	0.228207	900.960161
NC_Raleigh-Durham.Intl.AP.723060	10 to 19 Unit	1960-79s	0.636362	0.121866	0.120886	0.120886	7467.986903
NC_Raleigh-Durham.Intl.AP.723060	10 to 19 Unit	1980-99s	0.663250	0.078484	0.073219	0.185047	26470.720420
NC_Raleigh-Durham.Intl.AP.723060	10 to 19 Unit	2000-09s	0.684613	0.113778	0.100804	0.100804	13456.954600
NC_Raleigh-Durham.Intl.AP.723060	10 to 19 Unit	<1940	0.304196	0.231935	0.231935	0.231935	337.851526
NC_Raleigh-Durham.Intl.AP.723060	10 to 19 Unit	2010s	0.267416	0.244195	0.244195	0.244195	2616.378519
NC_Wilmington.Intl.AP.723013	10 to 19 Unit	1940-59s	0.638438	0.269704	0.045929	0.045929	343.130687
NC_Wilmington.Intl.AP.723013	10 to 19 Unit	1960-79s	0.940705	0.028055	0.015620	0.015620	2225.854805
NC_Wilmington.Intl.AP.723013	10 to 19 Unit	1980-99s	0.921099	0.047561	0.014134	0.017206	10857.566710
NC_Wilmington.Intl.AP.723013	10 to 19 Unit	2000-09s	0.899698	0.074183	0.013060	0.013060	6992.793564
NC_Wilmington.Intl.AP.723013	10 to 19 Unit	<1940	0.346049	0.217984	0.217984	0.217984	63.125917
NC_Wilmington.Intl.AP.723013	10 to 19 Unit	2010s	0.495138	0.168287	0.168287	0.168287	1008.043955
ND_Bismarck.Muni.AP.727640	10 to 19 Unit	1940-59s	0.363076	0.212308	0.212308	0.212308	43.399357
ND_Bismarck.Muni.AP.727640	10 to 19 Unit	1960-79s	0.708682	0.097106	0.097106	0.097106	1337.152669
ND_Bismarck.Muni.AP.727640	10 to 19 Unit	1980-99s	0.820349	0.059884	0.059884	0.059884	1457.058348
ND_Bismarck.Muni.AP.727640	10 to 19 Unit	2000-09s	0.739199	0.086934	0.086934	0.086934	213.195107
ND_Bismarck.Muni.AP.727640	10 to 19 Unit	<1940	0.495333	0.168222	0.168222	0.168222	47.819675
ND_Bismarck.Muni.AP.727640	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	45.993933
ND_Fargo-Hector.Intl.AP.727530	10 to 19 Unit	1940-59s	0.380415	0.206528	0.206528	0.206528	702.621960
ND_Fargo-Hector.Intl.AP.727530	10 to 19 Unit	1960-79s	0.865170	0.044943	0.044943	0.044943	4180.153296
ND_Fargo-Hector.Intl.AP.727530	10 to 19 Unit	1980-99s	0.852652	0.049116	0.049116	0.049116	5737.749189
ND_Fargo-Hector.Intl.AP.727530	10 to 19 Unit	2000-09s	0.755663	0.081731	0.081303	0.081303	1275.590262
ND_Fargo-Hector.Intl.AP.727530	10 to 19 Unit	<1940	0.311815	0.229395	0.229395	0.229395	303.890826
ND_Fargo-Hector.Intl.AP.727530	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	325.500690
ND_Minot.Intl.AP.727676	10 to 19 Unit	1940-59s	0.336455	0.221182	0.221182	0.221182	97.473744
ND_Minot.Intl.AP.727676	10 to 19 Unit	1960-79s	0.837845	0.054052	0.054052	0.054052	1145.952030
ND_Minot.Intl.AP.727676	10 to 19 Unit	1980-99s	0.839056	0.053648	0.053648	0.053648	1029.642543
ND_Minot.Intl.AP.727676	10 to 19 Unit	2000-09s	0.764662	0.078446	0.078446	0.078446	170.345533
ND_Minot.Intl.AP.727676	10 to 19 Unit	<1940	0.379760	0.206747	0.206747	0.206747	77.299300
ND_Minot.Intl.AP.727676	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	342.503734
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	10 to 19 Unit	1940-59s	0.472871	0.175710	0.175710	0.175710	145.807092
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	10 to 19 Unit	1960-79s	0.801213	0.066262	0.066262	0.066262	756.899682
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	10 to 19 Unit	1980-99s	0.848664	0.050445	0.050445	0.050445	695.479733
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	10 to 19 Unit	2000-09s	0.780860	0.077442	0.070849	0.070849	345.809828
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	10 to 19 Unit	<1940	0.303048	0.232317	0.232317	0.232317	76.453158
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	39.972591
NE_Norfolk-Karl.Stefan.Mem.AP.725560	10 to 19 Unit	1940-59s	0.462358	0.179214	0.179214	0.179214	32.276140
NE_Norfolk-Karl.Stefan.Mem.AP.725560	10 to 19 Unit	1960-79s	0.958382	0.013873	0.013873	0.013873	589.370814
NE_Norfolk-Karl.Stefan.Mem.AP.725560	10 to 19 Unit	1980-99s	0.933494	0.022169	0.022169	0.022169	507.061643
NE_Norfolk-Karl.Stefan.Mem.AP.725560	10 to 19 Unit	2000-09s	0.654037	0.115321	0.115321	0.115321	145.697447
NE_Norfolk-Karl.Stefan.Mem.AP.725560	10 to 19 Unit	<1940	0.309923	0.230026	0.230026	0.230026	39.217953
NE_Norfolk-Karl.Stefan.Mem.AP.725560	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	0.072458
NE_North.Platte.Rgnl.AP.725620	10 to 19 Unit	1940-59s	0.360649	0.213117	0.213117	0.213117	23.364769
NE_North.Platte.Rgnl.AP.725620	10 to 19 Unit	1960-79s	0.879589	0.040144	0.040133	0.040133	150.184925
NE_North.Platte.Rgnl.AP.725620	10 to 19 Unit	1980-99s	0.790763	0.069749	0.069744	0.069744	384.687926
NE_North.Platte.Rgnl.AP.725620	10 to 19 Unit	2000-09s	0.729798	0.090067	0.090067	0.090067	110.830038
NE_North.Platte.Rgnl.AP.725620	10 to 19 Unit	<1940	0.298068	0.233977	0.233977	0.233977	32.386805
NE_North.Platte.Rgnl.AP.725620	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	13.226996
NE_Omaha-Eppley.Airfield.725500	10 to 19 Unit	1940-59s	0.313819	0.228727	0.228727	0.228727	1533.777352
NE_Omaha-Eppley.Airfield.725500	10 to 19 Unit	1960-79s	0.657329	0.114224	0.114224	0.114224	9351.696655
NE_Omaha-Eppley.Airfield.725500	10 to 19 Unit	1980-99s	0.541187	0.152938	0.152938	0.152938	11788.095190
NE_Omaha-Eppley.Airfield.725500	10 to 19 Unit	2000-09s	0.549712	0.150115	0.150087	0.150087	4501.850906
NE_Omaha-Eppley.Airfield.725500	10 to 19 Unit	<1940	0.413830	0.195390	0.195390	0.195390	1092.531206
NE_Omaha-Eppley.Airfield.725500	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	753.537974
NE_Scottsbluff-W.B.Heilig.Field.725660	10 to 19 Unit	1940-59s	0.590676	0.136441	0.136441	0.136441	105.422240
NE_Scottsbluff-W.B.Heilig.Field.725660	10 to 19 Unit	1960-79s	0.931309	0.026467	0.021112	0.021112	189.888369
NE_Scottsbluff-W.B.Heilig.Field.725660	10 to 19 Unit	1980-99s	0.880236	0.042912	0.038426	0.038426	364.514081
NE_Scottsbluff-W.B.Heilig.Field.725660	10 to 19 Unit	2000-09s	0.717358	0.097389	0.092626	0.092626	93.117526
NE_Scottsbluff-W.B.Heilig.Field.725660	10 to 19 Unit	<1940	0.453335	0.182222	0.182222	0.182222	92.310663
NE_Scottsbluff-W.B.Heilig.Field.725660	10 to 19 Unit	2010s	0.279366	0.240211	0.240211	0.240211	6.496613
NH_Concord.Muni.AP.726050	10 to 19 Unit	1940-59s	0.435902	0.188033	0.188033	0.188033	461.315384
NH_Concord.Muni.AP.726050	10 to 19 Unit	1960-79s	0.657724	0.117865	0.112205	0.112205	4794.369913
NH_Concord.Muni.AP.726050	10 to 19 Unit	1980-99s	0.560368	0.156794	0.141419	0.141419	4922.364658
NH_Concord.Muni.AP.726050	10 to 19 Unit	2000-09s	0.308207	0.253296	0.219248	0.219248	902.714030
NH_Concord.Muni.AP.726050	10 to 19 Unit	<1940	0.558208	0.144706	0.144295	0.152791	1123.643196
NH_Concord.Muni.AP.726050	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	209.299498
NJ_Atlantic.City.Intl.AP.724070	10 to 19 Unit	1940-59s	0.382774	0.214973	0.201127	0.201127	767.265750
NJ_Atlantic.City.Intl.AP.724070	10 to 19 Unit	1960-79s	0.622863	0.138602	0.116050	0.122485	4672.321835
NJ_Atlantic.City.Intl.AP.724070	10 to 19 Unit	1980-99s	0.524493	0.180319	0.147604	0.147584	4333.473288
NJ_Atlantic.City.Intl.AP.724070	10 to 19 Unit	2000-09s	0.465910	0.212223	0.160811	0.161056	1114.491283
NJ_Atlantic.City.Intl.AP.724070	10 to 19 Unit	<1940	0.387876	0.204127	0.204007	0.203990	459.839747
NJ_Atlantic.City.Intl.AP.724070	10 to 19 Unit	2010s	0.360271	0.213243	0.213243	0.213243	225.624878
NJ_Newark.Intl.AP.725020	10 to 19 Unit	1940-59s	0.781166	0.073099	0.072867	0.072867	17827.881030
NJ_Newark.Intl.AP.725020	10 to 19 Unit	1960-79s	0.869361	0.051949	0.029574	0.049116	42339.599050
NJ_Newark.Intl.AP.725020	10 to 19 Unit	1980-99s	0.670667	0.138086	0.095624	0.095624	34842.510660
NJ_Newark.Intl.AP.725020	10 to 19 Unit	2000-09s	0.478224	0.252816	0.125950	0.143010	10324.260570
NJ_Newark.Intl.AP.725020	10 to 19 Unit	<1940	0.893097	0.040166	0.026242	0.040494	22322.352270
NJ_Newark.Intl.AP.725020	10 to 19 Unit	2010s	0.253718	0.248761	0.248761	0.248761	2163.177815
NM_Albuquerque.Intl.AP.723650	10 to 19 Unit	1940-59s	0.388156	0.203948	0.203948	0.203948	628.875810
NM_Albuquerque.Intl.AP.723650	10 to 19 Unit	1960-79s	0.520364	0.160681	0.159477	0.159477	5457.479279
NM_Albuquerque.Intl.AP.723650	10 to 19 Unit	1980-99s	0.346318	0.222320	0.215681	0.215681	6597.423240
NM_Albuquerque.Intl.AP.723650	10 to 19 Unit	2000-09s	0.398664	0.203422	0.198957	0.198957	2243.282573
NM_Albuquerque.Intl.AP.723650	10 to 19 Unit	<1940	0.297817	0.234061	0.234061	0.234061	114.099219
NM_Albuquerque.Intl.AP.723650	10 to 19 Unit	2010s	0.274585	0.241805	0.241805	0.241805	188.547483
NM_Tucumcari.AP.723676	10 to 19 Unit	1940-59s	0.741402	0.086199	0.086199	0.086199	25.963018
NM_Tucumcari.AP.723676	10 to 19 Unit	1960-79s	0.971142	0.016064	0.006397	0.006397	209.545655
NM_Tucumcari.AP.723676	10 to 19 Unit	1980-99s	0.873933	0.063447	0.030922	0.031698	292.072660
NM_Tucumcari.AP.723676	10 to 19 Unit	2000-09s	0.993023	0.002767	0.002105	0.002105	82.111039
NM_Tucumcari.AP.723676	10 to 19 Unit	<1940	0.302946	0.232351	0.232351	0.232351	1.301845
NM_Tucumcari.AP.723676	10 to 19 Unit	2010s	0.371166	0.209611	0.209611	0.209611	23.548486
NV_Elko.Muni.AP.725825	10 to 19 Unit	1940-59s	0.429202	0.190266	0.190266	0.190266	14.182177
NV_Elko.Muni.AP.725825	10 to 19 Unit	1960-79s	0.668859	0.112373	0.109384	0.109384	93.630833
NV_Elko.Muni.AP.725825	10 to 19 Unit	1980-99s	0.784241	0.079506	0.068127	0.068127	53.815745
NV_Elko.Muni.AP.725825	10 to 19 Unit	2000-09s	0.818570	0.135700	0.022865	0.022865	36.199676
NV_Elko.Muni.AP.725825	10 to 19 Unit	<1940	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Elko.Muni.AP.725825	10 to 19 Unit	2010s	0.696038	0.101321	0.101321	0.101321	21.749586
NV_Ely-Yelland.Field.724860	10 to 19 Unit	1940-59s	0.778714	0.073762	0.073762	0.073762	1.936461
NV_Ely-Yelland.Field.724860	10 to 19 Unit	1960-79s	0.536645	0.164937	0.149209	0.149209	5.906605
NV_Ely-Yelland.Field.724860	10 to 19 Unit	1980-99s	0.786494	0.082968	0.065269	0.065269	4.718186
NV_Ely-Yelland.Field.724860	10 to 19 Unit	2000-09s	0.699974	0.120459	0.089783	0.089783	0.774628
NV_Ely-Yelland.Field.724860	10 to 19 Unit	<1940	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Ely-Yelland.Field.724860	10 to 19 Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Las.Vegas-McCarran.Intl.AP.723860	10 to 19 Unit	1940-59s	0.811523	0.062826	0.062826	0.062826	873.262262
NV_Las.Vegas-McCarran.Intl.AP.723860	10 to 19 Unit	1960-79s	0.900453	0.045407	0.027070	0.027070	8965.565397
NV_Las.Vegas-McCarran.Intl.AP.723860	10 to 19 Unit	1980-99s	0.926334	0.042691	0.015488	0.015488	21104.676180
NV_Las.Vegas-McCarran.Intl.AP.723860	10 to 19 Unit	2000-09s	0.925473	0.050473	0.012027	0.012027	8686.319797
NV_Las.Vegas-McCarran.Intl.AP.723860	10 to 19 Unit	<1940	0.525186	0.158271	0.158271	0.158271	55.469819
NV_Las.Vegas-McCarran.Intl.AP.723860	10 to 19 Unit	2010s	0.351434	0.216189	0.216189	0.216189	908.084091
NV_Reno-Tahoe.Intl.AP.724880	10 to 19 Unit	1940-59s	0.784011	0.071996	0.071996	0.071996	299.396964
NV_Reno-Tahoe.Intl.AP.724880	10 to 19 Unit	1960-79s	0.867070	0.051466	0.040732	0.040732	3023.618864
NV_Reno-Tahoe.Intl.AP.724880	10 to 19 Unit	1980-99s	0.893989	0.048054	0.028979	0.028979	3568.453243
NV_Reno-Tahoe.Intl.AP.724880	10 to 19 Unit	2000-09s	0.844524	0.134312	0.010582	0.010582	1625.149370
NV_Reno-Tahoe.Intl.AP.724880	10 to 19 Unit	<1940	0.574050	0.141983	0.141983	0.141983	62.762483
NV_Reno-Tahoe.Intl.AP.724880	10 to 19 Unit	2010s	0.479971	0.173343	0.173343	0.173343	220.894163
NV_Tonopah.AP.724855	10 to 19 Unit	1940-59s	0.549510	0.150163	0.150163	0.150163	5.563698
NV_Tonopah.AP.724855	10 to 19 Unit	1960-79s	0.865868	0.050034	0.042049	0.042049	97.065540
NV_Tonopah.AP.724855	10 to 19 Unit	1980-99s	0.941763	0.026981	0.015628	0.015628	61.609053
NV_Tonopah.AP.724855	10 to 19 Unit	2000-09s	0.966455	0.024409	0.004568	0.004568	12.951979
NV_Tonopah.AP.724855	10 to 19 Unit	<1940	0.987419	0.004194	0.004194	0.004194	8.415217
NV_Tonopah.AP.724855	10 to 19 Unit	2010s	0.306791	0.231070	0.231070	0.231070	5.664446
NV_Winnemucca.Muni.AP.725830	10 to 19 Unit	1940-59s	0.544104	0.151965	0.151965	0.151965	0.459853
NV_Winnemucca.Muni.AP.725830	10 to 19 Unit	1960-79s	0.918131	0.028242	0.026814	0.026814	0.643959
NV_Winnemucca.Muni.AP.725830	10 to 19 Unit	1980-99s	0.655779	0.149576	0.097323	0.097323	25.732222
NV_Winnemucca.Muni.AP.725830	10 to 19 Unit	2000-09s	0.430276	0.206010	0.181857	0.181857	5.446552
NV_Winnemucca.Muni.AP.725830	10 to 19 Unit	<1940	0.271276	0.242908	0.242908	0.242908	0.217595
NV_Winnemucca.Muni.AP.725830	10 to 19 Unit	2010s	0.826643	0.057786	0.057786	0.057786	0.123253
NY_Albany.County.AP.725180	10 to 19 Unit	1940-59s	0.335721	0.222648	0.220815	0.220815	1223.008993
NY_Albany.County.AP.725180	10 to 19 Unit	1960-79s	0.544562	0.200167	0.129372	0.125900	6119.442633
NY_Albany.County.AP.725180	10 to 19 Unit	1980-99s	0.376559	0.207827	0.207807	0.207807	3804.827775
NY_Albany.County.AP.725180	10 to 19 Unit	2000-09s	0.251716	0.249778	0.249253	0.249253	1442.461696
NY_Albany.County.AP.725180	10 to 19 Unit	<1940	0.390355	0.202247	0.202247	0.205150	1399.903433
NY_Albany.County.AP.725180	10 to 19 Unit	2010s	0.260680	0.246440	0.246440	0.246440	478.905691
NY_Binghamton-Edwin.A.Link.Field.725150	10 to 19 Unit	1940-59s	0.588971	0.140982	0.135024	0.135024	529.973949
NY_Binghamton-Edwin.A.Link.Field.725150	10 to 19 Unit	1960-79s	0.697302	0.140442	0.111885	0.050371	1954.435656
NY_Binghamton-Edwin.A.Link.Field.725150	10 to 19 Unit	1980-99s	0.630288	0.123237	0.123237	0.123237	1466.788133
NY_Binghamton-Edwin.A.Link.Field.725150	10 to 19 Unit	2000-09s	0.250000	0.250000	0.250000	0.250000	179.428964
NY_Binghamton-Edwin.A.Link.Field.725150	10 to 19 Unit	<1940	0.692938	0.102354	0.102354	0.102354	719.078487
NY_Binghamton-Edwin.A.Link.Field.725150	10 to 19 Unit	2010s	0.390236	0.203255	0.203255	0.203255	121.917618
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	10 to 19 Unit	1940-59s	0.258033	0.248134	0.246917	0.246917	834.645362
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	10 to 19 Unit	1960-79s	0.402909	0.199242	0.199107	0.198742	4150.469628
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	10 to 19 Unit	1980-99s	0.294529	0.235157	0.235157	0.235157	2066.925445
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	10 to 19 Unit	2000-09s	0.250000	0.250000	0.250000	0.250000	424.969251
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	10 to 19 Unit	<1940	0.469554	0.176815	0.176815	0.176815	1207.064108
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	10 to 19 Unit	2010s	0.250127	0.249958	0.249958	0.249958	208.563517
NY_Massena.AP.726223	10 to 19 Unit	1940-59s	0.494557	0.177298	0.164073	0.164073	45.345096
NY_Massena.AP.726223	10 to 19 Unit	1960-79s	0.889849	0.053401	0.031518	0.025233	218.173051
NY_Massena.AP.726223	10 to 19 Unit	1980-99s	0.812587	0.062471	0.062471	0.062471	332.684846
NY_Massena.AP.726223	10 to 19 Unit	2000-09s	0.251025	0.256500	0.246237	0.246237	28.540204
NY_Massena.AP.726223	10 to 19 Unit	<1940	0.442985	0.185672	0.185672	0.185672	108.881099
NY_Massena.AP.726223	10 to 19 Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
NY_New.York-J.F.Kennedy.Intl.AP.744860	10 to 19 Unit	1940-59s	0.783352	0.072216	0.072216	0.072216	23813.324930
NY_New.York-J.F.Kennedy.Intl.AP.744860	10 to 19 Unit	1960-79s	0.834375	0.055970	0.039096	0.070560	27819.379580
NY_New.York-J.F.Kennedy.Intl.AP.744860	10 to 19 Unit	1980-99s	0.654762	0.146128	0.099555	0.099555	16270.081960
NY_New.York-J.F.Kennedy.Intl.AP.744860	10 to 19 Unit	2000-09s	0.415869	0.298761	0.132141	0.153230	11513.877680
NY_New.York-J.F.Kennedy.Intl.AP.744860	10 to 19 Unit	<1940	0.869634	0.048791	0.030812	0.050764	42571.433800
NY_New.York-J.F.Kennedy.Intl.AP.744860	10 to 19 Unit	2010s	0.250774	0.249742	0.249742	0.249742	1859.044132
NY_Rochester-Greater.Rochester.Intl.AP.725290	10 to 19 Unit	1940-59s	0.391955	0.202683	0.202681	0.202681	738.726354
NY_Rochester-Greater.Rochester.Intl.AP.725290	10 to 19 Unit	1960-79s	0.334570	0.222709	0.221735	0.220986	4216.017142
NY_Rochester-Greater.Rochester.Intl.AP.725290	10 to 19 Unit	1980-99s	0.255189	0.248270	0.248270	0.248270	2202.563669
NY_Rochester-Greater.Rochester.Intl.AP.725290	10 to 19 Unit	2000-09s	0.250000	0.250000	0.250000	0.250000	646.371855
NY_Rochester-Greater.Rochester.Intl.AP.725290	10 to 19 Unit	<1940	0.256459	0.247847	0.247847	0.247847	872.824503
NY_Rochester-Greater.Rochester.Intl.AP.725290	10 to 19 Unit	2010s	0.265637	0.244788	0.244788	0.244788	49.187342
NY_Syracuse-Hancock.Intl.AP.725190	10 to 19 Unit	1940-59s	0.513770	0.191400	0.147415	0.147415	1017.458895
NY_Syracuse-Hancock.Intl.AP.725190	10 to 19 Unit	1960-79s	0.729188	0.119430	0.092653	0.058729	4679.284072
NY_Syracuse-Hancock.Intl.AP.725190	10 to 19 Unit	1980-99s	0.570044	0.143319	0.143319	0.143319	2560.100781
NY_Syracuse-Hancock.Intl.AP.725190	10 to 19 Unit	2000-09s	0.248793	0.257528	0.246840	0.246840	607.784737
NY_Syracuse-Hancock.Intl.AP.725190	10 to 19 Unit	<1940	0.581343	0.139552	0.139552	0.139552	1055.714059
NY_Syracuse-Hancock.Intl.AP.725190	10 to 19 Unit	2010s	0.424024	0.191992	0.191992	0.191992	63.152125
OH_Akron.Canton.Rgnl.AP.725210	10 to 19 Unit	1940-59s	0.250862	0.261895	0.243621	0.243621	638.154701
OH_Akron.Canton.Rgnl.AP.725210	10 to 19 Unit	1960-79s	0.321248	0.226833	0.225713	0.226207	5827.760611
OH_Akron.Canton.Rgnl.AP.725210	10 to 19 Unit	1980-99s	0.300485	0.233172	0.233172	0.233172	4629.289354
OH_Akron.Canton.Rgnl.AP.725210	10 to 19 Unit	2000-09s	0.273462	0.242179	0.242179	0.242179	1877.607530
OH_Akron.Canton.Rgnl.AP.725210	10 to 19 Unit	<1940	0.259180	0.246951	0.246935	0.246935	486.577023
OH_Akron.Canton.Rgnl.AP.725210	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	187.311558
OH_Cleveland-Hopkins.Intl.AP.725240	10 to 19 Unit	1940-59s	0.349327	0.221849	0.214412	0.214412	3716.572916
OH_Cleveland-Hopkins.Intl.AP.725240	10 to 19 Unit	1960-79s	0.484094	0.181939	0.116649	0.217318	13205.971030
OH_Cleveland-Hopkins.Intl.AP.725240	10 to 19 Unit	1980-99s	0.330335	0.223222	0.223222	0.223222	8944.654599
OH_Cleveland-Hopkins.Intl.AP.725240	10 to 19 Unit	2000-09s	0.263324	0.245559	0.245559	0.245559	1921.447634
OH_Cleveland-Hopkins.Intl.AP.725240	10 to 19 Unit	<1940	0.276130	0.254902	0.234484	0.234484	2767.688943
OH_Cleveland-Hopkins.Intl.AP.725240	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	232.706647
OH_Columbus-Port.Columbus.Intl.AP.724280	10 to 19 Unit	1940-59s	0.397040	0.217503	0.192729	0.192729	1465.930383
OH_Columbus-Port.Columbus.Intl.AP.724280	10 to 19 Unit	1960-79s	0.612499	0.129167	0.129167	0.129167	10271.523470
OH_Columbus-Port.Columbus.Intl.AP.724280	10 to 19 Unit	1980-99s	0.470246	0.176587	0.176583	0.176584	12732.004320
OH_Columbus-Port.Columbus.Intl.AP.724280	10 to 19 Unit	2000-09s	0.329677	0.223462	0.223431	0.223431	4487.233380
OH_Columbus-Port.Columbus.Intl.AP.724280	10 to 19 Unit	<1940	0.306469	0.231177	0.231177	0.231177	830.810995
OH_Columbus-Port.Columbus.Intl.AP.724280	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	1513.027571
OH_Dayton.Intl.AP.724290	10 to 19 Unit	1940-59s	0.443690	0.280400	0.137955	0.137955	924.362035
OH_Dayton.Intl.AP.724290	10 to 19 Unit	1960-79s	0.929695	0.023435	0.023435	0.023435	7314.109417
OH_Dayton.Intl.AP.724290	10 to 19 Unit	1980-99s	0.857097	0.047634	0.047634	0.047634	6316.214494
OH_Dayton.Intl.AP.724290	10 to 19 Unit	2000-09s	0.595323	0.134892	0.134892	0.134892	2278.814158
OH_Dayton.Intl.AP.724290	10 to 19 Unit	<1940	0.298180	0.233940	0.233940	0.233940	490.186053
OH_Dayton.Intl.AP.724290	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	284.921551
OH_Mansfield-Lahm.Muni.AP.725246	10 to 19 Unit	1940-59s	0.556430	0.284187	0.079691	0.079691	177.193750
OH_Mansfield-Lahm.Muni.AP.725246	10 to 19 Unit	1960-79s	0.996114	0.001295	0.001295	0.001295	1034.620683
OH_Mansfield-Lahm.Muni.AP.725246	10 to 19 Unit	1980-99s	0.950228	0.016591	0.016591	0.016591	494.337926
OH_Mansfield-Lahm.Muni.AP.725246	10 to 19 Unit	2000-09s	0.747060	0.084313	0.084313	0.084313	356.728021
OH_Mansfield-Lahm.Muni.AP.725246	10 to 19 Unit	<1940	0.283687	0.238771	0.238771	0.238771	80.843309
OH_Mansfield-Lahm.Muni.AP.725246	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	12.908998
OH_Toledo.Express.AP.725360	10 to 19 Unit	1940-59s	0.312492	0.436723	0.125393	0.125393	816.865489
OH_Toledo.Express.AP.725360	10 to 19 Unit	1960-79s	0.951643	0.016119	0.016119	0.016119	6043.175035
OH_Toledo.Express.AP.725360	10 to 19 Unit	1980-99s	0.954605	0.015293	0.015051	0.015051	4808.437475
OH_Toledo.Express.AP.725360	10 to 19 Unit	2000-09s	0.782726	0.076067	0.070603	0.070603	1681.939156
OH_Toledo.Express.AP.725360	10 to 19 Unit	<1940	0.335137	0.222992	0.220935	0.220935	447.757277
OH_Toledo.Express.AP.725360	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	110.532289
OH_Youngstown.Rgnl.AP.725250	10 to 19 Unit	1940-59s	0.450281	0.291588	0.129066	0.129066	428.146919
OH_Youngstown.Rgnl.AP.725250	10 to 19 Unit	1960-79s	0.774103	0.077966	0.075234	0.072697	3229.207054
OH_Youngstown.Rgnl.AP.725250	10 to 19 Unit	1980-99s	0.706568	0.097811	0.097811	0.097811	1691.048618
OH_Youngstown.Rgnl.AP.725250	10 to 19 Unit	2000-09s	0.381958	0.206014	0.206014	0.206014	238.809125
OH_Youngstown.Rgnl.AP.725250	10 to 19 Unit	<1940	0.451401	0.182931	0.182834	0.182834	209.406533
OH_Youngstown.Rgnl.AP.725250	10 to 19 Unit	2010s	0.269890	0.243370	0.243370	0.243370	37.051397
OK_Oklahoma.City-Will.Rogers.World.AP.723530	10 to 19 Unit	1940-59s	0.250000	0.250000	0.250000	0.250000	634.254656
OK_Oklahoma.City-Will.Rogers.World.AP.723530	10 to 19 Unit	1960-79s	0.675625	0.111406	0.106485	0.106485	6103.263147
OK_Oklahoma.City-Will.Rogers.World.AP.723530	10 to 19 Unit	1980-99s	0.618520	0.127403	0.120643	0.133433	9667.872957
OK_Oklahoma.City-Will.Rogers.World.AP.723530	10 to 19 Unit	2000-09s	0.575796	0.141401	0.141401	0.141401	4420.031074
OK_Oklahoma.City-Will.Rogers.World.AP.723530	10 to 19 Unit	<1940	0.378176	0.207275	0.207275	0.207275	274.637788
OK_Oklahoma.City-Will.Rogers.World.AP.723530	10 to 19 Unit	2010s	0.280025	0.239992	0.239992	0.239992	1068.290785
OK_Tulsa.Intl.AP.723560	10 to 19 Unit	1940-59s	0.251990	0.249337	0.249337	0.249337	378.342168
OK_Tulsa.Intl.AP.723560	10 to 19 Unit	1960-79s	0.911544	0.055484	0.016486	0.016486	6655.543670
OK_Tulsa.Intl.AP.723560	10 to 19 Unit	1980-99s	0.861455	0.066008	0.029319	0.043218	8213.327276
OK_Tulsa.Intl.AP.723560	10 to 19 Unit	2000-09s	0.939265	0.020245	0.020245	0.020245	2532.228973
OK_Tulsa.Intl.AP.723560	10 to 19 Unit	<1940	0.268479	0.243840	0.243840	0.243840	259.923565
