Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight
7AK	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	63.7377
7AK	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	23.0785	25425.6
7AK	Single-Family Detached	0-1499	Room AC	0.00312985	0.722141	0.18417	0.0638993	0	0.0266601	0	0	9.06012	8219.65
7AK	Single-Family Detached	1500-2499	Central AC	0	0	0	0.190608	0.237025	0.572368	0	0	4.74355	4125.44
7AK	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	557.191
7AK	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	67.4626
7AK	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	6.12262	6164.84
7AK	Single-Family Detached	1500-2499	Room AC	0.125895	0.703358	0.128322	0.035709	0	0.00671702	0	0	1.33331	1072.35
7AK	Single-Family Detached	2500-3999	Central AC	0	0	0	0.313327	0.297406	0.389267	0	0	2.20492	1854.41
7AK	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	146.388
7AK	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	17.7242
7AK	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	1.88399	1856.4
7AK	Single-Family Detached	2500-3999	Room AC	0.149382	0.749161	0.076615	0.0215746	0	0.00326805	0	0	0.568769	446.719
7AK	Single-Family Detached	4000+	Central AC	0	0	0	0.297291	0.309203	0.393506	0	0	0.445301	377.885
7AK	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	21.5463
7AK	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	2.60875
7AK	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.222874	212.077
7AK	Single-Family Detached	4000+	Room AC	0.0797069	0.834182	0.056768	0.0235487	0	0.00579399	0	0	0.0526599	44.221
7B	Mobile Home	0-1499	Central AC	0	0	0	0.00300969	0.0620533	0.934937	0	0	0.0353638	59.3702
7B	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	19.2567
7B	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	2.33153
7B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.306014	612.857
7B	Mobile Home	0-1499	Room AC	0	0.649075	0.146991	0.134659	0	0.0692751	0	0	0.311755	482.273
7B	Mobile Home	1500-2499	Central AC	0	0	0	0.0108654	0.139363	0.849771	0	0	0.0248466	39.1537
7B	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	20.382
7B	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	2.46778
7B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.0811843	148.597
7B	Mobile Home	1500-2499	Room AC	0	0.76415	0.123794	0.0909589	0	0.021097	0	0	0.0458788	62.9183
7B	Mobile Home	2500-3999	Central AC	0	0	0	0.0231764	0.226905	0.749919	0	0	0.0115493	17.5998
7B	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	5.35489
7B	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	0.64835
7B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0249812	44.7465
7B	Mobile Home	2500-3999	Room AC	0	0.854013	0.0775536	0.057663	0	0.0107701	0	0	0.0195711	26.2104
7B	Mobile Home	4000+	Central AC	0	0	0	0.0216443	0.232195	0.746161	0	0	0.00233247	3.58642
7B	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	0.788165
7B	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	0.095428
7B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.00295525	5.11191
7B	Mobile Home	4000+	Room AC	0	0.872072	0.0526979	0.0577195	0	0.017511	0	0	0.00181201	2.59458
7B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	250.87
7B	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	9.43232
7B	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	1.14203
7B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	4595.8
7B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	2182.83
7B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	165.444
7B	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	9.98355
7B	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	1.20877
7B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	1114.33
7B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	284.776
7B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	74.3682
7B	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	2.62294
7B	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	0.317575
7B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	335.553
7B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.7562	0.184847	0.0447074	0	0.0142461	0	0	0.221811	118.632
7B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0546631	0.109123	0.836214	0	0	0.0257432	15.1545
7B	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.38606
7B	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.0467427
7B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.0568395	38.334
7B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.799611	0.130064	0.0463403	0	0.023985	0	0	0.0205366	11.7434
7B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	250.87
7B	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	9.43232
7B	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	1.14203
7B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	4595.8
7B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	2182.83
7B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	165.444
7B	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	9.98355
7B	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	1.20877
7B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	1114.33
7B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	284.776
7B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	74.3682
7B	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	2.62294
7B	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	0.317575
7B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	335.553
7B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.7562	0.184847	0.0447074	0	0.0142461	0	0	0.221811	118.632
7B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0546631	0.109123	0.836214	0	0	0.0257432	15.1545
7B	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.38606
7B	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.0467427
7B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.0568395	38.334
7B	Multi-Family with 5+ Units	4000+	Room AC	0	0.799611	0.130064	0.0463403	0	0.023985	0	0	0.0205366	11.7434
7B	Single-Family Attached	0-1499	Central AC	0	0	0	0.0669964	0.133921	0.799083	0	0	6.75144	3959.22
7B	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	333.181
7B	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	40.3403
7B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	23.0785	16092.1
7B	Single-Family Attached	0-1499	Room AC	0.00312985	0.722141	0.18417	0.0638993	0	0.0266601	0	0	9.06012	5202.31
7B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.190608	0.237025	0.572368	0	0	4.74355	2611.04
7B	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	352.652
7B	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	42.6978
7B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	6.12262	3901.79
7B	Single-Family Attached	1500-2499	Room AC	0.125895	0.703358	0.128322	0.035709	0	0.00671702	0	0	1.33331	678.704
7B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.313327	0.297406	0.389267	0	0	2.20492	1173.67
7B	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	92.6509
7B	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	11.2178
7B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	1.88399	1174.93
7B	Single-Family Attached	2500-3999	Room AC	0.149382	0.749161	0.076615	0.0215746	0	0.00326805	0	0	0.568769	282.733
7B	Single-Family Attached	4000+	Central AC	0	0	0	0.297291	0.309203	0.393506	0	0	0.445301	239.168
7B	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	13.6369
7B	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	1.65111
7B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.222874	134.226
7B	Single-Family Attached	4000+	Room AC	0.0797069	0.834182	0.056768	0.0235487	0	0.00579399	0	0	0.0526599	27.9879
7B	Single-Family Detached	0-1499	Central AC	0	0	0	0.0669964	0.133921	0.799083	0	0	6.75144	3959.22
7B	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	333.181
7B	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	40.3403
7B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	23.0785	16092.1
7B	Single-Family Detached	0-1499	Room AC	0.00312985	0.722141	0.18417	0.0638993	0	0.0266601	0	0	9.06012	5202.31
7B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.190608	0.237025	0.572368	0	0	4.74355	2611.04
7B	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	352.652
7B	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	42.6978
7B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	6.12262	3901.79
7B	Single-Family Detached	1500-2499	Room AC	0.125895	0.703358	0.128322	0.035709	0	0.00671702	0	0	1.33331	678.704
7B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.313327	0.297406	0.389267	0	0	2.20492	1173.67
7B	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	92.6509
7B	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	11.2178
7B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	1.88399	1174.93
7B	Single-Family Detached	2500-3999	Room AC	0.149382	0.749161	0.076615	0.0215746	0	0.00326805	0	0	0.568769	282.733
7B	Single-Family Detached	4000+	Central AC	0	0	0	0.297291	0.309203	0.393506	0	0	0.445301	239.168
7B	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	13.6369
7B	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7B	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	1.65111
7B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.222874	134.226
7B	Single-Family Detached	4000+	Room AC	0.0797069	0.834182	0.056768	0.0235487	0	0.00579399	0	0	0.0526599	27.9879
8AK	Mobile Home	0-1499	Central AC	0	0	0	0.00300969	0.0620533	0.934937	0	0	0.0353638	26.7166
8AK	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	8.6655
8AK	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	1.04919
8AK	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.306014	275.786
8AK	Mobile Home	0-1499	Room AC	0	0.649075	0.146991	0.134659	0	0.0692751	0	0	0.311755	217.023
8AK	Mobile Home	1500-2499	Central AC	0	0	0	0.0108654	0.139363	0.849771	0	0	0.0248466	17.6191
8AK	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	9.17192
8AK	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	1.1105
8AK	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.0811843	66.8687
8AK	Mobile Home	1500-2499	Room AC	0	0.76415	0.123794	0.0909589	0	0.021097	0	0	0.0458788	28.3132
8AK	Mobile Home	2500-3999	Central AC	0	0	0	0.0231764	0.226905	0.749919	0	0	0.0115493	7.9199
8AK	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	2.4097
8AK	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	0.291758
8AK	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0249812	20.1359
8AK	Mobile Home	2500-3999	Room AC	0	0.854013	0.0775536	0.057663	0	0.0107701	0	0	0.0195711	11.7947
8AK	Mobile Home	4000+	Central AC	0	0	0	0.0216443	0.232195	0.746161	0	0	0.00233247	1.61389
8AK	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	0.354674
8AK	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	0.0429426
8AK	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.00295525	2.30036
8AK	Mobile Home	4000+	Room AC	0	0.872072	0.0526979	0.0577195	0	0.017511	0	0	0.00181201	1.16756
8AK	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	112.891
8AK	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	4.24455
8AK	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	0.513914
8AK	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	2068.11
8AK	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	982.274
8AK	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	74.45
8AK	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	4.4926
8AK	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	0.543947
8AK	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	501.447
8AK	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	128.149
8AK	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	33.4657
8AK	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	1.18032
8AK	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	0.142909
8AK	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	150.999
8AK	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.7562	0.184847	0.0447074	0	0.0142461	0	0	0.221811	53.3843
8AK	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0546631	0.109123	0.836214	0	0	0.0257432	6.81953
8AK	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.173727
8AK	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.0210342
8AK	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.0568395	17.2503
8AK	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.799611	0.130064	0.0463403	0	0.023985	0	0	0.0205366	5.28454
8AK	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	112.891
8AK	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	4.24455
8AK	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	0.513914
8AK	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	2068.11
8AK	Multi-Family with 5+ Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	982.274
8AK	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	74.45
8AK	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	4.4926
8AK	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	0.543947
8AK	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	501.447
8AK	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	128.149
8AK	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	33.4657
8AK	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	1.18032
8AK	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	0.142909
8AK	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	150.999
8AK	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.7562	0.184847	0.0447074	0	0.0142461	0	0	0.221811	53.3843
8AK	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0546631	0.109123	0.836214	0	0	0.0257432	6.81953
8AK	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.173727
8AK	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.0210342
8AK	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.0568395	17.2503
8AK	Multi-Family with 5+ Units	4000+	Room AC	0	0.799611	0.130064	0.0463403	0	0.023985	0	0	0.0205366	5.28454
8AK	Single-Family Attached	0-1499	Central AC	0	0	0	0.0669964	0.133921	0.799083	0	0	6.75144	1781.65
8AK	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	149.932
8AK	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	18.1531
8AK	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	23.0785	7241.46
8AK	Single-Family Attached	0-1499	Room AC	0.00312985	0.722141	0.18417	0.0638993	0	0.0266601	0	0	9.06012	2341.04
8AK	Single-Family Attached	1500-2499	Central AC	0	0	0	0.190608	0.237025	0.572368	0	0	4.74355	1174.97
8AK	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	158.694
8AK	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	19.214
8AK	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	6.12262	1755.81
8AK	Single-Family Attached	1500-2499	Room AC	0.125895	0.703358	0.128322	0.035709	0	0.00671702	0	0	1.33331	305.417
8AK	Single-Family Attached	2500-3999	Central AC	0	0	0	0.313327	0.297406	0.389267	0	0	2.20492	528.154
8AK	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	41.6929
8AK	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
8AK	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	5.04802
8AK	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	1.88399	528.72
8AK	Single-Family Attached	2500-3999	Room AC	0.149382	0.749161	0.076615	0.0215746	0	0.00326805	0	0	0.568769	127.23
8AK	Single-Family Attached	4000+	Central AC	0	0	0	0.297291	0.309203	0.393506	0	0	0.445301	107.625
8AK	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	6.13661
