	field	enumeration	enumeration_description
13547	in.weather_file_latitude	37.9	Weather station latitude from weather file used for the building energy simulation
13548	in.weather_file_latitude	37.93	Weather station latitude from weather file used for the building energy simulation
13549	in.weather_file_latitude	37.94	Weather station latitude from weather file used for the building energy simulation
13550	in.weather_file_latitude	37.95	Weather station latitude from weather file used for the building energy simulation
13551	in.weather_file_latitude	37.99	Weather station latitude from weather file used for the building energy simulation
13552	in.weather_file_latitude	38.01	Weather station latitude from weather file used for the building energy simulation
13553	in.weather_file_latitude	38.04	Weather station latitude from weather file used for the building energy simulation
13554	in.weather_file_latitude	38.05	Weather station latitude from weather file used for the building energy simulation
13555	in.weather_file_latitude	38.06	Weather station latitude from weather file used for the building energy simulation
13556	in.weather_file_latitude	38.07	Weather station latitude from weather file used for the building energy simulation
13557	in.weather_file_latitude	38.1	Weather station latitude from weather file used for the building energy simulation
13558	in.weather_file_latitude	38.13	Weather station latitude from weather file used for the building energy simulation
13559	in.weather_file_latitude	38.14	Weather station latitude from weather file used for the building energy simulation
13560	in.weather_file_latitude	38.18	Weather station latitude from weather file used for the building energy simulation
13561	in.weather_file_latitude	38.19	Weather station latitude from weather file used for the building energy simulation
13562	in.weather_file_latitude	38.21	Weather station latitude from weather file used for the building energy simulation
