Dependency=Geometry Building Type RECS	Dependency=PUMA	Dependency=Tenure	Dependency=Vintage ACS	Option=<10000	Option=10000-14999	Option=15000-19999	Option=20000-24999	Option=25000-29999	Option=30000-34999	Option=35000-39999	Option=40000-44999	Option=45000-49999	Option=50000-59999	Option=60000-69999	Option=70000-79999	Option=80000-99999	Option=100000-119999	Option=120000-139999	Option=140000-159999	Option=160000-179999	Option=180000-199999	Option=200000+	source_count	source_weight	sampling_probability
Single-Family Attached	CA, 03758	Owner	1980-99	0	0	0.018226	0.0194411	0.0109356	0.0243013	0.0133657	0.0631835	0.0340219	0.111786	0.0243013	0	0.171324	0.117861	0.191981	0.0862697	0.0340219	0.0558931	0.0230863	51	823	2.70407e-05
Single-Family Attached	CA, 03758	Renter	1980-99	0.0492424	0.0492424	0	0.0606061	0.125	0.0340909	0	0.0530303	0.125	0.0795455	0.109848	0.0568182	0	0	0.174242	0.0833333	0	0	0	14	264	2.75977e-05
Single-Family Detached	CA, 03758	Owner	1980-99	0.0292135	0	0	0.0224719	0	0.0370787	0	0.0247191	0.0134831	0.120225	0.0674157	0.0280899	0.058427	0.144944	0.183146	0.0752809	0	0.0516854	0.14382	53	890	4.64023e-05
Single-Family Detached	CA, 03758	Renter	1980-99	0	0	0.061144	0	0.0631164	0	0.0236686	0.0315582	0.0650888	0.126233	0.0966469	0.0808679	0.0493097	0.0828402	0.142012	0.12426	0.0532544	0	0	24	507	2.3317e-05
Mobile Home	CA, 03758	Owner	2000-09	0.0480857	0.0473818	0.0524941	0.0570693	0.0595329	0.0520681	0.0520496	0.0471595	0.0594958	0.0840202	0.0878545	0.0661826	0.107952	0.0743698	0.0392317	0.0231908	0.0128179	0.00759442	0.0214496	3091	53987	1.1976e-06
Mobile Home	CA, 03758	Renter	2000-09	0.0873005	0.077738	0.0690699	0.105325	0.0628096	0.0658365	0.0614337	0.0745735	0.0434095	0.0773941	0.0515272	0.0579939	0.0756054	0.0271739	0.0266236	0.0152724	0.00729224	0.00192625	0.0116951	645	14536	8.69555e-07
Multi-Family with 2 - 4 Units	CA, 03758	Owner	2000-09	0.0495081	0.00814556	0.0320533	0.0393526	0.0260235	0.0318417	0.0415741	0.0195705	0.0221094	0.0842061	0.0748969	0.0627314	0.103248	0.117211	0.0578652	0.0465461	0.0474981	0.0358616	0.0997567	412	9453	4.92575e-07
Multi-Family with 2 - 4 Units	CA, 03758	Renter	2000-09	0.0788073	0.0692836	0.0626241	0.0648381	0.0654179	0.0607088	0.0484616	0.0481453	0.0438228	0.0803184	0.0718315	0.0478291	0.0819174	0.0580028	0.0307673	0.0253554	0.012704	0.0137759	0.0353886	2165	56911	5.84983e-06
Multi-Family with 5+ Units	CA, 03758	Owner	2000-09	0.045697	0.0173233	0.0159749	0.0215441	0.0262633	0.0263513	0.032624	0.0192285	0.0268203	0.0517939	0.0458143	0.0605288	0.105083	0.0645445	0.0704655	0.0639583	0.0527319	0.0384863	0.214767	1694	34116	2.19925e-06
Multi-Family with 5+ Units	CA, 03758	Renter	2000-09	0	0.0631808	0	0.259259	0.137255	0.0893246	0	0	0	0.180828	0.163399	0.0893246	0	0.0174292	0	0	0	0	0	16	459	1.99756e-05
Single-Family Attached	CA, 03758	Owner	2000-09	0.0243669	0.0140883	0.00878464	0.0187346	0.0179129	0.0188989	0.0194368	0.027833	0.0224247	0.0578472	0.0577575	0.0542765	0.128229	0.104818	0.0824083	0.064107	0.0557257	0.0467767	0.175573	3321	66935	1.90657e-06
Single-Family Attached	CA, 03758	Renter	2000-09	0.0471967	0.0394515	0.0267222	0.0233527	0.0341164	0.0401301	0.0384921	0.0398493	0.0312149	0.0829277	0.0702686	0.0763291	0.107333	0.0827171	0.0709238	0.051549	0.0296471	0.0258564	0.0819216	1862	42736	1.94585e-06
Single-Family Detached	CA, 03758	Owner	2000-09	0	0	0	0	0.0243205	0	0	0.0243205	0.018598	0.0987124	0.0271817	0.118741	0.16166	0.190272	0.018598	0.0414878	0.0171674	0.107296	0.151645	34	699	3.07681e-05
Single-Family Detached	CA, 03758	Renter	2000-09	0	0.180812	0.110701	0	0.110701	0	0.0442804	0	0	0	0.162362	0	0.114391	0	0.0332103	0	0.0848708	0	0.158672	13	271	1.54609e-05
Mobile Home	CA, 03758	Owner	2010s	0.0369289	0.0400852	0.0390594	0.0429259	0.0560246	0.0553934	0.05997	0.0739367	0.0431626	0.0749625	0.0671506	0.0579184	0.13075	0.0739367	0.0445041	0.0276178	0.0198059	0.0127831	0.0430837	730	12673	0
Mobile Home	CA, 03758	Renter	2010s	0.0873162	0.0675551	0.0351562	0.0307904	0.115579	0.0429688	0.0990349	0.0507812	0.0445772	0.0638787	0.0627298	0.0266544	0.0953585	0.0618107	0.0595129	0.00689338	0.00643382	0.00298713	0.0399816	196	4352	0
Multi-Family with 2 - 4 Units	CA, 03758	Owner	2010s	0.0955951	0.0351453	0	0.0468604	0.0670103	0.0112465	0.0173383	0.0192127	0.0215558	0.0431115	0.0356139	0.0477976	0.126992	0.0852858	0.0918463	0.0674789	0.0435801	0.0234302	0.1209	82	2134	2.59058e-07
Multi-Family with 2 - 4 Units	CA, 03758	Renter	2010s	0.0953544	0.0567596	0.0620448	0.0785219	0.0706609	0.0605347	0.0403713	0.0526737	0.0283354	0.0764345	0.0544946	0.0634216	0.0826523	0.0556937	0.0300231	0.031844	0.016033	0.00741695	0.0367294	824	22516	3.07657e-06
Multi-Family with 5+ Units	CA, 03758	Owner	2010s	0.0324036	0.0318567	0.00560569	0.0138091	0.00451189	0.0154498	0.0110747	0.0300793	0.0355483	0.030216	0.0585179	0.0514083	0.156139	0.0798469	0.0597484	0.0445721	0.0549631	0.0425212	0.241728	310	7314	3.07057e-06
Multi-Family with 5+ Units	CA, 03758	Renter	2010s	0.190099	0.0712871	0.0257426	0.0594059	0.0435644	0.318812	0.0257426	0	0.0158416	0	0.0712871	0.0257426	0	0	0	0.0336634	0	0.0217822	0.0970297	20	505	2.78897e-05
Single-Family Attached	CA, 03758	Owner	2010s	0.0215193	0.00984716	0.00536081	0.0102654	0.00657745	0.0130789	0.0126606	0.0169569	0.0108357	0.0321268	0.0474869	0.0463463	0.0863813	0.103452	0.0969888	0.0742149	0.0631891	0.0604517	0.28226	1304	26302	5.71971e-06
Single-Family Attached	CA, 03758	Renter	2010s	0.0408585	0.0268825	0.0155448	0.039575	0.0230319	0.0291643	0.0416429	0.0353679	0.0412151	0.0613234	0.0566885	0.0652453	0.121221	0.0964062	0.0840702	0.0483457	0.0276669	0.0320878	0.113662	587	14024	5.83753e-06
Single-Family Detached	CA, 03758	Owner	2010s	0.0190453	0.0079654	0.00724467	0.0115243	0.0109454	0.0113263	0.0136118	0.0186569	0.0159756	0.0402303	0.0455555	0.0469186	0.101373	0.104588	0.0956035	0.0809685	0.0645224	0.0524604	0.251483	12663	267783	5.56578e-06
Single-Family Detached	CA, 03758	Renter	2010s	0.0584686	0.0263666	0.0238386	0.0258501	0.0344125	0.0336242	0.0321564	0.0393324	0.0277257	0.0752942	0.0490092	0.0644214	0.12164	0.0997309	0.0677648	0.0471337	0.0323738	0.0293838	0.111474	1483	36789	2.79679e-06
Mobile Home	CA, 03758	Owner	<1940	0.0612731	0.0809042	0.118977	0.0761452	0.0380726	0.0297442	0.0172516	0.0315289	0.0458061	0.134444	0.071981	0.0434265	0.0832838	0.0826889	0.00416419	0	0.00892326	0.0362879	0.0350982	93	1681	0
Mobile Home	CA, 03758	Renter	<1940	0.275077	0.0451389	0.0432099	0.0451389	0.0706019	0.0771605	0.0239198	0.0258488	0.0817901	0.0563272	0.0578704	0.00810185	0.0555556	0.0532407	0	0.027392	0.0177469	0	0.0358796	128	2592	0
Multi-Family with 2 - 4 Units	CA, 03758	Owner	<1940	0.0506318	0.0289324	0.0304889	0.0383629	0.026735	0.0171214	0.0197766	0.0291155	0.032961	0.0710493	0.0302142	0.0534701	0.0651895	0.0724226	0.0742538	0.0555759	0.0383629	0.0327779	0.232558	635	10922	1.99219e-06
Multi-Family with 2 - 4 Units	CA, 03758	Renter	<1940	0.192	0.194667	0.024	0.133333	0	0	0	0.032	0	0.04	0.165333	0.048	0.016	0	0.0186667	0	0	0	0.136	16	375	2.36593e-05
Multi-Family with 5+ Units	CA, 03758	Owner	<1940	0.0634058	0.0214372	0.0202295	0.0326087	0.0612923	0.0371377	0.0298913	0.0307971	0.040157	0.0667271	0.0612923	0.0673309	0.0673309	0.0794082	0.071256	0.0528382	0.0256643	0.022343	0.148853	185	3312	2.19459e-06
Multi-Family with 5+ Units	CA, 03758	Renter	<1940	0.07431	0.0849257	0.140127	0.0912951	0.0403397	0.135881	0	0	0	0.089172	0.112527	0.0212314	0	0.0679406	0.142251	0	0	0	0	23	471	1.99333e-05
Single-Family Attached	CA, 03758	Owner	<1940	0.0273637	0.0278354	0.0285903	0.0317985	0.0369881	0.0436875	0.0254765	0.0351953	0.0252878	0.0632195	0.0685035	0.0383091	0.105397	0.0764295	0.0647292	0.032742	0.0511417	0.044348	0.172957	663	10598	1.52061e-05
Single-Family Attached	CA, 03758	Renter	<1940	0	0.234597	0.175355	0	0.042654	0.123223	0.035545	0.0734597	0.0521327	0	0.149289	0.0260664	0.0379147	0	0.049763	0	0	0	0	20	422	1.55193e-05
Single-Family Detached	CA, 03758	Owner	<1940	0	0.0523842	0.0463398	0.0308932	0.0261921	0.0235057	0.0302216	0.0832774	0	0.0846206	0.0550705	0.0893217	0.0826058	0.0738751	0.118872	0.0275353	0.0859637	0.0174614	0.0718603	80	1489	0.000100778
Single-Family Detached	CA, 03758	Renter	<1940	0.121871	0.0777339	0.0177866	0.0895916	0.0625823	0.102767	0.102767	0.0612648	0.0559947	0.0559947	0.044137	0.0158103	0.100791	0.0421607	0	0.0111989	0.00592885	0	0.0316206	60	1518	5.06405e-05
Mobile Home	CA, 03767	Owner	1940-59	0.0906963	0.0953785	0.0910431	0.0806382	0.0808983	0.0583543	0.0702332	0.0532385	0.046562	0.0743952	0.0538455	0.043614	0.0457817	0.0491633	0.0228041	0.00832394	0.00832394	0.0090176	0.0176884	620	11533	4.18019e-06
Mobile Home	CA, 03767	Renter	1940-59	0.147429	0.109689	0.0857427	0.0721695	0.0493269	0.0804458	0.0821011	0.0389539	0.0708453	0.0570514	0.0568307	0.0513132	0.0395056	0.0119179	0.0253807	0.00750386	0	0	0.0137939	376	9062	2.52951e-06
Multi-Family with 2 - 4 Units	CA, 03767	Owner	1940-59	0.127962	0.0236967	0.028436	0	0	0	0	0.0521327	0	0	0	0	0.132701	0.454976	0.180095	0	0	0	0	10	211	0.000245355
Multi-Family with 2 - 4 Units	CA, 03767	Renter	1940-59	0.0568405	0.0254802	0.0560564	0.0595845	0.0466484	0.0384163	0.0466484	0.105449	0.0348883	0.0760486	0.0627205	0.107801	0.0831047	0.0980008	0.0529204	0	0.0137201	0.0129361	0.0227362	110	2551	0.00179036
Multi-Family with 5+ Units	CA, 03767	Owner	1940-59	0.0606437	0.0674126	0.042271	0.0266611	0.0542893	0.0454483	0.0552563	0.0553944	0.0129852	0.0915872	0.0656168	0.0563614	0.0924161	0.0797071	0.0479348	0.0252797	0.0223788	0.0104987	0.0878574	388	7239	0.00035457
Multi-Family with 5+ Units	CA, 03767	Renter	1940-59	0.0888831	0.1376	0.082923	0.0725577	0.0746307	0.0831822	0.071262	0.0406841	0.0427572	0.0492356	0.105727	0.0507904	0.0222856	0.0331692	0.0101062	0.00544182	0	0.0165846	0.0121793	186	3859	0.00252187
Single-Family Attached	CA, 03767	Owner	1940-59	0	0.0693069	0.30198	0	0	0	0	0.0643564	0	0.123762	0	0.0990099	0.0792079	0.0643564	0.123762	0.0742574	0	0	0	13	202	0.00047949
Single-Family Attached	CA, 03767	Renter	1940-59	0.0297203	0.155594	0.0655594	0.0568182	0.0725524	0.0804196	0.174825	0.0367133	0.0480769	0.0410839	0.0909091	0.0340909	0.097028	0	0	0.0166084	0	0	0	48	1144	0.000523606
Single-Family Detached	CA, 03767	Owner	1940-59	0.0193114	0.0151188	0.0250286	0.0393851	0.0219794	0.0223606	0.0406556	0.0406556	0.0298564	0.0739423	0.0724177	0.0546309	0.086139	0.101893	0.0993521	0.0669546	0.0579342	0.0276966	0.104688	478	7871	0.00554167
Single-Family Detached	CA, 03767	Renter	1940-59	0.0847598	0.0877968	0.0350635	0.0778575	0.073164	0.0739923	0.0530094	0.0375483	0.0259525	0.0704031	0.0607399	0.0571507	0.119271	0.0331309	0.0179459	0.0372722	0.0201546	0.00441745	0.03037	172	3622	0.00265555
Mobile Home	CA, 03767	Owner	1960-79	0.017341	0.0635838	0.0346821	0.130058	0	0.115607	0	0.121387	0.0202312	0.0375723	0.0693642	0.0780347	0.17052	0.0491329	0.0722543	0	0	0.0202312	0	24	346	0.000232417
Mobile Home	CA, 03767	Renter	1960-79	0.0857143	0.102857	0.0514286	0	0	0	0	0.0457143	0	0.148571	0.114286	0.36	0.0914286	0	0	0	0	0	0	10	175	0.00014064
Multi-Family with 2 - 4 Units	CA, 03767	Owner	1960-79	0.110119	0.0416667	0	0.0297619	0	0	0.0386905	0.125	0	0	0.113095	0.0803571	0.0297619	0.16369	0.0535714	0.0535714	0	0	0.160714	22	336	0.000266219
Multi-Family with 2 - 4 Units	CA, 03767	Renter	1960-79	0.0655851	0.0628236	0.0645495	0.0793925	0.080428	0.0376251	0.0507421	0.0265792	0.0524681	0.0797377	0.0800828	0.0590266	0.0693821	0.063514	0.0655851	0.0251985	0.00414222	0.00793925	0.0251985	145	2897	0.00194261
Multi-Family with 5+ Units	CA, 03767	Owner	1960-79	0.0387039	0.0567057	0.0270027	0.0522052	0.0243024	0	0.0180018	0.0360036	0	0.0855086	0.0387039	0.141314	0.0936094	0.0531053	0.090009	0.0324032	0.070207	0.0252025	0.117012	55	1111	0.000700041
Multi-Family with 5+ Units	CA, 03767	Renter	1960-79	0.0926873	0.0687632	0.0931387	0.0619922	0.0610894	0.0672585	0.060638	0.060337	0.0278363	0.0677099	0.102167	0.0434848	0.0818537	0.0266326	0.0263316	0.0105327	0.00737286	0	0.0401745	339	6646	0.00497902
Single-Family Attached	CA, 03767	Owner	1960-79	0	0	0	0.0547009	0	0.00940171	0.0119658	0.0769231	0.042735	0.017094	0.0777778	0.0316239	0.118803	0.147863	0.0700855	0.0196581	0.0213675	0.0410256	0.258974	58	1170	0.000561917
Single-Family Attached	CA, 03767	Renter	1960-79	0	0.0797872	0.0425532	0.138298	0	0.0585106	0.0336879	0.0195035	0.0762411	0.120567	0.0549645	0	0.230496	0.0124113	0.0141844	0	0	0	0.118794	29	564	0.000613617
Single-Family Detached	CA, 03767	Owner	1960-79	0.0571997	0.0174086	0.0164138	0.0213877	0.0402885	0.0203929	0.0216364	0.0340711	0.0634171	0.0427754	0.0375528	0.0382989	0.111664	0.100224	0.0462571	0.0952499	0.0539667	0.0470032	0.134792	253	4021	0.00277877
Single-Family Detached	CA, 03767	Renter	1960-79	0.0724117	0.00718133	0.02693	0.0550569	0.0598444	0.021544	0.0526631	0.0718133	0.00837822	0.0604428	0.135847	0.0173549	0.104728	0.0969479	0.0359066	0.0496709	0.0137642	0.0257331	0.0837822	87	1671	0.00133157
Mobile Home	CA, 03767	Owner	1980-99	0.058351	0.0553527	0.0631408	0.0649322	0.0658122	0.0629773	0.0627196	0.0552521	0.0473006	0.0896982	0.0747066	0.0587093	0.0867439	0.0560127	0.0364764	0.020894	0.0120624	0.00724123	0.0216168	8927	159089	0.000107012
Mobile Home	CA, 03767	Renter	1980-99	0.107541	0.0930073	0.0738756	0.0612324	0.0635312	0.0771569	0.062697	0.0543918	0.0549108	0.0941567	0.0664603	0.0519261	0.0577472	0.0420081	0.0208743	0.00691483	0.00205777	0.00322569	0.00628453	2424	53942	6.4755e-05
Multi-Family with 2 - 4 Units	CA, 03767	Owner	1980-99	0	0.0320856	0	0.0374332	0	0.106952	0.0320856	0	0	0.13369	0.0641711	0.0347594	0.176471	0	0.141711	0.0240642	0.0213904	0.160428	0.0347594	28	374	0.000144026
Multi-Family with 2 - 4 Units	CA, 03767	Renter	1980-99	0.0180115	0.018732	0.0569164	0.0864553	0.0338617	0.056196	0.0670029	0.0417867	0.102305	0.244957	0.0850144	0.0237752	0.0670029	0.0605187	0.037464	0	0	0	0	66	1388	0.00105097
Multi-Family with 5+ Units	CA, 03767	Owner	1980-99	0.0422222	0	0.0844444	0	0.04	0.0488889	0.0644444	0.0744444	0.0222222	0.134444	0	0.0788889	0.0133333	0.144444	0.0833333	0.0133333	0.04	0.0911111	0.0244444	58	900	0.000365488
Multi-Family with 5+ Units	CA, 03767	Renter	1980-99	0.0948579	0.0587672	0.0488662	0.047908	0.0670712	0.0258703	0.0229958	0.0766528	0.0625998	0.0964548	0.0769722	0.0549345	0.144682	0.0498243	0.0249122	0.0118173	0.0146918	0.00638774	0.0137336	184	3131	0.00259952
Single-Family Attached	CA, 03767	Owner	1980-99	0	0.0283401	0.0296896	0.0161943	0.0148448	0.0148448	0.048583	0.0850202	0	0.0688259	0.0377868	0.0296896	0.103914	0.188934	0.0323887	0.0850202	0.0661269	0.0337382	0.116059	50	741	0.000407005
Single-Family Attached	CA, 03767	Renter	1980-99	0.0458937	0.217391	0.0362319	0.0483092	0.0289855	0.10628	0	0.0169082	0	0.0458937	0	0.0169082	0.0603865	0.0917874	0.0386473	0.0338164	0.0797101	0.113527	0.0193237	22	414	0.000444452
Single-Family Detached	CA, 03767	Owner	1980-99	0.0119658	0	0	0.025641	0.00940171	0.025641	0.0401709	0.0495726	0.0153846	0.0538462	0.0102564	0.0247863	0.208547	0.102564	0.0230769	0.0393162	0.0837607	0.0162393	0.259829	71	1170	0.000928526
Single-Family Detached	CA, 03767	Renter	1980-99	0.015748	0.0301837	0.0603675	0.0853018	0.0590551	0.12336	0.0288714	0.0472441	0	0.0721785	0	0.108924	0.0708661	0.111549	0.0209974	0.0485564	0.0144357	0.0643045	0.0380577	42	762	0.000444946
Mobile Home	CA, 03767	Owner	2000-09	0.0480857	0.0473818	0.0524941	0.0570693	0.0595329	0.0520681	0.0520496	0.0471595	0.0594958	0.0840202	0.0878545	0.0661826	0.107952	0.0743698	0.0392317	0.0231908	0.0128179	0.00759442	0.0214496	3091	53987	5.64324e-05
Mobile Home	CA, 03767	Renter	2000-09	0.0873005	0.077738	0.0690699	0.105325	0.0628096	0.0658365	0.0614337	0.0745735	0.0434095	0.0773941	0.0515272	0.0579939	0.0756054	0.0271739	0.0266236	0.0152724	0.00729224	0.00192625	0.0116951	645	14536	3.41483e-05
Multi-Family with 2 - 4 Units	CA, 03767	Owner	2000-09	0.0495081	0.00814556	0.0320533	0.0393526	0.0260235	0.0318417	0.0415741	0.0195705	0.0221094	0.0842061	0.0748969	0.0627314	0.103248	0.117211	0.0578652	0.0465461	0.0474981	0.0358616	0.0997567	412	9453	8.81465e-06
Multi-Family with 2 - 4 Units	CA, 03767	Renter	2000-09	0.0788073	0.0692836	0.0626241	0.0648381	0.0654179	0.0607088	0.0484616	0.0481453	0.0438228	0.0803184	0.0718315	0.0478291	0.0819174	0.0580028	0.0307673	0.0253554	0.012704	0.0137759	0.0353886	2165	56911	6.43208e-05
Multi-Family with 5+ Units	CA, 03767	Owner	2000-09	0.045697	0.0173233	0.0159749	0.0215441	0.0262633	0.0263513	0.032624	0.0192285	0.0268203	0.0517939	0.0458143	0.0605288	0.105083	0.0645445	0.0704655	0.0639583	0.0527319	0.0384863	0.214767	1694	34116	7.80764e-05
Multi-Family with 5+ Units	CA, 03767	Renter	2000-09	0.0501931	0.0862291	0.0669241	0.0913771	0.0913771	0.0527671	0.0527671	0.03861	0.023166	0.0553411	0.019305	0	0	0.019305	0.03861	0.041184	0.024453	0.018018	0.230373	41	777	0.000555316
Single-Family Attached	CA, 03767	Owner	2000-09	0	0	0	0	0.133333	0	0	0.0380952	0	0.0666667	0.0333333	0	0.214286	0.0619048	0.0428571	0	0	0.171429	0.238095	17	210	0.000120915
Single-Family Attached	CA, 03767	Renter	2000-09	0.0471967	0.0394515	0.0267222	0.0233527	0.0341164	0.0401301	0.0384921	0.0398493	0.0312149	0.0829277	0.0702686	0.0763291	0.107333	0.0827171	0.0709238	0.051549	0.0296471	0.0258564	0.0819216	1862	42736	0.00013204
Single-Family Detached	CA, 03767	Owner	2000-09	0	0	0	0	0	0	0	0	0.0148423	0	0.025974	0.0760668	0	0.102041	0.280148	0.0500928	0.0556586	0.038961	0.356215	29	539	0.00035245
Single-Family Detached	CA, 03767	Renter	2000-09	0	0	0.109091	0	0	0.0363636	0	0.136364	0	0	0.159091	0	0.359091	0.2	0	0	0	0	0	12	220	0.000168893
Mobile Home	CA, 03767	Owner	2010s	0.0369289	0.0400852	0.0390594	0.0429259	0.0560246	0.0553934	0.05997	0.0739367	0.0431626	0.0749625	0.0671506	0.0579184	0.13075	0.0739367	0.0445041	0.0276178	0.0198059	0.0127831	0.0430837	730	12673	5.01618e-06
Mobile Home	CA, 03767	Renter	2010s	0.0873162	0.0675551	0.0351562	0.0307904	0.115579	0.0429688	0.0990349	0.0507812	0.0445772	0.0638787	0.0627298	0.0266544	0.0953585	0.0618107	0.0595129	0.00689338	0.00643382	0.00298713	0.0399816	196	4352	3.03539e-06
Multi-Family with 2 - 4 Units	CA, 03767	Owner	2010s	0.0955951	0.0351453	0	0.0468604	0.0670103	0.0112465	0.0173383	0.0192127	0.0215558	0.0431115	0.0356139	0.0477976	0.126992	0.0852858	0.0918463	0.0674789	0.0435801	0.0234302	0.1209	82	2134	6.14599e-06
Multi-Family with 2 - 4 Units	CA, 03767	Renter	2010s	0.0953544	0.0567596	0.0620448	0.0785219	0.0706609	0.0605347	0.0403713	0.0526737	0.0283354	0.0764345	0.0544946	0.0634216	0.0826523	0.0556937	0.0300231	0.031844	0.016033	0.00741695	0.0367294	824	22516	4.48475e-05
Multi-Family with 5+ Units	CA, 03767	Owner	2010s	0.0324036	0.0318567	0.00560569	0.0138091	0.00451189	0.0154498	0.0110747	0.0300793	0.0355483	0.030216	0.0585179	0.0514083	0.156139	0.0798469	0.0597484	0.0445721	0.0549631	0.0425212	0.241728	310	7314	4.84669e-05
Multi-Family with 5+ Units	CA, 03767	Renter	2010s	0.0293542	0.0293542	0.0313112	0.0332681	0.0156556	0.0547945	0	0.0763209	0.035225	0.133072	0.187867	0.0136986	0.107632	0.0176125	0.0587084	0.0195695	0.111546	0	0.0450098	30	511	0.00034472
Single-Family Attached	CA, 03767	Owner	2010s	0.0215193	0.00984716	0.00536081	0.0102654	0.00657745	0.0130789	0.0126606	0.0169569	0.0108357	0.0321268	0.0474869	0.0463463	0.0863813	0.103452	0.0969888	0.0742149	0.0631891	0.0604517	0.28226	1304	26302	4.4902e-06
Single-Family Attached	CA, 03767	Renter	2010s	0.0408585	0.0268825	0.0155448	0.039575	0.0230319	0.0291643	0.0416429	0.0353679	0.0412151	0.0613234	0.0566885	0.0652453	0.121221	0.0964062	0.0840702	0.0483457	0.0276669	0.0320878	0.113662	587	14024	4.90333e-06
Single-Family Detached	CA, 03767	Owner	2010s	0	0	0	0	0	0.159341	0	0	0	0	0	0.131868	0.21978	0.0879121	0.159341	0	0.0989011	0	0.142857	12	182	9.84319e-05
Single-Family Detached	CA, 03767	Renter	2010s	0.0584686	0.0263666	0.0238386	0.0258501	0.0344125	0.0336242	0.0321564	0.0393324	0.0277257	0.0752942	0.0490092	0.0644214	0.12164	0.0997309	0.0677648	0.0471337	0.0323738	0.0293838	0.111474	1483	36789	4.71682e-05
Mobile Home	CA, 03767	Owner	<1940	0.0612731	0.0809042	0.118977	0.0761452	0.0380726	0.0297442	0.0172516	0.0315289	0.0458061	0.134444	0.071981	0.0434265	0.0832838	0.0826889	0.00416419	0	0.00892326	0.0362879	0.0350982	93	1681	7.94234e-06
Mobile Home	CA, 03767	Renter	<1940	0.275077	0.0451389	0.0432099	0.0451389	0.0706019	0.0771605	0.0239198	0.0258488	0.0817901	0.0563272	0.0578704	0.00810185	0.0555556	0.0532407	0	0.027392	0.0177469	0	0.0358796	128	2592	4.80605e-06
Multi-Family with 2 - 4 Units	CA, 03767	Owner	<1940	0.0506318	0.0289324	0.0304889	0.0383629	0.026735	0.0171214	0.0197766	0.0291155	0.032961	0.0710493	0.0302142	0.0534701	0.0651895	0.0724226	0.0742538	0.0555759	0.0383629	0.0327779	0.232558	635	10922	0.000108445
Multi-Family with 2 - 4 Units	CA, 03767	Renter	<1940	0.103318	0.163981	0.12891	0.0663507	0.0729858	0.0464455	0.0464455	0.0388626	0.0417062	0.050237	0.0255924	0.0398104	0.0796209	0.0616114	0.0341232	0	0	0	0	50	1055	0.000791324
Multi-Family with 5+ Units	CA, 03767	Owner	<1940	0.0634058	0.0214372	0.0202295	0.0326087	0.0612923	0.0371377	0.0298913	0.0307971	0.040157	0.0667271	0.0612923	0.0673309	0.0673309	0.0794082	0.071256	0.0528382	0.0256643	0.022343	0.148853	185	3312	0.000121664
Multi-Family with 5+ Units	CA, 03767	Renter	<1940	0.0826149	0.167385	0.0409483	0.0136494	0.18319	0.0560345	0.0265805	0.0610632	0.058908	0.127874	0.049569	0.0783046	0.0380747	0.0100575	0	0	0.00574713	0	0	77	1392	0.000865329
Single-Family Attached	CA, 03767	Owner	<1940	0	0	0.0421687	0	0.0662651	0	0.174699	0	0	0	0.0662651	0.0361446	0.138554	0	0.289157	0	0	0	0.186747	10	166	0.000200456
Single-Family Attached	CA, 03767	Renter	<1940	0	0.0648148	0.099537	0.0972222	0.0416667	0	0.25	0.0486111	0	0.0439815	0.138889	0	0.0648148	0.0625	0.0486111	0	0	0	0.0393519	28	432	0.000218899
Single-Family Detached	CA, 03767	Owner	<1940	0.00653595	0.0226244	0.0276521	0.0324284	0.0158371	0.0120664	0.0351936	0.0128205	0.0268979	0.0527903	0.0703871	0.0658622	0.0884867	0.0940171	0.100302	0.10357	0.0384615	0.0389643	0.155103	259	3978	0.00297926
Single-Family Detached	CA, 03767	Renter	<1940	0.0554294	0.0245343	0.0935938	0.0490686	0.0595184	0.0731486	0.0695139	0.10995	0.084507	0.0736029	0.0813267	0.0218083	0.0395275	0.0640618	0.057701	0	0.0190822	0	0.0236256	107	2201	0.00142765
# Created by: sources\pums\2019_5yrs\tsv_maker.py
# Source: 2019-5yrs Public Use Microdata Samples (PUMS). IPUMS USA, University of Minnesota, www.ipums.org.
# Assumption: In ACS, Income and Tenure are reported for occupied units only. Because we assume vacant units share the same Tenure distribution as occupied units, by extension, we assume this Income distribution applies to all units regardless of Vacancy Status. For reference, 57445 / 140160 rows have sampling_probability >= 1/550000. Of those rows, 2961 (5%) were replaced due to low samples in the following process: Where sample counts are less than 10 (79145 / 140160 relevant rows), the Census Division by PUMA Metro Status average distribution has been inserted first (76864), followed by Census Division by 'Metro'/'Non-metro' average distribution (1187), followed by Census Region by PUMA Metro Status average distribution (282), followed by Census Region by 'Metro'/'Non-metro' average distribution (112).
